Выборка банков;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
№;Наименование;Регистрационный номер;Наименование полное;Адрес (место нахождения);Руководитель ФИО;Дата регистрации;Возраст банка;Дата ликвидации;Статус;Банковский идентификационный номер;Регион регистрации;Организационно-правовая форма;Форма собственности;Уставный капитал, RUB;Комментарий;Важная информация;2012 - 2мес., Чистые активы, RUB;2012 - 3мес., Чистые активы, RUB;2012 - 4мес., Чистые активы, RUB;2012 - 5мес., Чистые активы, RUB;2012 - 6мес., Чистые активы, RUB;2012 - 7мес., Чистые активы, RUB;2012 - 8мес., Чистые активы, RUB;2012 - 9мес., Чистые активы, RUB;2012 - 10мес., Чистые активы, RUB;2012 - 11мес., Чистые активы, RUB;2012 - 12мес., Чистые активы, RUB;2013 - 1мес., Чистые активы, RUB;2012 - 2мес., Счета в Банке России, RUB;2012 - 3мес., Счета в Банке России, RUB;2012 - 4мес., Счета в Банке России, RUB;2012 - 5мес., Счета в Банке России, RUB;2012 - 6мес., Счета в Банке России, RUB;2012 - 7мес., Счета в Банке России, RUB;2012 - 8мес., Счета в Банке России, RUB;2012 - 9мес., Счета в Банке России, RUB;2012 - 10мес., Счета в Банке России, RUB;2012 - 11мес., Счета в Банке России, RUB;2012 - 12мес., Счета в Банке России, RUB;2013 - 1мес., Счета в Банке России, RUB;2012 - 2мес., Коррсчета (НОСТРО), RUB;2012 - 3мес., Коррсчета (НОСТРО), RUB;2012 - 4мес., Коррсчета (НОСТРО), RUB;2012 - 5мес., Коррсчета (НОСТРО), RUB;2012 - 6мес., Коррсчета (НОСТРО), RUB;2012 - 7мес., Коррсчета (НОСТРО), RUB;2012 - 8мес., Коррсчета (НОСТРО), RUB;2012 - 9мес., Коррсчета (НОСТРО), RUB;2012 - 10мес., Коррсчета (НОСТРО), RUB;2012 - 11мес., Коррсчета (НОСТРО), RUB;2012 - 12мес., Коррсчета (НОСТРО), RUB;2013 - 1мес., Коррсчета (НОСТРО), RUB;2012 - 2мес., Ценные бумаги, RUB;2012 - 3мес., Ценные бумаги, RUB;2012 - 4мес., Ценные бумаги, RUB;2012 - 5мес., Ценные бумаги, RUB;2012 - 6мес., Ценные бумаги, RUB;2012 - 7мес., Ценные бумаги, RUB;2012 - 8мес., Ценные бумаги, RUB;2012 - 9мес., Ценные бумаги, RUB;2012 - 10мес., Ценные бумаги, RUB;2012 - 11мес., Ценные бумаги, RUB;2012 - 12мес., Ценные бумаги, RUB;2013 - 1мес., Ценные бумаги, RUB;2012 - 2мес., Кредиты, RUB;2012 - 3мес., Кредиты, RUB;2012 - 4мес., Кредиты, RUB;2012 - 5мес., Кредиты, RUB;2012 - 6мес., Кредиты, RUB;2012 - 7мес., Кредиты, RUB;2012 - 8мес., Кредиты, RUB;2012 - 9мес., Кредиты, RUB;2012 - 10мес., Кредиты, RUB;2012 - 11мес., Кредиты, RUB;2012 - 12мес., Кредиты, RUB;2013 - 1мес., Кредиты, RUB;2012 - 2мес., Кредиты организациям, RUB;2012 - 3мес., Кредиты организациям, RUB;2012 - 4мес., Кредиты организациям, RUB;2012 - 5мес., Кредиты организациям, RUB;2012 - 6мес., Кредиты организациям, RUB;2012 - 7мес., Кредиты организациям, RUB;2012 - 8мес., Кредиты организациям, RUB;2012 - 9мес., Кредиты организациям, RUB;2012 - 10мес., Кредиты организациям, RUB;2012 - 11мес., Кредиты организациям, RUB;2012 - 12мес., Кредиты организациям, RUB;2013 - 1мес., Кредиты организациям, RUB;2012 - 2мес., Кредиты физическим лицам, RUB;2012 - 3мес., Кредиты физическим лицам, RUB;2012 - 4мес., Кредиты физическим лицам, RUB;2012 - 5мес., Кредиты физическим лицам, RUB;2012 - 6мес., Кредиты физическим лицам, RUB;2012 - 7мес., Кредиты физическим лицам, RUB;2012 - 8мес., Кредиты физическим лицам, RUB;2012 - 9мес., Кредиты физическим лицам, RUB;2012 - 10мес., Кредиты физическим лицам, RUB;2012 - 11мес., Кредиты физическим лицам, RUB;2012 - 12мес., Кредиты физическим лицам, RUB;2013 - 1мес., Кредиты физическим лицам, RUB;2012 - 2мес., Кредиты другим банкам (МБК), RUB;2012 - 3мес., Кредиты другим банкам (МБК), RUB;2012 - 4мес., Кредиты другим банкам (МБК), RUB;2012 - 5мес., Кредиты другим банкам (МБК), RUB;2012 - 6мес., Кредиты другим банкам (МБК), RUB;2012 - 7мес., Кредиты другим банкам (МБК), RUB;2012 - 8мес., Кредиты другим банкам (МБК), RUB;2012 - 9мес., Кредиты другим банкам (МБК), RUB;2012 - 10мес., Кредиты другим банкам (МБК), RUB;2012 - 11мес., Кредиты другим банкам (МБК), RUB;2012 - 12мес., Кредиты другим банкам (МБК), RUB;2013 - 1мес., Кредиты другим банкам (МБК), RUB;2012 - 2мес., Основные средства, RUB;2012 - 3мес., Основные средства, RUB;2012 - 4мес., Основные средства, RUB;2012 - 5мес., Основные средства, RUB;2012 - 6мес., Основные средства, RUB;2012 - 7мес., Основные средства, RUB;2012 - 8мес., Основные средства, RUB;2012 - 9мес., Основные средства, RUB;2012 - 10мес., Основные средства, RUB;2012 - 11мес., Основные средства, RUB;2012 - 12мес., Основные средства, RUB;2013 - 1мес., Основные средства, RUB;2012 - 2мес., Учтённые векселя, RUB;2012 - 3мес., Учтённые векселя, RUB;2012 - 4мес., Учтённые векселя, RUB;2012 - 5мес., Учтённые векселя, RUB;2012 - 6мес., Учтённые векселя, RUB;2012 - 7мес., Учтённые векселя, RUB;2012 - 8мес., Учтённые векселя, RUB;2012 - 9мес., Учтённые векселя, RUB;2012 - 10мес., Учтённые векселя, RUB;2012 - 11мес., Учтённые векселя, RUB;2012 - 12мес., Учтённые векселя, RUB;2013 - 1мес., Учтённые векселя, RUB
208;ТИХООКЕАНСКИЙ ВНЕШТОРГБАНК, ОАО;1378;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТИХООКЕАНСКИЙ ВНЕШТОРГБАНК""";693020, Сахалинская обл., г. Южно-Сахалинск, проспект Коммунистический, д. 76;Управляющая компания АГЕНТСТВО ПО СТРАХОВАНИЮ ВКЛАДОВ, ГОСУДАРСТВЕННАЯ КОРПОРАЦИЯ;20.02.1991;28,0;;Ликвидируется;046401728;Сахалинская область;Непубличные акционерные общества;Частная собственность;409 323 000;;Находится в стадии ликвидации от 16.07.2015, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 13.04.2015;;;;;;;;;;;8 021 118 000;8 664 649 000;121 215 000;111 937 000;138 031 000;211 092 000;183 725 000;168 067 000;159 603 000;210 711 000;240 545 000;179 036 000;276 400 000;182 610 000;148 553 000;87 319 000;184 077 000;109 636 000;186 160 000;200 363 000;178 289 000;163 530 000;348 021 000;413 429 000;549 584 000;511 177 000;409 533 000;486 198 000;763 659 000;786 730 000;688 384 000;628 724 000;584 351 000;663 979 000;658 959 000;760 765 000;1 498 937 000;2 214 852 000;2 836 572 000;2 972 967 000;3 772 031 000;3 434 832 000;3 621 652 000;3 887 697 000;3 988 793 000;4 182 666 000;4 210 632 000;4 295 231 000;4 600 731 000;4 694 275 000;1 945 397 000;2 052 355 000;2 374 408 000;2 398 179 000;2 493 885 000;2 614 508 000;2 753 010 000;2 908 962 000;2 745 008 000;2 733 620 000;2 738 088 000;2 769 987 000;758 114 000;824 214 000;906 661 000;969 017 000;1 008 602 000;1 044 049 000;1 097 732 000;1 132 644 000;1 158 540 000;1 208 405 000;1 256 057 000;1 274 446 000;132 721 000;96 078 000;490 642 000;27 360 000;80 640 000;190 628 000;100 630 000;104 153 000;295 836 000;344 923 000;553 816 000;600 586 000;472 655 000;473 377 000;475 198 000;473 325 000;472 547 000;477 825 000;477 769 000;484 838 000;485 195 000;486 837 000;540 955 000;539 110 000;0;0;0;0;0;0;0;0;0;0;0;0
209;БАНК ИННОВАЦИЙ И РАЗВИТИЯ, АО;2647;АКЦИОНЕРНОЕ ОБЩЕСТВО БАНК ИННОВАЦИЙ И РАЗВИТИЯ;105318, г. Москва, ул. Ткацкая, д. 11 корп. 1;Хамчич Максим Александрович;17.01.1994;25,0;;Ликвидируется;044525104;Москва;Непубличные акционерные общества;Частная собственность;411 461 500;;Находится в стадии ликвидации от 16.01.2019, Отозвана Генеральная лицензия на осуществление банковских операций от 07.11.2018;;;;;;;;;;;6 761 766 000;6 591 523 000;293 389 000;291 676 000;544 832 000;312 556 000;1 332 748 000;251 101 000;308 689 000;1 156 818 000;490 543 000;403 619 000;1 486 709 000;404 315 000;97 760 000;177 836 000;118 437 000;114 513 000;80 992 000;84 526 000;151 948 000;113 781 000;104 559 000;125 302 000;155 645 000;217 766 000;550 764 000;599 950 000;602 240 000;602 794 000;607 710 000;595 934 000;598 773 000;497 616 000;496 516 000;496 703 000;592 118 000;784 071 000;2 888 745 000;2 957 693 000;2 730 899 000;2 767 273 000;2 982 282 000;2 904 978 000;3 071 344 000;3 179 116 000;3 124 747 000;3 045 305 000;3 023 624 000;3 069 030 000;2 315 046 000;2 369 310 000;2 149 318 000;2 257 200 000;2 419 811 000;2 357 752 000;2 433 925 000;2 543 639 000;2 498 674 000;2 407 131 000;2 333 971 000;2 381 403 000;446 319 000;451 401 000;453 505 000;404 657 000;457 678 000;446 374 000;534 586 000;533 896 000;522 843 000;533 601 000;585 453 000;584 888 000;87 059 000;87 643 000;87 089 000;90 593 000;92 516 000;88 575 000;90 732 000;89 480 000;91 129 000;92 472 000;92 099 000;90 638 000;464 219 000;450 628 000;448 384 000;447 202 000;449 473 000;448 295 000;448 198 000;445 034 000;442 531 000;439 284 000;437 066 000;439 661 000;48 000;48 000;48 000;48 000;48 000;48 000;48 000;48 000;48 000;48 000;48 000;48 000
210;СЕВЕРНЫЙ КРЕДИТ, АО КБ;2398;"АКЦИОНЕРНОЕ ОБЩЕСТВО КОММЕРЧЕСКИЙ БАНК ""СЕВЕРНЫЙ КРЕДИТ""";160000, Вологодская обл., г. Вологда, ул. Герцена, д. 27;Морсков Дмитрий Геннадьевич;25.06.1993;25,5;;Ликвидируется;041909769;Вологодская область;Непубличные акционерные общества;Частная собственность;419 087 500;;Находится в стадии ликвидации от 06.04.2018, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 29.12.2017;;;;;;;;;;;4 588 100 000;4 526 271 000;130 479 000;80 870 000;161 791 000;101 208 000;96 917 000;75 901 000;206 088 000;124 373 000;81 611 000;124 461 000;360 107 000;179 684 000;69 869 000;54 920 000;62 244 000;74 078 000;63 824 000;127 446 000;65 115 000;85 262 000;198 313 000;58 283 000;287 019 000;292 967 000;23 693 000;25 288 000;25 380 000;25 476 000;25 568 000;25 663 000;25 758 000;25 850 000;25 945 000;26 037 000;26 132 000;26 034 000;2 419 979 000;2 429 323 000;2 514 175 000;2 531 317 000;2 684 990 000;2 641 253 000;2 805 193 000;3 004 625 000;3 088 215 000;3 274 357 000;3 287 439 000;3 482 103 000;1 764 246 000;1 822 424 000;1 794 466 000;1 777 812 000;1 853 458 000;1 885 768 000;2 042 390 000;2 203 568 000;2 027 762 000;2 306 027 000;2 150 877 000;2 357 637 000;335 089 000;357 386 000;375 039 000;402 404 000;432 753 000;427 842 000;459 866 000;503 569 000;571 319 000;588 380 000;659 147 000;683 834 000;177 924 000;108 856 000;88 513 000;120 790 000;172 085 000;109 429 000;80 887 000;80 068 000;231 172 000;100 409 000;180 443 000;138 870 000;289 667 000;288 648 000;292 008 000;290 613 000;276 421 000;274 386 000;274 298 000;275 929 000;274 741 000;274 111 000;274 794 000;274 422 000;23 693 000;23 788 000;23 880 000;23 976 000;24 068 000;24 163 000;24 258 000;24 350 000;24 445 000;24 537 000;24 632 000;24 534 000
211;АРКСБАНК, АО;1868;"БАНК ""АГЕНТСТВО РАСЧЕТНО-КРЕДИТНАЯ СИСТЕМА"" (АКЦИОНЕРНОЕ ОБЩЕСТВО)";105064, г. Москва, ул. Казакова, д. 27;Майоров Денис Владимирович;22.05.1992;26,5;;Ликвидируется;044525731;Москва;Непубличные акционерные общества;Частная собственность;428 680 000;;Находится в стадии ликвидации от 21.10.2016, Отозвана Лицензия на привлечение во вклады денежных средств физических лиц в рублях и иностранной валюте от 19.07.2016;;;;;;;;;;;870 621 000;793 388 000;1 505 402 000;1 339 656 000;1 350 384 000;1 523 485 000;1 183 271 000;995 651 000;797 548 000;838 748 000;695 724 000;202 737 000;121 975 000;449 762 000;1 047 000;65 713 000;63 594 000;89 869 000;278 984 000;406 877 000;858 612 000;887 322 000;41 768 000;40 960 000;39 091 000;33 431 000;10 000;10 000;10 000;10 000;10 000;0;0;0;0;0;0;0;388 329 000;363 392 000;385 802 000;351 666 000;451 710 000;528 298 000;713 428 000;720 673 000;577 183 000;776 615 000;676 602 000;276 459 000;236 423 000;250 423 000;271 423 000;237 423 000;237 423 000;214 203 000;199 423 000;216 740 000;273 237 000;373 028 000;273 028 000;273 028 000;41 405 000;2 463 000;3 871 000;3 689 000;3 707 000;3 526 000;3 435 000;3 379 000;3 387 000;3 036 000;3 033 000;2 895 000;110 501 000;110 506 000;110 508 000;110 554 000;210 580 000;310 569 000;510 570 000;500 554 000;300 559 000;400 551 000;400 541 000;536 000;4 946 000;5 124 000;5 127 000;4 994 000;4 862 000;4 730 000;4 597 000;3 573 000;3 444 000;3 316 000;2 486 000;2 386 000;0;0;0;0;0;0;0;0;0;0;0;0
212;ПРБ, ОАО;1730;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПЕРВЫЙ РЕСПУБЛИКАНСКИЙ БАНК""";123557, г. Москва, ул. Пресненский Вал, д. 14 корп. 3;Боев Игорь Владимирович;27.03.1992;27,0;;Ликвидируется;044525368;Москва;Публичные акционерные общества;Совместная частная и иностранная собственность;435 000 000;;Находится в стадии ликвидации от 05.08.2014, Решение о признании банка банкротом (о принудительной ликвидации) от 27.06.2014;;;;;;;;;;;31 107 548 000;31 419 566 000;1 596 099 000;1 618 746 000;1 627 169 000;1 625 777 000;1 507 686 000;1 319 119 000;1 554 128 000;1 082 846 000;802 368 000;872 643 000;845 846 000;1 052 890 000;1 946 784 000;2 600 202 000;2 093 413 000;2 399 777 000;2 087 196 000;1 768 475 000;1 319 057 000;721 882 000;598 424 000;666 290 000;739 524 000;793 298 000;5 185 765 000;4 173 829 000;4 512 785 000;4 951 700 000;3 849 860 000;3 668 318 000;4 290 616 000;5 801 407 000;5 673 405 000;3 498 664 000;1 714 374 000;2 191 807 000;16 607 226 000;17 707 956 000;17 809 662 000;17 748 943 000;19 658 223 000;20 151 506 000;20 638 108 000;19 405 215 000;19 672 694 000;22 429 935 000;24 817 030 000;24 879 803 000;12 429 579 000;12 867 649 000;13 476 830 000;13 090 340 000;13 248 394 000;13 833 806 000;14 654 470 000;14 869 032 000;13 674 878 000;16 253 066 000;17 159 497 000;17 339 176 000;1 131 261 000;1 127 118 000;1 098 787 000;1 275 035 000;1 378 990 000;1 364 457 000;1 366 868 000;1 346 000 000;1 210 259 000;1 256 106 000;1 308 643 000;1 296 842 000;2 885 027 000;3 551 830 000;2 878 045 000;2 963 303 000;4 645 452 000;4 484 158 000;4 196 421 000;2 720 544 000;4 185 793 000;4 273 435 000;5 152 512 000;5 007 689 000;749 656 000;747 851 000;737 714 000;743 179 000;741 632 000;748 004 000;742 563 000;894 524 000;900 392 000;898 301 000;943 449 000;939 528 000;0;0;0;655 575 000;956 409 000;969 691 000;1 592 116 000;3 572 922 000;3 775 521 000;1 702 954 000;0;0
213;ЛЕНОБЛБАНК, ООО;1003;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛЕНОБЛБАНК""";188643, Ленинградская обл., Всеволожский район, г. Всеволожск, шоссе Дорога Жизни, д. 24/85;Шубин Герман Александрович;28.11.1990;28,0;;Ликвидируется;044106741;Ленинградская область;Общества с ограниченной ответственностью;Частная собственность;439 600 000;;Находится в стадии ликвидации от 15.01.2016, Отозвана Лицензия на привлечение во вклады денежных средств физических лиц в рублях и иностранной валюте от 16.10.2015;;;;;;;;;;;1 926 612 000;2 002 301 000;74 850 000;107 722 000;97 838 000;78 372 000;131 360 000;125 503 000;97 858 000;109 534 000;63 362 000;66 426 000;89 492 000;36 938 000;67 273 000;61 646 000;86 117 000;72 797 000;139 668 000;139 135 000;132 218 000;138 441 000;74 784 000;107 254 000;125 314 000;63 279 000;0;0;0;25 000 000;25 000 000;50 171 000;50 383 000;86 548 000;121 187 000;67 196 000;71 505 000;102 504 000;619 619 000;654 923 000;632 166 000;652 014 000;679 453 000;721 060 000;855 033 000;980 958 000;1 014 661 000;1 162 736 000;1 288 307 000;1 271 452 000;392 417 000;404 165 000;404 615 000;436 290 000;458 273 000;405 717 000;528 616 000;613 455 000;633 973 000;694 707 000;722 495 000;724 209 000;134 432 000;139 808 000;113 421 000;102 254 000;112 430 000;113 459 000;126 116 000;175 187 000;203 776 000;208 051 000;217 547 000;175 345 000;50 030 000;70 030 000;65 030 000;70 030 000;30 000;95 030 000;95 030 000;89 030 000;75 030 000;160 030 000;250 030 000;240 030 000;10 188 000;10 697 000;13 030 000;13 236 000;15 123 000;19 779 000;26 407 000;27 340 000;28 574 000;28 699 000;33 299 000;33 251 000;0;0;0;0;0;25 171 000;25 383 000;25 588 000;55 315 000;26 004 000;30 268 000;10 571 000
214;ЛЕСБАНК, ОАО АКБ;1598;АКЦИОНЕРНЫЙ КОММЕРЧЕСКИЙ БАНК РАЗВИТИЯ ЛЕСНОЙ ПРОМЫШЛЕННОСТИ (ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО);, г. Москва, пер. Дмитровский, д. 3 корп. 4;Баклицкий Денис Николаевич;25.10.1991;27,0;;Ликвидируется;044525694;Москва;Публичные акционерные общества;Смешанная российская собственность с долей федеральной собственности;440 909 130;;Находится в стадии ликвидации от 19.01.2016, Отозвана Генеральная лицензия на осуществление банковских операций от 06.10.2015;;;;;;;;;;;4 987 741 000;5 086 367 000;1 801 836 000;1 645 434 000;603 152 000;645 069 000;426 722 000;574 596 000;695 097 000;601 213 000;619 436 000;720 950 000;764 069 000;602 937 000;252 795 000;254 591 000;246 858 000;179 772 000;129 807 000;208 277 000;164 691 000;150 607 000;162 622 000;223 123 000;265 219 000;360 611 000;508 138 000;504 203 000;602 529 000;604 289 000;560 351 000;619 138 000;621 728 000;653 248 000;792 552 000;729 619 000;694 092 000;746 235 000;2 059 714 000;2 083 988 000;3 186 523 000;2 949 507 000;3 727 893 000;3 598 755 000;3 215 660 000;3 005 168 000;2 837 379 000;3 302 632 000;3 010 554 000;3 156 324 000;1 468 871 000;1 452 106 000;1 597 582 000;1 581 235 000;1 748 477 000;1 910 821 000;1 807 596 000;1 742 999 000;1 834 675 000;1 871 785 000;1 750 018 000;1 640 396 000;486 803 000;527 837 000;504 896 000;486 253 000;506 440 000;554 966 000;487 316 000;571 438 000;598 758 000;587 822 000;583 523 000;532 192 000;707 000;712 000;910 712 000;700 749 000;1 280 754 000;940 746 000;750 748 000;520 731 000;180 738 000;621 014 000;421 006 000;801 004 000;34 417 000;34 106 000;36 432 000;37 843 000;37 297 000;37 526 000;37 199 000;36 762 000;36 421 000;35 861 000;35 536 000;35 124 000;430 035 000;425 489 000;523 238 000;524 449 000;480 073 000;538 395 000;540 540 000;568 248 000;681 317 000;617 572 000;581 148 000;633 291 000
215;КБ МЕЖТРАСТБАНК, ООО;2493;"""КОММЕРЧЕСКИЙ МЕЖРЕГИОНАЛЬНЫЙ ТРАСТОВЫЙ БАНК"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";127055, г. Москва, ул. Образцова, д. 7;Михеев Илья Владимирович;08.09.1993;25,5;;Ликвидируется;044525895;Москва;Общества с ограниченной ответственностью;Частная собственность;443 736 000;;Находится в стадии ликвидации от 26.04.2016, Отозвана Лицензия на привлечение во вклады денежных средств физических лиц в рублях и иностранной валюте от 29.01.2016, Сообщение должника о намерении обратиться в суд с заявлением о банкротстве от 11.09.2015;;;;;;;;;;;5 111 891 000;4 914 029 000;130 700 000;134 246 000;102 955 000;96 161 000;127 749 000;104 082 000;121 294 000;441 203 000;388 300 000;141 186 000;574 593 000;348 095 000;49 018 000;103 648 000;132 040 000;504 260 000;303 527 000;641 140 000;777 253 000;394 942 000;314 081 000;387 672 000;650 979 000;276 077 000;274 216 000;279 759 000;330 725 000;269 270 000;338 708 000;288 682 000;218 503 000;185 371 000;133 919 000;179 045 000;356 813 000;542 085 000;1 994 249 000;2 031 746 000;2 229 302 000;2 043 657 000;2 470 944 000;2 662 343 000;2 735 938 000;2 750 783 000;3 044 407 000;3 169 379 000;2 947 895 000;3 185 187 000;1 637 987 000;1 769 566 000;1 799 512 000;1 699 261 000;1 792 274 000;1 919 761 000;1 874 394 000;1 960 861 000;2 136 591 000;2 125 098 000;1 816 162 000;2 054 290 000;174 024 000;139 848 000;132 449 000;101 283 000;270 466 000;320 608 000;334 159 000;361 102 000;425 124 000;381 604 000;383 272 000;440 655 000;182 238 000;122 332 000;297 341 000;233 113 000;378 204 000;358 047 000;258 074 000;7 729 000;7 881 000;157 764 000;247 593 000;190 000 000;220 351 000;219 728 000;220 415 000;219 932 000;219 841 000;219 843 000;219 507 000;219 248 000;219 379 000;219 176 000;219 748 000;164 482 000;126 023 000;130 682 000;131 140 000;70 233 000;138 944 000;139 259 000;70 861 000;37 015 000;0;0;0;127 827 000
216;АГРОИНКОМБАНК, ПАО;1946;ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО АГРОИНВЕСТИЦИОННЫЙ КОММЕРЧЕСКИЙ БАНК;414000, Астраханская обл., г. Астрахань, ул. Пл. Ленина/Ул. Бурова, д. 10/3 офис 73;Захваткин Михаил Евгеньевич;27.06.1994;24,5;;Ликвидируется;041203726;Астраханская область;Публичные акционерные общества;Частная собственность;451 700 000;;Находится в стадии ликвидации от 14.12.2016, Отозвана Лицензия на привлечение во вклады денежных средств физических лиц в рублях и иностранной валюте от 02.11.2015;;;;;;;;;;;928 755 000;929 173 000;16 070 000;45 244 000;68 765 000;104 910 000;65 828 000;94 351 000;7 493 000;57 279 000;33 452 000;78 108 000;231 434 000;161 097 000;426 000;676 000;634 000;508 000;460 000;1 045 000;1 287 000;1 520 000;2 325 000;2 444 000;4 041 000;3 707 000;356 453 000;406 376 000;358 141 000;415 069 000;428 896 000;465 438 000;501 643 000;506 462 000;500 877 000;531 486 000;539 307 000;585 529 000;175 366 000;179 900 000;126 684 000;26 644 000;51 054 000;48 610 000;77 794 000;77 820 000;88 441 000;85 128 000;135 240 000;139 604 000;108 329 000;133 050 000;119 663 000;19 525 000;43 876 000;40 608 000;69 758 000;69 150 000;75 277 000;71 486 000;71 570 000;75 331 000;47 037 000;46 850 000;7 021 000;7 119 000;7 178 000;8 002 000;8 036 000;8 670 000;13 164 000;13 642 000;13 681 000;14 404 000;20 000 000;0;0;0;0;0;0;0;0;0;0;0;2 440 000;2 532 000;3 084 000;2 883 000;2 871 000;3 024 000;3 144 000;3 046 000;2 999 000;2 609 000;2 523 000;3 086 000;49 891 000;47 266 000;47 693 000;49 641 000;48 928 000;48 873 000;48 459 000;48 578 000;48 453 000;49 165 000;48 523 000;46 317 000
217;ИНТЕРКАПИТАЛ-БАНК, ООО КБ;2706;"КОММЕРЧЕСКИЙ БАНК ""ИНТЕРКАПИТАЛ-БАНК"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";430005, Мордовия респ, г. Саранск, ул. Ботевградская, д. 18 корп. 1;Махов Денис Владимирович;21.02.1994;25,0;;Ликвидируется;048952630;Мордовия (Республика);Общества с ограниченной ответственностью;Частная собственность;480 000 000;;Находится в стадии ликвидации от 19.05.2015, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 20.01.2015, Решение о признании должника банкротом и открытии конкурсного производства от 06.05.2015;;;;;;;;;;;3 271 427 000;3 167 310 000;341 577 000;60 494 000;135 825 000;142 885 000;216 275 000;113 012 000;242 557 000;177 574 000;175 354 000;150 050 000;375 719 000;213 578 000;302 624 000;216 140 000;290 685 000;301 263 000;177 940 000;70 164 000;337 342 000;16 077 000;75 184 000;169 235 000;348 221 000;361 298 000;366 520 000;676 893 000;609 689 000;806 101 000;861 424 000;673 641 000;527 210 000;783 363 000;680 632 000;581 684 000;496 144 000;648 969 000;1 569 129 000;1 804 060 000;1 412 298 000;1 487 793 000;1 290 611 000;1 648 825 000;1 879 027 000;1 545 427 000;1 574 509 000;1 638 970 000;1 801 626 000;1 773 818 000;996 283 000;1 292 882 000;1 147 593 000;1 104 199 000;1 163 389 000;1 116 046 000;1 164 307 000;1 214 537 000;1 282 887 000;1 297 167 000;1 193 022 000;1 197 531 000;136 574 000;89 983 000;88 590 000;87 454 000;86 159 000;136 822 000;359 062 000;330 243 000;270 970 000;216 154 000;387 961 000;276 287 000;435 632 000;420 635 000;175 635 000;295 660 000;40 663 000;395 657 000;355 658 000;647 000;20 652 000;125 649 000;220 643 000;300 000 000;33 815 000;32 237 000;30 706 000;28 904 000;27 954 000;26 452 000;24 639 000;27 039 000;25 337 000;24 469 000;25 277 000;23 546 000;248 019 000;562 365 000;490 446 000;687 745 000;743 795 000;605 840 000;484 582 000;689 531 000;584 436 000;495 488 000;422 840 000;547 346 000
218;ФОРУС БАНК, АО;3457;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ФОРА-ОППОРТЮНИТИ РУССКИЙ БАНК""";603000, Нижегородская обл., г. Нижний Новгород, ул. Максима Горького, д. 117;Корнев Анатолий Анатольевич;24.06.2005;13,5;;Ликвидируется;042202720;Нижегородская область;Непубличные акционерные общества;Собственность иностранных юридических лиц;485 297 000;;Находится в стадии ликвидации от 11.05.2017, Отозвана Лицензия на привлечение во вклады денежных средств физических лиц в рублях и иностранной валюте от 19.12.2016;;;;;;;;;;;3 332 567 000;3 418 563 000;50 532 000;46 297 000;84 069 000;77 392 000;44 408 000;49 783 000;73 515 000;100 743 000;83 253 000;73 548 000;195 967 000;197 673 000;69 936 000;36 692 000;51 607 000;76 352 000;154 384 000;230 718 000;240 654 000;238 951 000;243 004 000;234 270 000;209 785 000;189 805 000;0;0;0;0;0;0;0;0;0;0;0;0;2 085 707 000;2 146 497 000;2 148 659 000;2 175 652 000;2 278 853 000;2 460 398 000;2 477 191 000;2 416 900 000;2 528 590 000;2 656 329 000;2 594 239 000;2 699 391 000;94 347 000;92 506 000;94 736 000;93 549 000;104 800 000;107 264 000;105 829 000;96 979 000;100 403 000;96 058 000;90 125 000;90 568 000;1 862 589 000;1 939 309 000;2 004 835 000;2 062 347 000;2 122 886 000;2 192 287 000;2 265 562 000;2 297 189 000;2 355 388 000;2 387 823 000;2 391 892 000;2 376 939 000;113 240 000;99 151 000;33 657 000;4 325 000;35 736 000;145 416 000;90 469 000;7 401 000;57 468 000;157 417 000;97 341 000;217 003 000;42 657 000;42 796 000;42 934 000;43 514 000;43 177 000;42 533 000;42 453 000;43 206 000;43 194 000;44 591 000;44 688 000;44 649 000;0;0;0;0;0;0;0;0;0;0;0;0
