Выборка банков;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
№;Наименование;Регистрационный номер;Наименование полное;Адрес (место нахождения);Руководитель ФИО;Дата регистрации;Возраст банка;Дата ликвидации;Статус;Банковский идентификационный номер;Регион регистрации;Организационно-правовая форма;Форма собственности;Уставный капитал, RUB;Комментарий;Важная информация;2016 - 2мес., Чистые активы, RUB;2016 - 3мес., Чистые активы, RUB;2016 - 4мес., Чистые активы, RUB;2016 - 5мес., Чистые активы, RUB;2016 - 6мес., Чистые активы, RUB;2016 - 7мес., Чистые активы, RUB;2016 - 8мес., Чистые активы, RUB;2016 - 9мес., Чистые активы, RUB;2016 - 10мес., Чистые активы, RUB;2016 - 11мес., Чистые активы, RUB;2016 - 12мес., Чистые активы, RUB;2017 - 1мес., Чистые активы, RUB;2016 - 2мес., Счета в Банке России, RUB;2016 - 3мес., Счета в Банке России, RUB;2016 - 4мес., Счета в Банке России, RUB;2016 - 5мес., Счета в Банке России, RUB;2016 - 6мес., Счета в Банке России, RUB;2016 - 7мес., Счета в Банке России, RUB;2016 - 8мес., Счета в Банке России, RUB;2016 - 9мес., Счета в Банке России, RUB;2016 - 10мес., Счета в Банке России, RUB;2016 - 11мес., Счета в Банке России, RUB;2016 - 12мес., Счета в Банке России, RUB;2017 - 1мес., Счета в Банке России, RUB;2016 - 2мес., Коррсчета (НОСТРО), RUB;2016 - 3мес., Коррсчета (НОСТРО), RUB;2016 - 4мес., Коррсчета (НОСТРО), RUB;2016 - 5мес., Коррсчета (НОСТРО), RUB;2016 - 6мес., Коррсчета (НОСТРО), RUB;2016 - 7мес., Коррсчета (НОСТРО), RUB;2016 - 8мес., Коррсчета (НОСТРО), RUB;2016 - 9мес., Коррсчета (НОСТРО), RUB;2016 - 10мес., Коррсчета (НОСТРО), RUB;2016 - 11мес., Коррсчета (НОСТРО), RUB;2016 - 12мес., Коррсчета (НОСТРО), RUB;2017 - 1мес., Коррсчета (НОСТРО), RUB;2016 - 2мес., Ценные бумаги, RUB;2016 - 3мес., Ценные бумаги, RUB;2016 - 4мес., Ценные бумаги, RUB;2016 - 5мес., Ценные бумаги, RUB;2016 - 6мес., Ценные бумаги, RUB;2016 - 7мес., Ценные бумаги, RUB;2016 - 8мес., Ценные бумаги, RUB;2016 - 9мес., Ценные бумаги, RUB;2016 - 10мес., Ценные бумаги, RUB;2016 - 11мес., Ценные бумаги, RUB;2016 - 12мес., Ценные бумаги, RUB;2017 - 1мес., Ценные бумаги, RUB;2016 - 2мес., Кредиты, RUB;2016 - 3мес., Кредиты, RUB;2016 - 4мес., Кредиты, RUB;2016 - 5мес., Кредиты, RUB;2016 - 6мес., Кредиты, RUB;2016 - 7мес., Кредиты, RUB;2016 - 8мес., Кредиты, RUB;2016 - 9мес., Кредиты, RUB;2016 - 10мес., Кредиты, RUB;2016 - 11мес., Кредиты, RUB;2016 - 12мес., Кредиты, RUB;2017 - 1мес., Кредиты, RUB;2016 - 2мес., Кредиты организациям, RUB;2016 - 3мес., Кредиты организациям, RUB;2016 - 4мес., Кредиты организациям, RUB;2016 - 5мес., Кредиты организациям, RUB;2016 - 6мес., Кредиты организациям, RUB;2016 - 7мес., Кредиты организациям, RUB;2016 - 8мес., Кредиты организациям, RUB;2016 - 9мес., Кредиты организациям, RUB;2016 - 10мес., Кредиты организациям, RUB;2016 - 11мес., Кредиты организациям, RUB;2016 - 12мес., Кредиты организациям, RUB;2017 - 1мес., Кредиты организациям, RUB;2016 - 2мес., Кредиты физическим лицам, RUB;2016 - 3мес., Кредиты физическим лицам, RUB;2016 - 4мес., Кредиты физическим лицам, RUB;2016 - 5мес., Кредиты физическим лицам, RUB;2016 - 6мес., Кредиты физическим лицам, RUB;2016 - 7мес., Кредиты физическим лицам, RUB;2016 - 8мес., Кредиты физическим лицам, RUB;2016 - 9мес., Кредиты физическим лицам, RUB;2016 - 10мес., Кредиты физическим лицам, RUB;2016 - 11мес., Кредиты физическим лицам, RUB;2016 - 12мес., Кредиты физическим лицам, RUB;2017 - 1мес., Кредиты физическим лицам, RUB;2016 - 2мес., Кредиты другим банкам (МБК), RUB;2016 - 3мес., Кредиты другим банкам (МБК), RUB;2016 - 4мес., Кредиты другим банкам (МБК), RUB;2016 - 5мес., Кредиты другим банкам (МБК), RUB;2016 - 6мес., Кредиты другим банкам (МБК), RUB;2016 - 7мес., Кредиты другим банкам (МБК), RUB;2016 - 8мес., Кредиты другим банкам (МБК), RUB;2016 - 9мес., Кредиты другим банкам (МБК), RUB;2016 - 10мес., Кредиты другим банкам (МБК), RUB;2016 - 11мес., Кредиты другим банкам (МБК), RUB;2016 - 12мес., Кредиты другим банкам (МБК), RUB;2017 - 1мес., Кредиты другим банкам (МБК), RUB;2016 - 2мес., Основные средства, RUB;2016 - 3мес., Основные средства, RUB;2016 - 4мес., Основные средства, RUB;2016 - 5мес., Основные средства, RUB;2016 - 6мес., Основные средства, RUB;2016 - 7мес., Основные средства, RUB;2016 - 8мес., Основные средства, RUB;2016 - 9мес., Основные средства, RUB;2016 - 10мес., Основные средства, RUB;2016 - 11мес., Основные средства, RUB;2016 - 12мес., Основные средства, RUB;2017 - 1мес., Основные средства, RUB;2016 - 2мес., Учтённые векселя, RUB;2016 - 3мес., Учтённые векселя, RUB;2016 - 4мес., Учтённые векселя, RUB;2016 - 5мес., Учтённые векселя, RUB;2016 - 6мес., Учтённые векселя, RUB;2016 - 7мес., Учтённые векселя, RUB;2016 - 8мес., Учтённые векселя, RUB;2016 - 9мес., Учтённые векселя, RUB;2016 - 10мес., Учтённые векселя, RUB;2016 - 11мес., Учтённые векселя, RUB;2016 - 12мес., Учтённые векселя, RUB;2017 - 1мес., Учтённые векселя, RUB
183;БОГОРОДСКИЙ (ООО), БАНК;1277;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КОММЕРЧЕСКИЙ БАНК ""БОГОРОДСКИЙ""";607600, Нижегородская обл, Богородский район, г. Богородск, ул. Ленина, д. 185;Нерусин Павел Иванович;24.12.1990;28,0;;Ликвидируется;042202733;Нижегородская область;Общества с ограниченной ответственностью;Частная собственность;312 303 200;;Находится в стадии ликвидации от 14.07.2016, Отозвана Лицензия на привлечение во вклады денежных средств физических лиц в рублях и иностранной валюте от 24.03.2016;2 588 674 000;;;;;;;;;;;;35 121 000;;;;;;;;;;;;10 998 000;;;;;;;;;;;;3 216 000;;;;;;;;;;;;1 672 876 000;;;;;;;;;;;;1 043 555 000;;;;;;;;;;;;580 988 000;;;;;;;;;;;;0;;;;;;;;;;;;273 449 000;;;;;;;;;;;;3 216 000;;;;;;;;;;;
184;ИНВЕСТ-ЭКОБАНК, ООО КБ;1956;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КОММЕРЧЕСКИЙ БАНК ""ИНВЕСТ-ЭКОБАНК""";197101, г. Санкт-Петербург, ул. Мира, д. 30;Шубин Герман Александрович;10.07.1992;26,5;;Ликвидируется;044030815;Санкт-Петербург;Общества с ограниченной ответственностью;Частная собственность;312 765 000;;Находится в стадии ликвидации от 02.12.2015, Отозвана Генеральная лицензия на осуществление банковских операций от 10.06.2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
185;МИХАЙЛОВСКИЙ ПЖСБ, АО КБ;2961;"АКЦИОНЕРНОЕ ОБЩЕСТВО КОММЕРЧЕСКИЙ БАНК ""МИХАЙЛОВСКИЙ ПРОМЖИЛСТРОЙБАНК""";403343, Волгоградская обл., г. Михайловка, ул. Обороны, д. 44А;Прохорова Валентина Георгиевна;11.07.1994;24,5;;Ликвидируется;041806730;Волгоградская область;Непубличные акционерные общества;Частная собственность;315 815 174;;Находится в стадии ликвидации от 26.02.2019, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 21.09.2018;2 648 782 000;2 420 202 000;1 649 779 000;1 659 131 000;1 212 849 000;1 263 143 000;1 252 379 000;1 229 050 000;1 296 774 000;969 933 000;1 083 409 000;1 082 134 000;636 781 000;582 992 000;590 914 000;510 629 000;611 566 000;646 051 000;679 819 000;666 864 000;636 462 000;569 541 000;777 559 000;791 480 000;1 680 930 000;1 518 646 000;749 719 000;758 268 000;316 701 000;339 134 000;296 380 000;284 886 000;288 414 000;34 530 000;44 925 000;30 718 000;19 262 000;19 253 000;19 378 000;19 568 000;19 912 000;16 509 000;16 249 000;16 412 000;16 662 000;16 907 000;17 020 000;16 696 000;208 638 000;194 766 000;186 793 000;267 304 000;164 616 000;162 855 000;159 448 000;157 527 000;255 383 000;251 658 000;146 872 000;146 366 000;103 481 000;92 388 000;89 829 000;88 030 000;88 120 000;88 031 000;86 767 000;86 113 000;85 449 000;82 574 000;78 457 000;78 549 000;69 173 000;67 831 000;63 615 000;46 021 000;43 538 000;42 066 000;40 700 000;39 833 000;38 996 000;38 146 000;37 477 000;36 879 000;0;0;0;100 000 000;0;0;0;0;100 000 000;100 000 000;0;0;75 525 000;75 338 000;75 156 000;74 970 000;74 980 000;74 789 000;74 595 000;76 696 000;76 168 000;75 953 000;76 173 000;76 161 000;0;0;0;0;0;0;0;0;0;0;0;0
186;ЦЕРИХ (ЗАО), БАНК;3278;"БАНК ""ЦЕРИХ"" (ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";302030, Орловская обл, г. Орёл, ул. Московская, д. 29;Баушева Надежда Сергеевна;16.11.1995;23,0;;Ликвидируется;045402719;Орловская область;Непубличные акционерные общества;Частная собственность;317 098 000;;Находится в стадии ликвидации от 15.07.2016, Отозвана Лицензия на привлечение во вклады денежных средств физических лиц в рублях и иностранной валюте от 26.02.2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
187;ЮРБ, ООО;3015;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЮЖНЫЙ РЕГИОНАЛЬНЫЙ БАНК""";344006, Ростовская обл, г. Ростов-На-Дону, ул. Пушкинская, д. 144 корп. А;Ткачева Ирина Александровна;03.08.1994;24,5;;Ликвидируется;046015933;Ростовская область;Общества с ограниченной ответственностью;Частная собственность;200 000 000;;Находится в стадии ликвидации от 18.09.2018, Отозвана Лицензия на привлечение во вклады денежных средств физических лиц в рублях от 20.07.2018;813 489 000;852 308 000;803 672 000;905 404 000;970 266 000;850 634 000;881 897 000;823 389 000;891 968 000;892 647 000;927 990 000;937 957 000;278 202 000;241 110 000;172 342 000;286 520 000;380 090 000;310 944 000;239 460 000;258 907 000;303 105 000;308 127 000;459 423 000;275 499 000;38 955 000;51 685 000;25 784 000;50 402 000;55 498 000;19 894 000;18 578 000;20 105 000;12 168 000;19 829 000;20 429 000;19 406 000;28 606 000;0;2 422 000;3 389 000;11 392 000;4 696 000;2 671 000;12 984 000;17 648 000;8 548 000;810 000;3 233 000;347 854 000;312 150 000;305 502 000;300 736 000;322 221 000;349 622 000;400 202 000;343 419 000;293 640 000;336 683 000;307 373 000;325 769 000;293 028 000;256 569 000;240 086 000;238 565 000;280 107 000;298 478 000;352 323 000;296 103 000;246 922 000;301 514 000;272 708 000;298 126 000;53 304 000;53 585 000;62 387 000;59 142 000;39 085 000;48 115 000;44 850 000;42 287 000;41 689 000;30 140 000;29 636 000;22 614 000;1 522 000;1 996 000;3 029 000;3 029 000;3 029 000;3 029 000;3 029 000;5 029 000;5 029 000;5 029 000;5 029 000;5 029 000;5 750 000;5 810 000;5 615 000;5 709 000;5 493 000;5 544 000;5 593 000;5 829 000;5 660 000;5 444 000;6 302 000;6 274 000;0;0;0;0;0;0;0;0;0;0;0;0
188;ВИТЯЗЬ-ООО, КБ;2890;"КОММЕРЧЕСКИЙ БАНК ""ВИТЯЗЬ""-(ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";129090, г. Москва, пер. Ботанический, д. 14 стр. 3;Королёв Григорий Евгеньевич;10.06.1994;24,5;;Ликвидируется;044583971;Москва;Общества с ограниченной ответственностью;Частная собственность;318 000 000;;Находится в стадии ликвидации от 12.02.2016, Отозвана Лицензия на привлечение во вклады денежных средств физических лиц в рублях и иностранной валюте от 16.11.2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
189;ПРОМСБЕРБАНК, ЗАО;1043;"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПРОМЫШЛЕННЫЙ СБЕРЕГАТЕЛЬНЫЙ БАНК""";142110, Московская обл., г. Подольск, ул. Кирова, д. 19;Вершинин Вадим Виссарионович;30.11.1990;28,0;;Ликвидируется;044525366;Московская область;Непубличные акционерные общества;Частная собственность;320 000 000;;Находится в стадии ликвидации от 22.07.2015, Отозвана Генеральная лицензия на осуществление банковских операций от 02.04.2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
190;СОФРИНО (ЗАО), БАНК;2972;"КОММЕРЧЕСКИЙ БАНК ""СОФРИНО"" (ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";125009, г. Москва, пер. Леонтьевский, д. 2А корп. 2;Селезнев Михаил Игоревич;18.07.1994;24,5;;Ликвидируется;044525375;Москва;Непубличные акционерные общества;Частная собственность;320 100 000;;Находится в стадии ликвидации от 12.12.2014, Решение о признании должника банкротом и открытии конкурсного производства от 28.07.2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
191;ВЕК (АО), АКБ;2299;"АКЦИОНЕРНЫЙ КОММЕРЧЕСКИЙ БАНК ""ВЕК"" (АКЦИОНЕРНОЕ ОБЩЕСТВО)";123242, г. Москва, ул. Грузинская М., д. 10 корп. 1;Баклицкий Денис Николаевич;16.04.1993;26,0;;Ликвидируется;044525784;Москва;Непубличные акционерные общества;Смешанная российская собственность с долей федеральной собственности;323 750 000;;Находится в стадии ликвидации от 23.09.2016, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 12.05.2016;7 486 742 000;7 182 837 000;6 367 360 000;;;;;;;;;;199 566 000;113 181 000;194 859 000;;;;;;;;;;116 290 000;33 412 000;12 198 000;;;;;;;;;;5 288 000;5 373 000;0;;;;;;;;;;6 329 304 000;6 344 070 000;5 543 680 000;;;;;;;;;;5 923 340 000;5 968 938 000;4 673 488 000;;;;;;;;;;404 462 000;373 780 000;316 495 000;;;;;;;;;;1 502 000;1 352 000;1 302 000;;;;;;;;;;113 432 000;37 598 000;37 307 000;;;;;;;;;;0;0;0;;;;;;;;;
192;УНИФИН АО, КБ;2654;"АКЦИОНЕРНОЕ ОБЩЕСТВО КОММЕРЧЕСКИЙ БАНК ""УНИВЕРСАЛЬНЫЕ ФИНАНСЫ""";127051, г. Москва, пер. Колобовский 1-Й, д. 11;Мантрова Анастасия Александровна;20.08.2001;17,5;;Ликвидируется;044525423;Москва;Непубличные акционерные общества;Частная собственность;324 480 000;;Находится в стадии ликвидации от 07.06.2016, Отозвана Лицензия на привлечение во вклады денежных средств физических лиц в рублях и иностранной валюте от 15.02.2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;ОРЕЛСОЦБАНК, ОАО;2921;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ОРЛОВСКИЙ СОЦИАЛЬНЫЙ БАНК""";302030, Орловская обл, г. Орёл, набережная Дубровинского, д. 70;Баушева Надежда Сергеевна;27.06.1994;24,5;;Ликвидируется;045402727;Орловская область;Публичные акционерные общества;Частная собственность;325 507 500;;Находится в стадии ликвидации от 20.07.2012, Решение о признании банка банкротом (о принудительной ликвидации) от 04.07.2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
194;АКАДЕМРУСБАНК, ООО КБ;622;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КОММЕРЧЕСКИЙ БАНК ""АКАДЕМИЧЕСКИЙ РУССКИЙ БАНК""";117447, г. Москва, ул. Дмитрия Ульянова, д. 35 корп. 1(Бизнес-центр);Захваткин Михаил Евгеньевич;29.10.1990;28,0;;Ликвидируется;044525270;Москва;Общества с ограниченной ответственностью;Частная собственность;330 000 000;;Находится в стадии ликвидации от 26.05.2015, Отозвана Лицензия на осуществление банковских операций со средствами в рублях (без права привлечения во вклады денежных средств физических лиц) от 29.01.2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
195;ЭРГОБАНК, ООО КБ;2856;"КОММЕРЧЕСКИЙ БАНК ""ЭРГОБАНК"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";109012, г. Москва, пер. Старопанский, д. 4 корп. 1,2;Михеев Илья Владимирович;17.05.1994;24,5;;Ликвидируется;044525861;Москва;Общества с ограниченной ответственностью;Частная собственность;332 000 000;;Находится в стадии ликвидации от 31.03.2016, Отозвана Лицензия на привлечение во вклады денежных средств физических лиц в рублях и иностранной валюте от 15.01.2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
196;ГАЗСТРОЙБАНК, АО АКБ;2919;"АКЦИОНЕРНЫЙ КОММЕРЧЕСКИЙ БАНК ""ГАЗСТРОЙБАНК"" (АКЦИОНЕРНОЕ ОБЩЕСТВО)";115432, г. Москва, ул. Трофимова, д. 2/1;Валлен Олег Эрлинович;24.06.1994;24,5;;Ликвидируется;044525160;Москва;Публичные акционерные общества;Частная собственность;334 000 000;;Находится в стадии ликвидации от 07.12.2016, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 12.08.2016;5 167 099 000;4 850 241 000;4 807 525 000;5 144 046 000;5 234 153 000;5 220 974 000;;;;;;;152 332 000;186 977 000;156 942 000;143 859 000;184 810 000;121 028 000;;;;;;;61 154 000;95 011 000;72 147 000;48 039 000;47 478 000;47 776 000;;;;;;;348 382 000;0;0;0;0;0;;;;;;;2 320 513 000;2 323 257 000;2 384 702 000;3 016 307 000;3 117 638 000;3 147 389 000;;;;;;;1 937 248 000;1 950 176 000;2 017 372 000;2 072 588 000;2 156 246 000;2 158 247 000;;;;;;;378 008 000;368 349 000;362 826 000;939 093 000;956 894 000;959 448 000;;;;;;;5 257 000;4 732 000;4 504 000;4 626 000;4 498 000;4 694 000;;;;;;;562 570 000;558 806 000;555 434 000;552 143 000;548 799 000;545 497 000;;;;;;;0;0;0;0;0;0;;;;;;
197;ТГБ, АО БАНК;3180;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТОРГОВЫЙ ГОРОДСКОЙ БАНК""";129090, г. Москва, туп. Спасский, д. 2 стр. 1;Королёв Григорий Евгеньевич;16.12.1994;24,0;;Ликвидируется;044525208;Москва;Публичные акционерные общества;Частная собственность;350 526 950;;Находится в стадии ликвидации от 07.07.2017, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 13.03.2017;8 254 036 000;8 260 832 000;8 126 629 000;8 846 331 000;9 162 331 000;9 683 095 000;9 314 823 000;9 931 214 000;9 955 124 000;10 102 133 000;9 915 853 000;9 888 166 000;270 442 000;78 153 000;95 601 000;252 993 000;241 526 000;284 188 000;493 167 000;331 696 000;384 977 000;313 651 000;468 964 000;215 620 000;191 429 000;103 847 000;149 948 000;94 573 000;81 621 000;281 590 000;163 736 000;173 114 000;299 307 000;240 032 000;20 557 000;53 734 000;555 127 000;645 784 000;607 849 000;767 565 000;931 855 000;976 310 000;949 272 000;992 920 000;1 038 274 000;1 070 745 000;939 050 000;934 857 000;4 969 026 000;5 183 837 000;5 137 455 000;5 405 586 000;5 606 164 000;5 918 827 000;5 497 458 000;5 891 596 000;5 954 936 000;6 056 629 000;6 159 585 000;6 267 625 000;4 604 348 000;4 833 018 000;4 902 260 000;5 054 816 000;5 267 223 000;5 323 705 000;5 405 582 000;5 565 786 000;5 866 260 000;5 967 761 000;6 033 973 000;6 144 588 000;90 611 000;88 746 000;85 724 000;81 417 000;71 049 000;78 206 000;76 427 000;61 794 000;62 613 000;60 180 000;97 990 000;96 186 000;257 257 000;246 534 000;135 218 000;256 387 000;256 210 000;506 480 000;6 273 000;256 104 000;6 080 000;6 277 000;5 862 000;5 815 000;464 264 000;463 945 000;462 806 000;461 564 000;463 352 000;460 946 000;460 470 000;306 628 000;305 792 000;305 321 000;294 167 000;293 210 000;0;0;0;0;0;0;0;0;0;0;0;0
198;ЭСИДБАНК, ООО;1991;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КОММЕРЧЕСКИЙ БАНК ""ЭСИД""";367025, Дагестан респ, г. Махачкала, ул. Коркмасова, д. 45;Джамалудинов Магомедгази Далгатович;29.07.1992;26,5;;Ликвидируется;048209742;Дагестан (Республика);Общества с ограниченной ответственностью;Частная собственность;350 556 000;;Находится в стадии ликвидации от 15.01.2015, Отозвана Генеральная лицензия на осуществление банковских операций от 30.09.2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
199;КБР БАНК (ООО), КБ;3364;"""КОММЕРЧЕСКИЙ БАНК РАЗВИТИЯ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";111250, г. Москва, ул. Госпитальная, д. 10 стр. 1;Мащев Александр Борисович;11.04.2001;18,0;;Ликвидируется;044525485;Москва;Общества с ограниченной ответственностью;Частная собственность;356 500 000;;Находится в стадии ликвидации от 24.03.2016, Отозвана Лицензия на привлечение во вклады и размещение драгоценных металлов от 14.12.2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200;ПУЛЬС СТОЛИЦЫ, ООО КБ;3002;"КОММЕРЧЕСКИЙ БАНК ""ПУЛЬС СТОЛИЦЫ"" - ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ";115114, г. Москва, набережная Дербеневская, д. 11(Бизнес-центр «Полларс»);Рябинченко Дмитрий Николаевич;28.07.1994;24,5;;Ликвидируется;044525180;Москва;Общества с ограниченной ответственностью;Частная собственность;357 598 000;;Находится в стадии ликвидации от 20.07.2016, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 13.04.2016;1 568 611 000;1 510 534 000;;;;;;;;;;;22 202 000;6 443 000;;;;;;;;;;;4 624 000;2 963 000;;;;;;;;;;;3 016 000;133 940 000;;;;;;;;;;;1 331 090 000;1 254 632 000;;;;;;;;;;;611 491 000;638 312 000;;;;;;;;;;;717 749 000;402 002 000;;;;;;;;;;;0;0;;;;;;;;;;;2 982 000;2 939 000;;;;;;;;;;;3 016 000;133 940 000;;;;;;;;;;
201;ОПМ-БАНК, ООО КБ;2734;"КОММЕРЧЕСКИЙ БАНК ""ОПМ-БАНК"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";127055, г. Москва, ул. Палиха, д. 10 стр. 7;Хамчич Максим Александрович;23.09.1994;24,5;;Ликвидируется;044525378;Москва;Общества с ограниченной ответственностью;Частная собственность;358 800 000;;Находится в стадии ликвидации от 28.08.2015, Отозвана Генеральная лицензия на осуществление банковских операций от 01.06.2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
202;РЕНЕССАНС, ООО КБ;1939;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КОММЕРЧЕСКИЙ БАНК ""РЕНЕССАНС""";119330, г. Москва, проспект Мичуринский, д. 6 корп. 3;Мантрова Анастасия Александровна;23.04.1992;26,5;;Ликвидируется;044599399;Москва;Общества с ограниченной ответственностью;Частная собственность;380 000 000;;Находится в стадии ликвидации от 30.03.2016, Отозвана Лицензия на привлечение во вклады денежных средств физических лиц в рублях и иностранной валюте от 14.12.2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
203;С БАНК, ЗАО;2581;АКЦИОНЕРНЫЙ КОММЕРЧЕСКИЙ БАНК СБЕРЕЖЕНИЙ И КРЕДИТА (ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО);115054, г. Москва, ул. Новокузнецкая, д. 36/2 стр. 1;Баклицкий Денис Николаевич;23.11.1993;25,0;;Ликвидируется;044525106;Москва;Непубличные акционерные общества;Смешанная российская собственность с долей федеральной собственности;392 800 000;;Находится в стадии ликвидации от 30.07.2014, Решение о признании должника банкротом и открытии конкурсного производства от 28.05.2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
