Выборка банков;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
№;Наименование;Регистрационный номер;Наименование полное;Адрес (место нахождения);Руководитель ФИО;Дата регистрации;Возраст банка;Дата ликвидации;Статус;Банковский идентификационный номер;Регион регистрации;Организационно-правовая форма;Форма собственности;Уставный капитал, RUB;Комментарий;Важная информация;2017 - 2мес., Чистые активы, RUB;2017 - 3мес., Чистые активы, RUB;2017 - 4мес., Чистые активы, RUB;2017 - 5мес., Чистые активы, RUB;2017 - 6мес., Чистые активы, RUB;2017 - 7мес., Чистые активы, RUB;2017 - 8мес., Чистые активы, RUB;2017 - 9мес., Чистые активы, RUB;2017 - 10мес., Чистые активы, RUB;2017 - 11мес., Чистые активы, RUB;2017 - 12мес., Чистые активы, RUB;2018 - 1мес., Чистые активы, RUB;2017 - 2мес., Счета в Банке России, RUB;2017 - 3мес., Счета в Банке России, RUB;2017 - 4мес., Счета в Банке России, RUB;2017 - 5мес., Счета в Банке России, RUB;2017 - 6мес., Счета в Банке России, RUB;2017 - 7мес., Счета в Банке России, RUB;2017 - 8мес., Счета в Банке России, RUB;2017 - 9мес., Счета в Банке России, RUB;2017 - 10мес., Счета в Банке России, RUB;2017 - 11мес., Счета в Банке России, RUB;2017 - 12мес., Счета в Банке России, RUB;2018 - 1мес., Счета в Банке России, RUB;2017 - 2мес., Коррсчета (НОСТРО), RUB;2017 - 3мес., Коррсчета (НОСТРО), RUB;2017 - 4мес., Коррсчета (НОСТРО), RUB;2017 - 5мес., Коррсчета (НОСТРО), RUB;2017 - 6мес., Коррсчета (НОСТРО), RUB;2017 - 7мес., Коррсчета (НОСТРО), RUB;2017 - 8мес., Коррсчета (НОСТРО), RUB;2017 - 9мес., Коррсчета (НОСТРО), RUB;2017 - 10мес., Коррсчета (НОСТРО), RUB;2017 - 11мес., Коррсчета (НОСТРО), RUB;2017 - 12мес., Коррсчета (НОСТРО), RUB;2018 - 1мес., Коррсчета (НОСТРО), RUB;2017 - 2мес., Ценные бумаги, RUB;2017 - 3мес., Ценные бумаги, RUB;2017 - 4мес., Ценные бумаги, RUB;2017 - 5мес., Ценные бумаги, RUB;2017 - 6мес., Ценные бумаги, RUB;2017 - 7мес., Ценные бумаги, RUB;2017 - 8мес., Ценные бумаги, RUB;2017 - 9мес., Ценные бумаги, RUB;2017 - 10мес., Ценные бумаги, RUB;2017 - 11мес., Ценные бумаги, RUB;2017 - 12мес., Ценные бумаги, RUB;2018 - 1мес., Ценные бумаги, RUB;2017 - 2мес., Кредиты, RUB;2017 - 3мес., Кредиты, RUB;2017 - 4мес., Кредиты, RUB;2017 - 5мес., Кредиты, RUB;2017 - 6мес., Кредиты, RUB;2017 - 7мес., Кредиты, RUB;2017 - 8мес., Кредиты, RUB;2017 - 9мес., Кредиты, RUB;2017 - 10мес., Кредиты, RUB;2017 - 11мес., Кредиты, RUB;2017 - 12мес., Кредиты, RUB;2018 - 1мес., Кредиты, RUB;2017 - 2мес., Кредиты организациям, RUB;2017 - 3мес., Кредиты организациям, RUB;2017 - 4мес., Кредиты организациям, RUB;2017 - 5мес., Кредиты организациям, RUB;2017 - 6мес., Кредиты организациям, RUB;2017 - 7мес., Кредиты организациям, RUB;2017 - 8мес., Кредиты организациям, RUB;2017 - 9мес., Кредиты организациям, RUB;2017 - 10мес., Кредиты организациям, RUB;2017 - 11мес., Кредиты организациям, RUB;2017 - 12мес., Кредиты организациям, RUB;2018 - 1мес., Кредиты организациям, RUB;2017 - 2мес., Кредиты физическим лицам, RUB;2017 - 3мес., Кредиты физическим лицам, RUB;2017 - 4мес., Кредиты физическим лицам, RUB;2017 - 5мес., Кредиты физическим лицам, RUB;2017 - 6мес., Кредиты физическим лицам, RUB;2017 - 7мес., Кредиты физическим лицам, RUB;2017 - 8мес., Кредиты физическим лицам, RUB;2017 - 9мес., Кредиты физическим лицам, RUB;2017 - 10мес., Кредиты физическим лицам, RUB;2017 - 11мес., Кредиты физическим лицам, RUB;2017 - 12мес., Кредиты физическим лицам, RUB;2018 - 1мес., Кредиты физическим лицам, RUB;2017 - 2мес., Кредиты другим банкам (МБК), RUB;2017 - 3мес., Кредиты другим банкам (МБК), RUB;2017 - 4мес., Кредиты другим банкам (МБК), RUB;2017 - 5мес., Кредиты другим банкам (МБК), RUB;2017 - 6мес., Кредиты другим банкам (МБК), RUB;2017 - 7мес., Кредиты другим банкам (МБК), RUB;2017 - 8мес., Кредиты другим банкам (МБК), RUB;2017 - 9мес., Кредиты другим банкам (МБК), RUB;2017 - 10мес., Кредиты другим банкам (МБК), RUB;2017 - 11мес., Кредиты другим банкам (МБК), RUB;2017 - 12мес., Кредиты другим банкам (МБК), RUB;2018 - 1мес., Кредиты другим банкам (МБК), RUB;2017 - 2мес., Основные средства, RUB;2017 - 3мес., Основные средства, RUB;2017 - 4мес., Основные средства, RUB;2017 - 5мес., Основные средства, RUB;2017 - 6мес., Основные средства, RUB;2017 - 7мес., Основные средства, RUB;2017 - 8мес., Основные средства, RUB;2017 - 9мес., Основные средства, RUB;2017 - 10мес., Основные средства, RUB;2017 - 11мес., Основные средства, RUB;2017 - 12мес., Основные средства, RUB;2018 - 1мес., Основные средства, RUB;2017 - 2мес., Учтённые векселя, RUB;2017 - 3мес., Учтённые векселя, RUB;2017 - 4мес., Учтённые векселя, RUB;2017 - 5мес., Учтённые векселя, RUB;2017 - 6мес., Учтённые векселя, RUB;2017 - 7мес., Учтённые векселя, RUB;2017 - 8мес., Учтённые векселя, RUB;2017 - 9мес., Учтённые векселя, RUB;2017 - 10мес., Учтённые векселя, RUB;2017 - 11мес., Учтённые векселя, RUB;2017 - 12мес., Учтённые векселя, RUB;2018 - 1мес., Учтённые векселя, RUB
175;АРТ-БАНК (ООО), КБ;2779;"КОММЕРЧЕСКИЙ БАНК ""АРТ-БАНК"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";362008, Северная Осетия - Алания респ, г. Владикавказ, проспект Коста, д. 93;Березуцкий Георгий Петрович;06.04.1994;25,0;;Ликвидируется;049033745;Северная Осетия (Республика)-Алания;Общества с ограниченной ответственностью;Частная собственность;301 950 000;;Находится в стадии ликвидации от 31.10.2014, Отозвана Генеральная лицензия на осуществление банковских операций от 18.08.2014, Решение о признании должника банкротом и открытии конкурсного производства от 26.09.2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
176;ВЛБАНК (АО);1222;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ВАШ ЛИЧНЫЙ БАНК""";666780, Иркутская обл., г. Усть-Кут, ул. Кирова, д. 85 корп. А;Кузнецов Евгений Юрьевич;25.08.2006;12,5;;Ликвидируется;042520764;Иркутская область;Непубличные акционерные общества;Частная собственность;305 500 000;;Находится в стадии ликвидации от 07.08.2015, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 29.01.2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
177;МРБ (ООО), КБ;1059;"КОММЕРЧЕСКИЙ БАНК ""МЕЖРЕГИОНБАНК"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";"109341, г. Москва, ул. Люблинская, д. 151(Бизнес-центр ""Марьино"")";Пастушенко Дмитрий Сергеевич;03.12.1990;28,0;;Ликвидируется;044525789;Москва;Общества с ограниченной ответственностью;Частная собственность;306 000 000;;Находится в стадии ликвидации от 29.01.2016, Отозвана Лицензия на привлечение во вклады денежных средств физических лиц в рублях и иностранной валюте от 10.11.2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
178;МОНЕТНЫЙ ДОМ ОАО, БАНК;419;"БАНК ""МОНЕТНЫЙ ДОМ"" ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО";454048, Челябинская обл., г. Челябинск, ул. Доватора, д. 29 корп. - офис;Столбов Василий Анатольевич;26.09.1990;28,5;;Ликвидируется;047501703;Челябинская область;Публичные акционерные общества;Частная собственность;306 300 000;;Находится в стадии ликвидации от 15.03.2011, Отозвана Генеральная лицензия на осуществление банковских операций от 20.12.2010, Решение о признании банка банкротом (о принудительной ликвидации) от 10.02.2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
179;СОВЕРЕН БАНК (АО);3206;"""СОВЕРЕН БАНК"" (АКЦИОНЕРНОЕ ОБЩЕСТВО)";105120, г. Москва, пер. Полуярославский Б, д. 12(Офисное здание);Майоров Денис Владимирович;27.01.1995;24,0;;Ликвидируется;044525749;Москва;Непубличные акционерные общества;Частная собственность;308 721 000;;Находится в стадии ликвидации от 11.08.2016, Отозвана Лицензия на осуществление банковских операций со средствами в рублях (без права привлечения во вклады денежных средств физических лиц) от 08.04.2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
180;ЭЛЬБИН, АО АКБ;2267;"АКЦИОНЕРНЫЙ КОММЕРЧЕСКИЙ БАНК ""ЭЛЬБИН"" (АКЦИОНЕРНОЕ ОБЩЕСТВО)";367000, Дагестан респ., г. Махачкала, ул. Батырая, д. 56;Джамалудинов Магомедгази Далгатович;27.10.1998;20,0;;Ликвидируется;048209755;Дагестан (Республика);Непубличные акционерные общества;Частная собственность;310 000 000;;Находится в стадии ликвидации от 27.08.2018, Отозвана Лицензия на привлечение во вклады денежных средств физических лиц в рублях и иностранной валюте от 26.04.2018;897 185 000;842 123 000;911 630 000;924 017 000;935 898 000;852 375 000;929 289 000;1 043 674 000;914 259 000;913 289 000;979 901 000;910 975 000;251 635 000;187 434 000;265 287 000;237 027 000;223 661 000;121 661 000;113 372 000;240 451 000;88 620 000;94 752 000;237 355 000;228 292 000;31 746 000;28 032 000;27 904 000;31 137 000;27 073 000;24 697 000;32 057 000;32 721 000;23 200 000;27 573 000;23 479 000;30 450 000;0;0;0;0;0;0;0;0;0;0;0;0;302 580 000;305 552 000;325 224 000;359 057 000;370 158 000;377 490 000;454 961 000;444 636 000;443 525 000;432 844 000;344 586 000;305 675 000;154 443 000;160 775 000;181 432 000;210 103 000;222 138 000;223 683 000;304 239 000;297 494 000;300 750 000;291 072 000;224 443 000;187 459 000;145 842 000;142 482 000;141 497 000;146 659 000;145 725 000;151 512 000;148 427 000;144 847 000;140 480 000;139 477 000;117 848 000;115 712 000;2 295 000;2 295 000;2 295 000;2 295 000;2 295 000;2 295 000;2 295 000;2 295 000;2 295 000;2 295 000;2 295 000;2 504 000;188 796 000;185 411 000;189 969 000;187 939 000;187 097 000;186 333 000;186 345 000;185 650 000;184 802 000;185 198 000;189 519 000;189 316 000;0;0;0;0;0;0;0;0;0;0;0;0
181;КАПИТАЛ КРЕДИТ, ООО КБ;2625;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КОММЕРЧЕСКИЙ БАНК ""КАПИТАЛ КРЕДИТ""";125267, г. Москва, пл. Миусская, д. 6 корп. 5;Хализев Александр Викторович;23.12.1993;25,0;;Ликвидируется;044525515;Москва;Общества с ограниченной ответственностью;Частная собственность;310 000 000;;Находится в стадии ликвидации от 14.02.2011, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 26.12.2008, Решение о признании должника банкротом и открытии конкурсного производства от 24.02.2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
182;ВЕСТИНТЕРБАНК, ООО;3398;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВЕСТИНТЕРБАНК""";123001, г. Москва, пер. Вспольный, д. Д. 5 стр. 1;Захваткин Михаил Евгеньевич;06.02.2002;17,0;;Ликвидируется;044525071;Москва;Общества с ограниченной ответственностью;Частная собственность;311 125 000;;Находится в стадии ликвидации от 12.01.2017, Отозвана Лицензия на привлечение во вклады денежных средств физических лиц в рублях и иностранной валюте от 27.10.2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
183;БОГОРОДСКИЙ (ООО), БАНК;1277;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КОММЕРЧЕСКИЙ БАНК ""БОГОРОДСКИЙ""";607600, Нижегородская обл, Богородский район, г. Богородск, ул. Ленина, д. 185;Нерусин Павел Иванович;24.12.1990;28,0;;Ликвидируется;042202733;Нижегородская область;Общества с ограниченной ответственностью;Частная собственность;312 303 200;;Находится в стадии ликвидации от 14.07.2016, Отозвана Лицензия на привлечение во вклады денежных средств физических лиц в рублях и иностранной валюте от 24.03.2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
184;ИНВЕСТ-ЭКОБАНК, ООО КБ;1956;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КОММЕРЧЕСКИЙ БАНК ""ИНВЕСТ-ЭКОБАНК""";197101, г. Санкт-Петербург, ул. Мира, д. 30;Шубин Герман Александрович;10.07.1992;26,5;;Ликвидируется;044030815;Санкт-Петербург;Общества с ограниченной ответственностью;Частная собственность;312 765 000;;Находится в стадии ликвидации от 02.12.2015, Отозвана Генеральная лицензия на осуществление банковских операций от 10.06.2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
185;МИХАЙЛОВСКИЙ ПЖСБ, АО КБ;2961;"АКЦИОНЕРНОЕ ОБЩЕСТВО КОММЕРЧЕСКИЙ БАНК ""МИХАЙЛОВСКИЙ ПРОМЖИЛСТРОЙБАНК""";403343, Волгоградская обл., г. Михайловка, ул. Обороны, д. 44А;Прохорова Валентина Георгиевна;11.07.1994;24,5;;Ликвидируется;041806730;Волгоградская область;Непубличные акционерные общества;Частная собственность;315 815 174;;Находится в стадии ликвидации от 26.02.2019, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 21.09.2018;1 085 378 000;1 098 510 000;1 110 139 000;1 101 389 000;1 085 933 000;1 067 237 000;1 100 236 000;1 117 456 000;1 127 552 000;1 132 099 000;1 135 786 000;1 147 438 000;716 866 000;731 564 000;747 117 000;737 901 000;804 257 000;824 695 000;858 704 000;858 423 000;897 242 000;905 704 000;913 117 000;924 073 000;28 905 000;30 748 000;29 202 000;29 965 000;32 552 000;12 416 000;14 008 000;26 824 000;4 978 000;2 257 000;2 025 000;2 311 000;16 867 000;15 974 000;16 353 000;16 679 000;10 260 000;0;0;0;0;0;0;0;224 653 000;225 423 000;220 399 000;219 965 000;131 365 000;131 358 000;130 231 000;129 800 000;128 715 000;126 944 000;126 225 000;124 000 000;78 216 000;80 025 000;76 277 000;76 297 000;19 521 000;20 234 000;20 079 000;20 105 000;20 220 000;20 338 000;20 080 000;19 752 000;115 499 000;114 460 000;113 184 000;112 730 000;111 844 000;111 124 000;110 152 000;109 695 000;108 495 000;106 606 000;106 145 000;104 248 000;0;0;0;0;0;0;0;0;0;0;0;0;75 999 000;75 838 000;75 671 000;75 509 000;75 921 000;75 745 000;75 574 000;75 402 000;75 228 000;75 058 000;74 011 000;73 862 000;0;0;0;0;0;0;0;0;0;0;0;0
186;ЦЕРИХ (ЗАО), БАНК;3278;"БАНК ""ЦЕРИХ"" (ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";302030, Орловская обл, г. Орёл, ул. Московская, д. 29;Баушева Надежда Сергеевна;16.11.1995;23,0;;Ликвидируется;045402719;Орловская область;Непубличные акционерные общества;Частная собственность;317 098 000;;Находится в стадии ликвидации от 15.07.2016, Отозвана Лицензия на привлечение во вклады денежных средств физических лиц в рублях и иностранной валюте от 26.02.2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
187;ЮРБ, ООО;3015;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЮЖНЫЙ РЕГИОНАЛЬНЫЙ БАНК""";344006, Ростовская обл, г. Ростов-На-Дону, ул. Пушкинская, д. 144 корп. А;Ткачева Ирина Александровна;03.08.1994;24,5;;Ликвидируется;046015933;Ростовская область;Общества с ограниченной ответственностью;Частная собственность;200 000 000;;Находится в стадии ликвидации от 18.09.2018, Отозвана Лицензия на привлечение во вклады денежных средств физических лиц в рублях от 20.07.2018;864 362 000;860 597 000;702 005 000;632 887 000;630 990 000;593 679 000;594 790 000;596 479 000;586 108 000;603 920 000;590 054 000;594 321 000;368 904 000;186 465 000;182 733 000;119 013 000;145 657 000;89 416 000;83 972 000;86 588 000;101 376 000;128 683 000;122 432 000;154 872 000;13 936 000;13 219 000;12 585 000;8 502 000;14 329 000;6 871 000;5 130 000;6 007 000;7 371 000;5 066 000;2 097 000;4 540 000;3 924 000;3 768 000;4 000 000;3 533 000;3 502 000;3 421 000;3 472 000;3 574 000;3 698 000;3 903 000;3 811 000;4 195 000;353 698 000;354 422 000;417 263 000;426 936 000;406 831 000;428 089 000;438 163 000;436 408 000;418 979 000;409 720 000;406 692 000;370 238 000;326 309 000;327 497 000;390 512 000;400 440 000;380 592 000;401 753 000;411 725 000;413 356 000;396 249 000;387 257 000;369 372 000;348 172 000;22 360 000;21 896 000;21 722 000;21 467 000;21 210 000;21 307 000;21 409 000;21 052 000;20 730 000;20 463 000;20 320 000;20 066 000;5 029 000;5 029 000;5 029 000;5 029 000;5 029 000;5 029 000;5 029 000;2 000 000;2 000 000;2 000 000;17 000 000;2 000 000;7 497 000;7 940 000;7 742 000;7 511 000;7 619 000;7 311 000;7 025 000;6 715 000;6 534 000;6 326 000;6 104 000;5 952 000;0;0;0;0;0;0;0;0;0;0;0;0
188;ВИТЯЗЬ-ООО, КБ;2890;"КОММЕРЧЕСКИЙ БАНК ""ВИТЯЗЬ""-(ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";129090, г. Москва, пер. Ботанический, д. 14 стр. 3;Королёв Григорий Евгеньевич;10.06.1994;24,5;;Ликвидируется;044583971;Москва;Общества с ограниченной ответственностью;Частная собственность;318 000 000;;Находится в стадии ликвидации от 12.02.2016, Отозвана Лицензия на привлечение во вклады денежных средств физических лиц в рублях и иностранной валюте от 16.11.2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
189;ПРОМСБЕРБАНК, ЗАО;1043;"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПРОМЫШЛЕННЫЙ СБЕРЕГАТЕЛЬНЫЙ БАНК""";142110, Московская обл., г. Подольск, ул. Кирова, д. 19;Вершинин Вадим Виссарионович;30.11.1990;28,0;;Ликвидируется;044525366;Московская область;Непубличные акционерные общества;Частная собственность;320 000 000;;Находится в стадии ликвидации от 22.07.2015, Отозвана Генеральная лицензия на осуществление банковских операций от 02.04.2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
190;СОФРИНО (ЗАО), БАНК;2972;"КОММЕРЧЕСКИЙ БАНК ""СОФРИНО"" (ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";125009, г. Москва, пер. Леонтьевский, д. 2А корп. 2;Селезнев Михаил Игоревич;18.07.1994;24,5;;Ликвидируется;044525375;Москва;Непубличные акционерные общества;Частная собственность;320 100 000;;Находится в стадии ликвидации от 12.12.2014, Решение о признании должника банкротом и открытии конкурсного производства от 28.07.2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
191;ВЕК (АО), АКБ;2299;"АКЦИОНЕРНЫЙ КОММЕРЧЕСКИЙ БАНК ""ВЕК"" (АКЦИОНЕРНОЕ ОБЩЕСТВО)";123242, г. Москва, ул. Грузинская М., д. 10 корп. 1;Баклицкий Денис Николаевич;16.04.1993;26,0;;Ликвидируется;044525784;Москва;Непубличные акционерные общества;Смешанная российская собственность с долей федеральной собственности;323 750 000;;Находится в стадии ликвидации от 23.09.2016, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 12.05.2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
192;УНИФИН АО, КБ;2654;"АКЦИОНЕРНОЕ ОБЩЕСТВО КОММЕРЧЕСКИЙ БАНК ""УНИВЕРСАЛЬНЫЕ ФИНАНСЫ""";127051, г. Москва, пер. Колобовский 1-Й, д. 11;Мантрова Анастасия Александровна;20.08.2001;17,5;;Ликвидируется;044525423;Москва;Непубличные акционерные общества;Частная собственность;324 480 000;;Находится в стадии ликвидации от 07.06.2016, Отозвана Лицензия на привлечение во вклады денежных средств физических лиц в рублях и иностранной валюте от 15.02.2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;ОРЕЛСОЦБАНК, ОАО;2921;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ОРЛОВСКИЙ СОЦИАЛЬНЫЙ БАНК""";302030, Орловская обл, г. Орёл, набережная Дубровинского, д. 70;Баушева Надежда Сергеевна;27.06.1994;24,5;;Ликвидируется;045402727;Орловская область;Публичные акционерные общества;Частная собственность;325 507 500;;Находится в стадии ликвидации от 20.07.2012, Решение о признании банка банкротом (о принудительной ликвидации) от 04.07.2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
194;АКАДЕМРУСБАНК, ООО КБ;622;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КОММЕРЧЕСКИЙ БАНК ""АКАДЕМИЧЕСКИЙ РУССКИЙ БАНК""";117447, г. Москва, ул. Дмитрия Ульянова, д. 35 корп. 1(Бизнес-центр);Захваткин Михаил Евгеньевич;29.10.1990;28,0;;Ликвидируется;044525270;Москва;Общества с ограниченной ответственностью;Частная собственность;330 000 000;;Находится в стадии ликвидации от 26.05.2015, Отозвана Лицензия на осуществление банковских операций со средствами в рублях (без права привлечения во вклады денежных средств физических лиц) от 29.01.2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
195;ЭРГОБАНК, ООО КБ;2856;"КОММЕРЧЕСКИЙ БАНК ""ЭРГОБАНК"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";109012, г. Москва, пер. Старопанский, д. 4 корп. 1,2;Михеев Илья Владимирович;17.05.1994;24,5;;Ликвидируется;044525861;Москва;Общества с ограниченной ответственностью;Частная собственность;332 000 000;;Находится в стадии ликвидации от 31.03.2016, Отозвана Лицензия на привлечение во вклады денежных средств физических лиц в рублях и иностранной валюте от 15.01.2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
196;ГАЗСТРОЙБАНК, АО АКБ;2919;"АКЦИОНЕРНЫЙ КОММЕРЧЕСКИЙ БАНК ""ГАЗСТРОЙБАНК"" (АКЦИОНЕРНОЕ ОБЩЕСТВО)";115432, г. Москва, ул. Трофимова, д. 2/1;Валлен Олег Эрлинович;24.06.1994;24,5;;Ликвидируется;044525160;Москва;Публичные акционерные общества;Частная собственность;334 000 000;;Находится в стадии ликвидации от 07.12.2016, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 12.08.2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
