Выборка банков;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
№;Наименование;Регистрационный номер;Наименование полное;Адрес (место нахождения);Руководитель ФИО;Дата регистрации;Возраст банка;Дата ликвидации;Статус;Банковский идентификационный номер;Регион регистрации;Организационно-правовая форма;Форма собственности;Уставный капитал, RUB;Комментарий;Важная информация;2018 - 2мес., Чистые активы, RUB;2018 - 3мес., Чистые активы, RUB;2018 - 4мес., Чистые активы, RUB;2018 - 5мес., Чистые активы, RUB;2018 - 6мес., Чистые активы, RUB;2018 - 7мес., Чистые активы, RUB;2018 - 8мес., Чистые активы, RUB;2018 - 9мес., Чистые активы, RUB;2018 - 10мес., Чистые активы, RUB;2018 - 11мес., Чистые активы, RUB;2018 - 12мес., Чистые активы, RUB;2019 - 1мес., Чистые активы, RUB;2018 - 2мес., Счета в Банке России, RUB;2018 - 3мес., Счета в Банке России, RUB;2018 - 4мес., Счета в Банке России, RUB;2018 - 5мес., Счета в Банке России, RUB;2018 - 6мес., Счета в Банке России, RUB;2018 - 7мес., Счета в Банке России, RUB;2018 - 8мес., Счета в Банке России, RUB;2018 - 9мес., Счета в Банке России, RUB;2018 - 10мес., Счета в Банке России, RUB;2018 - 11мес., Счета в Банке России, RUB;2018 - 12мес., Счета в Банке России, RUB;2019 - 1мес., Счета в Банке России, RUB;2018 - 2мес., Коррсчета (НОСТРО), RUB;2018 - 3мес., Коррсчета (НОСТРО), RUB;2018 - 4мес., Коррсчета (НОСТРО), RUB;2018 - 5мес., Коррсчета (НОСТРО), RUB;2018 - 6мес., Коррсчета (НОСТРО), RUB;2018 - 7мес., Коррсчета (НОСТРО), RUB;2018 - 8мес., Коррсчета (НОСТРО), RUB;2018 - 9мес., Коррсчета (НОСТРО), RUB;2018 - 10мес., Коррсчета (НОСТРО), RUB;2018 - 11мес., Коррсчета (НОСТРО), RUB;2018 - 12мес., Коррсчета (НОСТРО), RUB;2019 - 1мес., Коррсчета (НОСТРО), RUB;2018 - 2мес., Ценные бумаги, RUB;2018 - 3мес., Ценные бумаги, RUB;2018 - 4мес., Ценные бумаги, RUB;2018 - 5мес., Ценные бумаги, RUB;2018 - 6мес., Ценные бумаги, RUB;2018 - 7мес., Ценные бумаги, RUB;2018 - 8мес., Ценные бумаги, RUB;2018 - 9мес., Ценные бумаги, RUB;2018 - 10мес., Ценные бумаги, RUB;2018 - 11мес., Ценные бумаги, RUB;2018 - 12мес., Ценные бумаги, RUB;2019 - 1мес., Ценные бумаги, RUB;2018 - 2мес., Кредиты, RUB;2018 - 3мес., Кредиты, RUB;2018 - 4мес., Кредиты, RUB;2018 - 5мес., Кредиты, RUB;2018 - 6мес., Кредиты, RUB;2018 - 7мес., Кредиты, RUB;2018 - 8мес., Кредиты, RUB;2018 - 9мес., Кредиты, RUB;2018 - 10мес., Кредиты, RUB;2018 - 11мес., Кредиты, RUB;2018 - 12мес., Кредиты, RUB;2019 - 1мес., Кредиты, RUB;2018 - 2мес., Кредиты организациям, RUB;2018 - 3мес., Кредиты организациям, RUB;2018 - 4мес., Кредиты организациям, RUB;2018 - 5мес., Кредиты организациям, RUB;2018 - 6мес., Кредиты организациям, RUB;2018 - 7мес., Кредиты организациям, RUB;2018 - 8мес., Кредиты организациям, RUB;2018 - 9мес., Кредиты организациям, RUB;2018 - 10мес., Кредиты организациям, RUB;2018 - 11мес., Кредиты организациям, RUB;2018 - 12мес., Кредиты организациям, RUB;2019 - 1мес., Кредиты организациям, RUB;2018 - 2мес., Кредиты физическим лицам, RUB;2018 - 3мес., Кредиты физическим лицам, RUB;2018 - 4мес., Кредиты физическим лицам, RUB;2018 - 5мес., Кредиты физическим лицам, RUB;2018 - 6мес., Кредиты физическим лицам, RUB;2018 - 7мес., Кредиты физическим лицам, RUB;2018 - 8мес., Кредиты физическим лицам, RUB;2018 - 9мес., Кредиты физическим лицам, RUB;2018 - 10мес., Кредиты физическим лицам, RUB;2018 - 11мес., Кредиты физическим лицам, RUB;2018 - 12мес., Кредиты физическим лицам, RUB;2019 - 1мес., Кредиты физическим лицам, RUB;2018 - 2мес., Кредиты другим банкам (МБК), RUB;2018 - 3мес., Кредиты другим банкам (МБК), RUB;2018 - 4мес., Кредиты другим банкам (МБК), RUB;2018 - 5мес., Кредиты другим банкам (МБК), RUB;2018 - 6мес., Кредиты другим банкам (МБК), RUB;2018 - 7мес., Кредиты другим банкам (МБК), RUB;2018 - 8мес., Кредиты другим банкам (МБК), RUB;2018 - 9мес., Кредиты другим банкам (МБК), RUB;2018 - 10мес., Кредиты другим банкам (МБК), RUB;2018 - 11мес., Кредиты другим банкам (МБК), RUB;2018 - 12мес., Кредиты другим банкам (МБК), RUB;2019 - 1мес., Кредиты другим банкам (МБК), RUB;2018 - 2мес., Основные средства, RUB;2018 - 3мес., Основные средства, RUB;2018 - 4мес., Основные средства, RUB;2018 - 5мес., Основные средства, RUB;2018 - 6мес., Основные средства, RUB;2018 - 7мес., Основные средства, RUB;2018 - 8мес., Основные средства, RUB;2018 - 9мес., Основные средства, RUB;2018 - 10мес., Основные средства, RUB;2018 - 11мес., Основные средства, RUB;2018 - 12мес., Основные средства, RUB;2019 - 1мес., Основные средства, RUB;2018 - 2мес., Учтённые векселя, RUB;2018 - 3мес., Учтённые векселя, RUB;2018 - 4мес., Учтённые векселя, RUB;2018 - 5мес., Учтённые векселя, RUB;2018 - 6мес., Учтённые векселя, RUB;2018 - 7мес., Учтённые векселя, RUB;2018 - 8мес., Учтённые векселя, RUB;2018 - 9мес., Учтённые векселя, RUB;2018 - 10мес., Учтённые векселя, RUB;2018 - 11мес., Учтённые векселя, RUB;2018 - 12мес., Учтённые векселя, RUB;2019 - 1мес., Учтённые векселя, RUB
165;ЛОГОС, ООО ИКБ;3233;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ИННОВАЦИОННО-КОММЕРЧЕСКИЙ БАНК ""ЛОГОС""";123022, г. Москва, пер. Столярный, д. 3 корп. 3;Коваль Андрей Михайлович;14.03.1995;24,0;;Ликвидируется;044525995;Москва;Общества с ограниченной ответственностью;Частная собственность;281 330 000;;Находится в стадии ликвидации от 30.07.2018, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 20.04.2018;467 298 000;404 794 000;;;;;;;;;;;78 975 000;118 186 000;;;;;;;;;;;30 350 000;25 746 000;;;;;;;;;;;0;0;;;;;;;;;;;54 615 000;52 841 000;;;;;;;;;;;8 000 000;8 000 000;;;;;;;;;;;45 615 000;43 841 000;;;;;;;;;;;1 000 000;1 000 000;;;;;;;;;;;18 950 000;14 339 000;;;;;;;;;;;0;0;;;;;;;;;;
166;ЕВРОАКСИС БАНК, АО;3273;"АКЦИОНЕРНЫЙ КОММЕРЧЕСКИЙ БАНК ""ЕВРОАКСИС БАНК"" (АКЦИОНЕРНОЕ ОБЩЕСТВО)";123104, г. Москва, пер. Спиридоньевский, д. 17 корп. 1;Пастушенко Дмитрий Сергеевич;24.10.1995;23,0;;Ликвидируется;044525193;Москва;Непубличные акционерные общества;Совместная федеральная и иностранная собственность;281 537 000;;Находится в стадии ликвидации от 23.09.2016, Отозвана Генеральная лицензия на осуществление банковских операций от 27.05.2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
167;ПРЕОДОЛЕНИЕ, ООО КБ;2649;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КОММЕРЧЕСКИЙ БАНК ""ПРЕОДОЛЕНИЕ""";121596, г. Москва, ул. Толбухина, д. 10 корп. 2;Селезнев Михаил Игоревич;17.01.1994;25,0;;Ликвидируется;044525871;Москва;Общества с ограниченной ответственностью;Частная собственность;285 000 000;;Находится в стадии ликвидации от 07.06.2018, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 22.12.2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
168;ФИНАРС БАНК (АО);2938;"АКЦИОНЕРНЫЙ КОММЕРЧЕСКИЙ БАНК ""ФИНАРС БАНК"" (АКЦИОНЕРНОЕ ОБЩЕСТВО)";109240, г. Москва, набережная Москворецкая, д. 7 корп. 2;Баушева Надежда Сергеевна;18.07.1994;24,5;;Ликвидируется;044525128;Москва;Непубличные акционерные общества;Частная собственность;298 459 247;;Находится в стадии ликвидации от 18.07.2017, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 21.04.2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
169;РКБ, АО БАНК;836;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РЕГИОНАЛЬНЫЙ КОММЕРЧЕСКИЙ БАНК""";433508, Ульяновская обл., г. Димитровград, ул. Самарская, д. 4;Нерусин Павел Иванович;21.12.1998;20,0;;Ликвидируется;047308818;Ульяновская область;Непубличные акционерные общества;Частная собственность;300 000 000;;Находится в стадии ликвидации от 29.12.2016, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 19.09.2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
170;ТАУРУС БАНК (АО);655;ТАУРУС БАНК (АКЦИОНЕРНОЕ ОБЩЕСТВО);127051, г. Москва, пер. Крапивенский, д. 4 корп. 1 офис 3;Коваль Андрей Михайлович;31.10.1990;28,0;;Ликвидируется;044525072;Москва;Непубличные акционерные общества;Частная собственность;300 000 000;;Находится в стадии ликвидации от 25.08.2015, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 24.04.2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
171;НАЦПРОМБАНК (ЗАО), КБ;2360;"КОММЕРЧЕСКИЙ БАНК ""НАЦИОНАЛЬНЫЙ ПРОМЫШЛЕННЫЙ БАНК"" (ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";105118, г. Москва, проспект Будённого, д. 19;Пастушенко Дмитрий Сергеевич;01.06.1993;25,5;;Ликвидируется;044525989;Москва;Непубличные акционерные общества;Смешанная российская собственность с долей федеральной собственности;300 000 000;;Находится в стадии ликвидации от 27.02.2012, Решение о признании должника банкротом и открытии конкурсного производства от 17.01.2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
172;ХОЛДИНГ-КРЕДИТ ООО, КБ;3030;"КОММЕРЧЕСКИЙ БАНК ""ХОЛДИНГ-КРЕДИТ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";121069, г. Москва, ул. Садовая-Кудринская, д. 2/62 стр. 4;Корнев Анатолий Анатольевич;05.09.1994;24,5;;Ликвидируется;044525910;Москва;Общества с ограниченной ответственностью;Частная собственность;300 000 000;;Находится в стадии ликвидации от 09.08.2012, Решение о признании должника банкротом и открытии конкурсного производства от 29.06.2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
173;БУЛГАР БАНК, АО;1917;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""БУЛГАР БАНК""";150040, Ярославская обл., г. Ярославль, проспект Ленина, д. 37/73;Медведков Максим Викторович;12.06.1992;26,5;;Ликвидируется;047888372;Ярославская область;Непубличные акционерные общества;Частная собственность;300 003 200;;Находится в стадии ликвидации от 04.04.2017, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 16.01.2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
174;КАНСКИЙ ООО, КБ;860;"КОММЕРЧЕСКИЙ БАНК ""КАНСКИЙ"" ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ";662520, Красноярский кр, Березовский район, пгт. Березовка, шоссе 5 Км А/Д Красноярск-Железногорск;Мелентьев Алексей Феликсович;21.11.1990;28,0;;Ликвидируется;040407427;Красноярский край;Общества с ограниченной ответственностью;Частная собственность;300 420 959;;Находится в стадии ликвидации от 07.03.2018, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 13.12.2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
175;АРТ-БАНК (ООО), КБ;2779;"КОММЕРЧЕСКИЙ БАНК ""АРТ-БАНК"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";362008, Северная Осетия - Алания респ, г. Владикавказ, проспект Коста, д. 93;Березуцкий Георгий Петрович;06.04.1994;25,0;;Ликвидируется;049033745;Северная Осетия (Республика)-Алания;Общества с ограниченной ответственностью;Частная собственность;301 950 000;;Находится в стадии ликвидации от 31.10.2014, Отозвана Генеральная лицензия на осуществление банковских операций от 18.08.2014, Решение о признании должника банкротом и открытии конкурсного производства от 26.09.2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
176;ВЛБАНК (АО);1222;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ВАШ ЛИЧНЫЙ БАНК""";666780, Иркутская обл., г. Усть-Кут, ул. Кирова, д. 85 корп. А;Кузнецов Евгений Юрьевич;25.08.2006;12,5;;Ликвидируется;042520764;Иркутская область;Непубличные акционерные общества;Частная собственность;305 500 000;;Находится в стадии ликвидации от 07.08.2015, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 29.01.2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
177;МРБ (ООО), КБ;1059;"КОММЕРЧЕСКИЙ БАНК ""МЕЖРЕГИОНБАНК"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";"109341, г. Москва, ул. Люблинская, д. 151(Бизнес-центр ""Марьино"")";Пастушенко Дмитрий Сергеевич;03.12.1990;28,0;;Ликвидируется;044525789;Москва;Общества с ограниченной ответственностью;Частная собственность;306 000 000;;Находится в стадии ликвидации от 29.01.2016, Отозвана Лицензия на привлечение во вклады денежных средств физических лиц в рублях и иностранной валюте от 10.11.2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
178;МОНЕТНЫЙ ДОМ ОАО, БАНК;419;"БАНК ""МОНЕТНЫЙ ДОМ"" ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО";454048, Челябинская обл., г. Челябинск, ул. Доватора, д. 29 корп. - офис;Столбов Василий Анатольевич;26.09.1990;28,5;;Ликвидируется;047501703;Челябинская область;Публичные акционерные общества;Частная собственность;306 300 000;;Находится в стадии ликвидации от 15.03.2011, Отозвана Генеральная лицензия на осуществление банковских операций от 20.12.2010, Решение о признании банка банкротом (о принудительной ликвидации) от 10.02.2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
179;СОВЕРЕН БАНК (АО);3206;"""СОВЕРЕН БАНК"" (АКЦИОНЕРНОЕ ОБЩЕСТВО)";105120, г. Москва, пер. Полуярославский Б, д. 12(Офисное здание);Майоров Денис Владимирович;27.01.1995;24,0;;Ликвидируется;044525749;Москва;Непубличные акционерные общества;Частная собственность;308 721 000;;Находится в стадии ликвидации от 11.08.2016, Отозвана Лицензия на осуществление банковских операций со средствами в рублях (без права привлечения во вклады денежных средств физических лиц) от 08.04.2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
180;ЭЛЬБИН, АО АКБ;2267;"АКЦИОНЕРНЫЙ КОММЕРЧЕСКИЙ БАНК ""ЭЛЬБИН"" (АКЦИОНЕРНОЕ ОБЩЕСТВО)";367000, Дагестан респ., г. Махачкала, ул. Батырая, д. 56;Джамалудинов Магомедгази Далгатович;27.10.1998;20,0;;Ликвидируется;048209755;Дагестан (Республика);Непубличные акционерные общества;Частная собственность;310 000 000;;Находится в стадии ликвидации от 27.08.2018, Отозвана Лицензия на привлечение во вклады денежных средств физических лиц в рублях и иностранной валюте от 26.04.2018;772 882 000;716 348 000;;;;;;;;;;;126 771 000;49 574 000;;;;;;;;;;;26 299 000;28 130 000;;;;;;;;;;;0;0;;;;;;;;;;;310 945 000;324 434 000;;;;;;;;;;;185 341 000;191 934 000;;;;;;;;;;;116 939 000;114 996 000;;;;;;;;;;;2 504 000;2 504 000;;;;;;;;;;;186 897 000;186 533 000;;;;;;;;;;;0;0;;;;;;;;;;
181;КАПИТАЛ КРЕДИТ, ООО КБ;2625;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КОММЕРЧЕСКИЙ БАНК ""КАПИТАЛ КРЕДИТ""";125267, г. Москва, пл. Миусская, д. 6 корп. 5;Хализев Александр Викторович;23.12.1993;25,0;;Ликвидируется;044525515;Москва;Общества с ограниченной ответственностью;Частная собственность;310 000 000;;Находится в стадии ликвидации от 14.02.2011, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 26.12.2008, Решение о признании должника банкротом и открытии конкурсного производства от 24.02.2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
182;ВЕСТИНТЕРБАНК, ООО;3398;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВЕСТИНТЕРБАНК""";123001, г. Москва, пер. Вспольный, д. Д. 5 стр. 1;Захваткин Михаил Евгеньевич;06.02.2002;17,0;;Ликвидируется;044525071;Москва;Общества с ограниченной ответственностью;Частная собственность;311 125 000;;Находится в стадии ликвидации от 12.01.2017, Отозвана Лицензия на привлечение во вклады денежных средств физических лиц в рублях и иностранной валюте от 27.10.2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
183;БОГОРОДСКИЙ (ООО), БАНК;1277;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КОММЕРЧЕСКИЙ БАНК ""БОГОРОДСКИЙ""";607600, Нижегородская обл, Богородский район, г. Богородск, ул. Ленина, д. 185;Нерусин Павел Иванович;24.12.1990;28,0;;Ликвидируется;042202733;Нижегородская область;Общества с ограниченной ответственностью;Частная собственность;312 303 200;;Находится в стадии ликвидации от 14.07.2016, Отозвана Лицензия на привлечение во вклады денежных средств физических лиц в рублях и иностранной валюте от 24.03.2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
184;ИНВЕСТ-ЭКОБАНК, ООО КБ;1956;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КОММЕРЧЕСКИЙ БАНК ""ИНВЕСТ-ЭКОБАНК""";197101, г. Санкт-Петербург, ул. Мира, д. 30;Шубин Герман Александрович;10.07.1992;26,5;;Ликвидируется;044030815;Санкт-Петербург;Общества с ограниченной ответственностью;Частная собственность;312 765 000;;Находится в стадии ликвидации от 02.12.2015, Отозвана Генеральная лицензия на осуществление банковских операций от 10.06.2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
185;МИХАЙЛОВСКИЙ ПЖСБ, АО КБ;2961;"АКЦИОНЕРНОЕ ОБЩЕСТВО КОММЕРЧЕСКИЙ БАНК ""МИХАЙЛОВСКИЙ ПРОМЖИЛСТРОЙБАНК""";403343, Волгоградская обл., г. Михайловка, ул. Обороны, д. 44А;Прохорова Валентина Георгиевна;11.07.1994;24,5;;Ликвидируется;041806730;Волгоградская область;Непубличные акционерные общества;Частная собственность;315 815 174;;Находится в стадии ликвидации от 26.02.2019, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 21.09.2018;1 146 066 000;1 172 709 000;1 193 978 000;1 209 591 000;1 181 495 000;841 689 000;697 312 000;;;;;;926 927 000;953 380 000;978 201 000;993 051 000;973 797 000;641 688 000;441 645 000;;;;;;3 061 000;2 854 000;3 314 000;3 780 000;4 020 000;261 000;66 070 000;;;;;;0;0;0;0;0;0;0;;;;;;120 809 000;119 137 000;117 169 000;117 177 000;110 339 000;109 246 000;108 083 000;;;;;;18 151 000;18 029 000;17 575 000;18 107 000;18 341 000;18 296 000;17 954 000;;;;;;102 658 000;101 108 000;99 594 000;99 070 000;91 998 000;90 950 000;90 129 000;;;;;;0;0;0;0;0;0;0;;;;;;75 736 000;75 810 000;75 655 000;74 331 000;74 181 000;74 027 000;73 875 000;;;;;;0;0;0;0;0;0;0;;;;;
186;ЦЕРИХ (ЗАО), БАНК;3278;"БАНК ""ЦЕРИХ"" (ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";302030, Орловская обл, г. Орёл, ул. Московская, д. 29;Баушева Надежда Сергеевна;16.11.1995;23,0;;Ликвидируется;045402719;Орловская область;Непубличные акционерные общества;Частная собственность;317 098 000;;Находится в стадии ликвидации от 15.07.2016, Отозвана Лицензия на привлечение во вклады денежных средств физических лиц в рублях и иностранной валюте от 26.02.2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
187;ЮРБ, ООО;3015;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЮЖНЫЙ РЕГИОНАЛЬНЫЙ БАНК""";344006, Ростовская обл, г. Ростов-На-Дону, ул. Пушкинская, д. 144 корп. А;Ткачева Ирина Александровна;03.08.1994;24,5;;Ликвидируется;046015933;Ростовская область;Общества с ограниченной ответственностью;Частная собственность;200 000 000;;Находится в стадии ликвидации от 18.09.2018, Отозвана Лицензия на привлечение во вклады денежных средств физических лиц в рублях от 20.07.2018;593 323 000;567 156 000;540 510 000;529 996 000;522 673 000;;;;;;;;163 159 000;104 939 000;99 959 000;94 594 000;87 125 000;;;;;;;;3 864 000;4 898 000;3 364 000;2 511 000;2 203 000;;;;;;;;4 214 000;4 185 000;4 230 000;4 243 000;4 115 000;;;;;;;;368 199 000;396 448 000;392 193 000;389 591 000;387 936 000;;;;;;;;346 172 000;374 562 000;370 494 000;367 994 000;366 494 000;;;;;;;;20 027 000;19 886 000;19 699 000;19 597 000;19 442 000;;;;;;;;2 000 000;2 000 000;2 000 000;2 000 000;2 000 000;;;;;;;;5 813 000;5 654 000;5 528 000;5 388 000;5 173 000;;;;;;;;0;0;0;0;0;;;;;;;
188;ВИТЯЗЬ-ООО, КБ;2890;"КОММЕРЧЕСКИЙ БАНК ""ВИТЯЗЬ""-(ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";129090, г. Москва, пер. Ботанический, д. 14 стр. 3;Королёв Григорий Евгеньевич;10.06.1994;24,5;;Ликвидируется;044583971;Москва;Общества с ограниченной ответственностью;Частная собственность;318 000 000;;Находится в стадии ликвидации от 12.02.2016, Отозвана Лицензия на привлечение во вклады денежных средств физических лиц в рублях и иностранной валюте от 16.11.2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
189;ПРОМСБЕРБАНК, ЗАО;1043;"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПРОМЫШЛЕННЫЙ СБЕРЕГАТЕЛЬНЫЙ БАНК""";142110, Московская обл., г. Подольск, ул. Кирова, д. 19;Вершинин Вадим Виссарионович;30.11.1990;28,0;;Ликвидируется;044525366;Московская область;Непубличные акционерные общества;Частная собственность;320 000 000;;Находится в стадии ликвидации от 22.07.2015, Отозвана Генеральная лицензия на осуществление банковских операций от 02.04.2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
