Выборка банков;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
№;Наименование;Регистрационный номер;Наименование полное;Адрес (место нахождения);Руководитель ФИО;Дата регистрации;Возраст банка;Дата ликвидации;Статус;Банковский идентификационный номер;Регион регистрации;Организационно-правовая форма;Форма собственности;Уставный капитал, RUB;Комментарий;Важная информация;2013 - 2мес., Чистые активы, RUB;2013 - 3мес., Чистые активы, RUB;2013 - 4мес., Чистые активы, RUB;2013 - 5мес., Чистые активы, RUB;2013 - 6мес., Чистые активы, RUB;2013 - 7мес., Чистые активы, RUB;2013 - 8мес., Чистые активы, RUB;2013 - 9мес., Чистые активы, RUB;2013 - 10мес., Чистые активы, RUB;2013 - 11мес., Чистые активы, RUB;2013 - 12мес., Чистые активы, RUB;2014 - 1мес., Чистые активы, RUB;2013 - 2мес., Счета в Банке России, RUB;2013 - 3мес., Счета в Банке России, RUB;2013 - 4мес., Счета в Банке России, RUB;2013 - 5мес., Счета в Банке России, RUB;2013 - 6мес., Счета в Банке России, RUB;2013 - 7мес., Счета в Банке России, RUB;2013 - 8мес., Счета в Банке России, RUB;2013 - 9мес., Счета в Банке России, RUB;2013 - 10мес., Счета в Банке России, RUB;2013 - 11мес., Счета в Банке России, RUB;2013 - 12мес., Счета в Банке России, RUB;2014 - 1мес., Счета в Банке России, RUB;2013 - 2мес., Коррсчета (НОСТРО), RUB;2013 - 3мес., Коррсчета (НОСТРО), RUB;2013 - 4мес., Коррсчета (НОСТРО), RUB;2013 - 5мес., Коррсчета (НОСТРО), RUB;2013 - 6мес., Коррсчета (НОСТРО), RUB;2013 - 7мес., Коррсчета (НОСТРО), RUB;2013 - 8мес., Коррсчета (НОСТРО), RUB;2013 - 9мес., Коррсчета (НОСТРО), RUB;2013 - 10мес., Коррсчета (НОСТРО), RUB;2013 - 11мес., Коррсчета (НОСТРО), RUB;2013 - 12мес., Коррсчета (НОСТРО), RUB;2014 - 1мес., Коррсчета (НОСТРО), RUB;2013 - 2мес., Ценные бумаги, RUB;2013 - 3мес., Ценные бумаги, RUB;2013 - 4мес., Ценные бумаги, RUB;2013 - 5мес., Ценные бумаги, RUB;2013 - 6мес., Ценные бумаги, RUB;2013 - 7мес., Ценные бумаги, RUB;2013 - 8мес., Ценные бумаги, RUB;2013 - 9мес., Ценные бумаги, RUB;2013 - 10мес., Ценные бумаги, RUB;2013 - 11мес., Ценные бумаги, RUB;2013 - 12мес., Ценные бумаги, RUB;2014 - 1мес., Ценные бумаги, RUB;2013 - 2мес., Кредиты, RUB;2013 - 3мес., Кредиты, RUB;2013 - 4мес., Кредиты, RUB;2013 - 5мес., Кредиты, RUB;2013 - 6мес., Кредиты, RUB;2013 - 7мес., Кредиты, RUB;2013 - 8мес., Кредиты, RUB;2013 - 9мес., Кредиты, RUB;2013 - 10мес., Кредиты, RUB;2013 - 11мес., Кредиты, RUB;2013 - 12мес., Кредиты, RUB;2014 - 1мес., Кредиты, RUB;2013 - 2мес., Кредиты организациям, RUB;2013 - 3мес., Кредиты организациям, RUB;2013 - 4мес., Кредиты организациям, RUB;2013 - 5мес., Кредиты организациям, RUB;2013 - 6мес., Кредиты организациям, RUB;2013 - 7мес., Кредиты организациям, RUB;2013 - 8мес., Кредиты организациям, RUB;2013 - 9мес., Кредиты организациям, RUB;2013 - 10мес., Кредиты организациям, RUB;2013 - 11мес., Кредиты организациям, RUB;2013 - 12мес., Кредиты организациям, RUB;2014 - 1мес., Кредиты организациям, RUB;2013 - 2мес., Кредиты физическим лицам, RUB;2013 - 3мес., Кредиты физическим лицам, RUB;2013 - 4мес., Кредиты физическим лицам, RUB;2013 - 5мес., Кредиты физическим лицам, RUB;2013 - 6мес., Кредиты физическим лицам, RUB;2013 - 7мес., Кредиты физическим лицам, RUB;2013 - 8мес., Кредиты физическим лицам, RUB;2013 - 9мес., Кредиты физическим лицам, RUB;2013 - 10мес., Кредиты физическим лицам, RUB;2013 - 11мес., Кредиты физическим лицам, RUB;2013 - 12мес., Кредиты физическим лицам, RUB;2014 - 1мес., Кредиты физическим лицам, RUB;2013 - 2мес., Кредиты другим банкам (МБК), RUB;2013 - 3мес., Кредиты другим банкам (МБК), RUB;2013 - 4мес., Кредиты другим банкам (МБК), RUB;2013 - 5мес., Кредиты другим банкам (МБК), RUB;2013 - 6мес., Кредиты другим банкам (МБК), RUB;2013 - 7мес., Кредиты другим банкам (МБК), RUB;2013 - 8мес., Кредиты другим банкам (МБК), RUB;2013 - 9мес., Кредиты другим банкам (МБК), RUB;2013 - 10мес., Кредиты другим банкам (МБК), RUB;2013 - 11мес., Кредиты другим банкам (МБК), RUB;2013 - 12мес., Кредиты другим банкам (МБК), RUB;2014 - 1мес., Кредиты другим банкам (МБК), RUB;2013 - 2мес., Основные средства, RUB;2013 - 3мес., Основные средства, RUB;2013 - 4мес., Основные средства, RUB;2013 - 5мес., Основные средства, RUB;2013 - 6мес., Основные средства, RUB;2013 - 7мес., Основные средства, RUB;2013 - 8мес., Основные средства, RUB;2013 - 9мес., Основные средства, RUB;2013 - 10мес., Основные средства, RUB;2013 - 11мес., Основные средства, RUB;2013 - 12мес., Основные средства, RUB;2014 - 1мес., Основные средства, RUB;2013 - 2мес., Учтённые векселя, RUB;2013 - 3мес., Учтённые векселя, RUB;2013 - 4мес., Учтённые векселя, RUB;2013 - 5мес., Учтённые векселя, RUB;2013 - 6мес., Учтённые векселя, RUB;2013 - 7мес., Учтённые векселя, RUB;2013 - 8мес., Учтённые векселя, RUB;2013 - 9мес., Учтённые векселя, RUB;2013 - 10мес., Учтённые векселя, RUB;2013 - 11мес., Учтённые векселя, RUB;2013 - 12мес., Учтённые векселя, RUB;2014 - 1мес., Учтённые векселя, RUB
208;ТИХООКЕАНСКИЙ ВНЕШТОРГБАНК, ОАО;1378;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТИХООКЕАНСКИЙ ВНЕШТОРГБАНК""";693020, Сахалинская обл., г. Южно-Сахалинск, проспект Коммунистический, д. 76;Управляющая компания АГЕНТСТВО ПО СТРАХОВАНИЮ ВКЛАДОВ, ГОСУДАРСТВЕННАЯ КОРПОРАЦИЯ;20.02.1991;28,0;;Ликвидируется;046401728;Сахалинская область;Непубличные акционерные общества;Частная собственность;409 323 000;;Находится в стадии ликвидации от 16.07.2015, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 13.04.2015;8 509 771 000;8 668 191 000;8 587 578 000;8 863 827 000;9 167 653 000;9 148 390 000;10 011 806 000;9 923 254 000;9 848 228 000;9 767 947 000;9 093 088 000;8 821 967 000;224 166 000;319 758 000;245 765 000;277 599 000;218 156 000;238 226 000;269 031 000;405 291 000;427 417 000;417 809 000;426 910 000;407 779 000;438 657 000;411 367 000;218 611 000;152 531 000;336 951 000;243 301 000;1 160 012 000;860 984 000;666 307 000;778 438 000;464 453 000;170 642 000;1 713 923 000;1 644 265 000;1 724 780 000;1 750 100 000;1 566 406 000;1 721 716 000;1 702 208 000;1 704 863 000;1 678 702 000;1 695 470 000;1 528 562 000;1 528 520 000;5 044 134 000;5 125 097 000;5 229 537 000;5 408 292 000;5 826 595 000;5 701 106 000;5 582 945 000;5 720 343 000;5 831 698 000;5 550 321 000;5 402 259 000;5 421 134 000;2 823 279 000;3 136 062 000;3 353 150 000;3 450 749 000;3 643 620 000;3 445 004 000;3 573 985 000;3 619 963 000;3 664 485 000;3 649 110 000;3 490 864 000;3 508 603 000;1 288 597 000;1 373 211 000;1 438 445 000;1 480 981 000;1 573 388 000;1 628 359 000;1 656 217 000;1 716 033 000;1 809 585 000;1 875 543 000;1 909 762 000;1 910 772 000;885 267 000;571 097 000;395 480 000;436 115 000;571 155 000;591 325 000;316 340 000;356 304 000;331 600 000;1 656 000;1 633 000;1 759 000;548 257 000;549 594 000;550 952 000;588 269 000;590 973 000;591 899 000;597 017 000;592 798 000;598 992 000;597 227 000;598 780 000;596 541 000;0;0;0;0;0;0;0;0;0;0;0;0
209;БАНК ИННОВАЦИЙ И РАЗВИТИЯ, АО;2647;АКЦИОНЕРНОЕ ОБЩЕСТВО БАНК ИННОВАЦИЙ И РАЗВИТИЯ;105318, г. Москва, ул. Ткацкая, д. 11 корп. 1;Хамчич Максим Александрович;17.01.1994;25,0;;Ликвидируется;044525104;Москва;Непубличные акционерные общества;Частная собственность;411 461 500;;Находится в стадии ликвидации от 16.01.2019, Отозвана Генеральная лицензия на осуществление банковских операций от 07.11.2018;6 368 280 000;6 547 786 000;6 604 916 000;6 619 064 000;6 735 404 000;6 601 018 000;6 330 099 000;6 683 813 000;6 309 462 000;6 605 697 000;7 055 460 000;6 671 884 000;383 402 000;586 982 000;280 365 000;370 132 000;990 557 000;322 718 000;418 618 000;757 324 000;316 745 000;310 319 000;2 064 336 000;232 411 000;236 903 000;243 746 000;167 820 000;228 090 000;201 430 000;149 466 000;127 317 000;127 441 000;176 558 000;168 992 000;195 577 000;177 048 000;636 522 000;551 766 000;397 801 000;175 558 000;168 215 000;92 431 000;92 844 000;91 490 000;92 069 000;144 575 000;143 833 000;194 298 000;3 289 629 000;3 323 874 000;3 252 786 000;3 337 778 000;3 922 562 000;4 369 400 000;3 940 874 000;4 043 718 000;3 781 435 000;3 798 728 000;2 692 054 000;3 283 134 000;2 604 703 000;2 641 385 000;2 523 438 000;2 576 859 000;2 596 076 000;2 527 656 000;2 453 480 000;2 303 954 000;2 359 020 000;2 309 422 000;2 023 210 000;1 926 954 000;583 213 000;581 293 000;575 858 000;587 133 000;581 555 000;640 008 000;656 127 000;666 790 000;674 085 000;667 287 000;617 862 000;625 562 000;89 612 000;89 095 000;141 389 000;161 685 000;732 830 000;1 189 635 000;819 166 000;1 072 974 000;748 330 000;822 019 000;50 982 000;730 618 000;437 779 000;436 103 000;433 905 000;432 110 000;431 207 000;428 977 000;427 077 000;425 135 000;423 154 000;421 767 000;461 402 000;486 737 000;48 000;48 000;48 000;48 000;48 000;48 000;48 000;48 000;48 000;48 000;48 000;48 000
210;СЕВЕРНЫЙ КРЕДИТ, АО КБ;2398;"АКЦИОНЕРНОЕ ОБЩЕСТВО КОММЕРЧЕСКИЙ БАНК ""СЕВЕРНЫЙ КРЕДИТ""";160000, Вологодская обл., г. Вологда, ул. Герцена, д. 27;Морсков Дмитрий Геннадьевич;25.06.1993;25,5;;Ликвидируется;041909769;Вологодская область;Непубличные акционерные общества;Частная собственность;419 087 500;;Находится в стадии ликвидации от 06.04.2018, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 29.12.2017;4 652 945 000;4 595 564 000;4 856 404 000;5 071 634 000;5 234 351 000;5 236 263 000;5 207 339 000;5 318 112 000;5 211 554 000;5 140 958 000;6 389 197 000;5 468 217 000;231 765 000;126 914 000;211 862 000;139 599 000;136 014 000;226 856 000;216 840 000;177 966 000;156 233 000;103 507 000;736 469 000;190 761 000;302 876 000;225 207 000;34 665 000;76 992 000;225 656 000;229 134 000;233 283 000;341 187 000;213 942 000;151 648 000;449 773 000;321 183 000;26 194 000;26 371 000;26 542 000;26 719 000;26 890 000;27 067 000;27 244 000;27 415 000;27 592 000;26 527 000;47 460 000;97 815 000;3 580 185 000;3 700 451 000;4 018 058 000;4 282 909 000;4 299 490 000;4 174 738 000;4 192 660 000;4 203 648 000;4 230 662 000;4 279 944 000;4 427 328 000;4 214 608 000;2 296 873 000;2 562 614 000;2 809 709 000;3 013 844 000;3 086 056 000;2 936 175 000;2 939 397 000;2 982 495 000;3 032 614 000;3 044 243 000;2 814 615 000;2 851 370 000;677 933 000;710 932 000;801 106 000;842 198 000;812 173 000;820 377 000;864 657 000;882 518 000;896 192 000;921 407 000;925 063 000;898 322 000;273 163 000;135 665 000;147 939 000;169 853 000;132 258 000;156 649 000;132 182 000;88 655 000;58 100 000;84 653 000;449 283 000;226 296 000;272 572 000;270 653 000;269 685 000;269 711 000;269 792 000;268 331 000;266 479 000;264 931 000;262 533 000;242 167 000;241 757 000;230 757 000;24 694 000;24 871 000;25 042 000;25 219 000;25 390 000;25 567 000;25 744 000;25 915 000;26 092 000;25 027 000;25 197 000;25 366 000
211;АРКСБАНК, АО;1868;"БАНК ""АГЕНТСТВО РАСЧЕТНО-КРЕДИТНАЯ СИСТЕМА"" (АКЦИОНЕРНОЕ ОБЩЕСТВО)";105064, г. Москва, ул. Казакова, д. 27;Майоров Денис Владимирович;22.05.1992;26,5;;Ликвидируется;044525731;Москва;Непубличные акционерные общества;Частная собственность;428 680 000;;Находится в стадии ликвидации от 21.10.2016, Отозвана Лицензия на привлечение во вклады денежных средств физических лиц в рублях и иностранной валюте от 19.07.2016;654 622 000;633 054 000;711 597 000;601 458 000;624 272 000;652 408 000;617 276 000;702 146 000;576 145 000;583 885 000;576 028 000;585 265 000;325 374 000;209 895 000;241 920 000;86 275 000;108 573 000;49 091 000;284 139 000;93 465 000;14 047 000;51 067 000;21 614 000;18 999 000;36 506 000;31 776 000;26 890 000;22 947 000;18 742 000;16 731 000;24 209 000;858 000;158 113 000;2 556 000;48 972 000;22 799 000;0;0;0;0;0;0;0;0;0;109 815 000;109 831 000;138 066 000;271 694 000;373 517 000;423 431 000;473 405 000;473 425 000;550 967 000;261 258 000;531 222 000;331 566 000;347 030 000;321 923 000;321 961 000;271 028 000;222 846 000;222 846 000;222 846 000;222 846 000;550 388 000;260 673 000;530 651 000;331 000 000;346 446 000;311 346 000;311 346 000;121 000;121 000;31 000;0;0;0;0;0;0;0;0;0;545 000;150 550 000;200 554 000;250 559 000;250 579 000;579 000;585 000;571 000;566 000;584 000;10 577 000;10 615 000;2 287 000;2 439 000;2 489 000;2 550 000;2 470 000;2 735 000;3 474 000;3 640 000;3 541 000;3 436 000;3 942 000;3 793 000;0;0;0;0;0;0;0;0;0;109 815 000;109 831 000;138 066 000
212;ПРБ, ОАО;1730;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПЕРВЫЙ РЕСПУБЛИКАНСКИЙ БАНК""";123557, г. Москва, ул. Пресненский Вал, д. 14 корп. 3;Боев Игорь Владимирович;27.03.1992;27,0;;Ликвидируется;044525368;Москва;Публичные акционерные общества;Совместная частная и иностранная собственность;435 000 000;;Находится в стадии ликвидации от 05.08.2014, Решение о признании банка банкротом (о принудительной ликвидации) от 27.06.2014;32 208 340 000;33 251 520 000;34 063 676 000;34 772 820 000;35 630 358 000;36 646 801 000;37 263 227 000;37 738 192 000;38 195 027 000;38 923 185 000;40 063 327 000;39 694 792 000;1 090 459 000;1 134 649 000;1 078 047 000;970 000 000;1 400 436 000;1 398 803 000;1 271 216 000;1 563 945 000;1 151 519 000;882 421 000;1 643 521 000;901 284 000;763 617 000;1 409 038 000;1 238 507 000;720 107 000;732 866 000;401 837 000;330 159 000;388 685 000;359 305 000;339 299 000;763 794 000;371 902 000;2 386 593 000;2 173 540 000;1 916 059 000;2 017 188 000;2 044 654 000;2 057 984 000;2 063 904 000;2 035 307 000;1 902 025 000;2 285 626 000;2 179 239 000;2 260 973 000;25 480 857 000;25 976 909 000;27 289 567 000;28 569 167 000;28 824 584 000;30 251 864 000;30 691 706 000;31 045 108 000;32 076 134 000;32 689 830 000;32 847 373 000;33 544 548 000;17 915 649 000;19 559 185 000;21 000 456 000;22 106 426 000;23 419 285 000;24 544 879 000;25 092 282 000;25 487 966 000;26 051 580 000;27 110 202 000;28 906 632 000;29 241 638 000;1 279 366 000;1 123 128 000;1 310 468 000;1 400 509 000;1 439 124 000;1 442 801 000;1 438 745 000;1 458 688 000;1 435 142 000;1 460 518 000;989 782 000;1 286 636 000;5 043 187 000;3 925 465 000;3 800 600 000;3 869 597 000;3 364 004 000;3 618 300 000;3 548 860 000;3 451 392 000;3 933 242 000;3 448 169 000;2 496 882 000;2 674 692 000;939 111 000;940 366 000;939 117 000;938 287 000;932 872 000;898 052 000;897 505 000;896 786 000;895 119 000;880 779 000;889 259 000;885 905 000;0;0;0;0;0;0;0;0;0;0;0;0
213;ЛЕНОБЛБАНК, ООО;1003;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛЕНОБЛБАНК""";188643, Ленинградская обл., Всеволожский район, г. Всеволожск, шоссе Дорога Жизни, д. 24/85;Шубин Герман Александрович;28.11.1990;28,0;;Ликвидируется;044106741;Ленинградская область;Общества с ограниченной ответственностью;Частная собственность;439 600 000;;Находится в стадии ликвидации от 15.01.2016, Отозвана Лицензия на привлечение во вклады денежных средств физических лиц в рублях и иностранной валюте от 16.10.2015;1 995 409 000;2 060 135 000;2 135 088 000;2 305 430 000;2 685 040 000;2 781 648 000;3 040 675 000;3 154 016 000;3 342 553 000;3 529 011 000;3 526 041 000;3 837 244 000;72 800 000;85 264 000;67 753 000;96 351 000;186 713 000;78 286 000;86 697 000;68 423 000;556 082 000;251 558 000;251 561 000;63 320 000;27 811 000;42 768 000;88 346 000;105 566 000;110 457 000;132 386 000;147 146 000;89 052 000;110 070 000;136 771 000;87 226 000;35 065 000;186 894 000;301 555 000;301 769 000;302 571 000;291 652 000;311 688 000;353 365 000;353 895 000;387 992 000;378 599 000;604 873 000;477 499 000;1 244 595 000;1 165 662 000;1 201 156 000;1 321 911 000;1 378 363 000;1 445 884 000;1 623 106 000;1 573 091 000;1 600 474 000;1 815 614 000;1 714 830 000;1 767 748 000;750 083 000;648 222 000;650 245 000;740 595 000;754 805 000;811 896 000;859 618 000;842 715 000;925 059 000;883 623 000;1 002 244 000;1 050 648 000;229 717 000;256 490 000;281 215 000;295 780 000;299 115 000;319 407 000;338 578 000;329 537 000;423 801 000;444 743 000;466 465 000;475 893 000;136 774 000;132 668 000;132 849 000;182 355 000;226 688 000;206 835 000;314 772 000;291 892 000;40 099 000;276 373 000;76 499 000;69 851 000;34 947 000;37 160 000;41 241 000;40 827 000;40 713 000;67 287 000;87 884 000;86 680 000;134 608 000;134 471 000;138 943 000;194 597 000;45 052 000;45 587 000;46 105 000;46 640 000;35 218 000;55 527 000;46 083 000;46 563 000;80 446 000;71 060 000;46 782 000;5 403 000
214;ЛЕСБАНК, ОАО АКБ;1598;АКЦИОНЕРНЫЙ КОММЕРЧЕСКИЙ БАНК РАЗВИТИЯ ЛЕСНОЙ ПРОМЫШЛЕННОСТИ (ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО);, г. Москва, пер. Дмитровский, д. 3 корп. 4;Баклицкий Денис Николаевич;25.10.1991;27,0;;Ликвидируется;044525694;Москва;Публичные акционерные общества;Смешанная российская собственность с долей федеральной собственности;440 909 130;;Находится в стадии ликвидации от 19.01.2016, Отозвана Генеральная лицензия на осуществление банковских операций от 06.10.2015;4 719 068 000;4 761 591 000;4 686 204 000;4 671 864 000;5 256 789 000;5 353 686 000;5 428 950 000;5 187 403 000;4 627 908 000;4 517 997 000;4 343 491 000;4 437 973 000;455 693 000;565 972 000;562 942 000;486 976 000;515 801 000;524 920 000;649 921 000;506 105 000;204 549 000;261 302 000;416 368 000;244 308 000;365 032 000;374 472 000;303 646 000;316 114 000;338 138 000;401 023 000;338 050 000;408 816 000;316 803 000;300 337 000;272 098 000;223 877 000;848 250 000;872 273 000;719 284 000;640 207 000;716 501 000;673 245 000;511 819 000;300 483 000;305 262 000;289 207 000;200 792 000;140 357 000;2 752 317 000;2 629 674 000;2 798 022 000;2 873 016 000;3 301 839 000;3 355 458 000;3 658 926 000;3 591 082 000;3 515 940 000;3 408 055 000;3 265 122 000;3 624 171 000;1 614 994 000;1 697 854 000;1 950 239 000;1 921 736 000;1 983 781 000;2 055 659 000;2 139 945 000;2 345 303 000;2 327 005 000;2 405 009 000;2 405 042 000;2 514 161 000;517 119 000;554 886 000;495 027 000;463 334 000;622 831 000;667 518 000;679 644 000;669 624 000;665 853 000;652 905 000;573 893 000;545 592 000;420 747 000;180 752 000;140 755 000;280 020 000;430 626 000;370 630 000;580 636 000;310 404 000;250 281 000;80 290 000;286 000;282 467 000;34 891 000;34 476 000;34 099 000;35 372 000;35 017 000;34 606 000;34 206 000;33 794 000;33 487 000;33 104 000;32 686 000;32 299 000;738 491 000;758 190 000;604 323 000;524 546 000;600 076 000;556 034 000;393 770 000;300 483 000;305 262 000;289 207 000;200 792 000;140 357 000
215;КБ МЕЖТРАСТБАНК, ООО;2493;"""КОММЕРЧЕСКИЙ МЕЖРЕГИОНАЛЬНЫЙ ТРАСТОВЫЙ БАНК"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";127055, г. Москва, ул. Образцова, д. 7;Михеев Илья Владимирович;08.09.1993;25,5;;Ликвидируется;044525895;Москва;Общества с ограниченной ответственностью;Частная собственность;443 736 000;;Находится в стадии ликвидации от 26.04.2016, Отозвана Лицензия на привлечение во вклады денежных средств физических лиц в рублях и иностранной валюте от 29.01.2016, Сообщение должника о намерении обратиться в суд с заявлением о банкротстве от 11.09.2015;4 829 188 000;4 742 500 000;4 945 502 000;4 368 849 000;4 477 680 000;4 526 672 000;4 729 530 000;4 781 859 000;4 769 995 000;4 844 571 000;5 068 099 000;4 887 011 000;383 393 000;627 014 000;186 717 000;138 369 000;168 364 000;127 413 000;192 551 000;346 775 000;185 749 000;284 079 000;590 668 000;174 666 000;340 669 000;156 707 000;800 278 000;326 910 000;323 305 000;432 659 000;340 011 000;200 056 000;342 171 000;395 895 000;484 002 000;653 131 000;352 004 000;338 198 000;485 792 000;485 885 000;468 715 000;464 861 000;520 347 000;518 210 000;495 675 000;430 858 000;350 249 000;297 664 000;3 137 000 000;2 998 465 000;2 926 445 000;2 869 747 000;2 866 172 000;2 956 808 000;3 060 630 000;3 133 967 000;3 136 177 000;3 096 145 000;2 927 666 000;3 057 371 000;2 234 404 000;2 177 467 000;1 903 529 000;1 919 086 000;2 039 123 000;2 033 190 000;1 949 238 000;2 075 904 000;2 059 710 000;2 165 971 000;2 117 361 000;2 295 701 000;416 820 000;348 947 000;371 891 000;451 456 000;416 617 000;386 745 000;508 291 000;499 519 000;458 827 000;546 555 000;461 008 000;408 375 000;0;0;180 000 000;70 000 000;0;130 000 000;190 000 000;150 000 000;255 000 000;30 000 000;15 000 000;50 000 000;163 933 000;163 143 000;162 693 000;162 492 000;161 930 000;161 332 000;161 023 000;133 792 000;133 393 000;134 645 000;134 122 000;142 000 000;39 539 000;88 863 000;235 265 000;235 630 000;186 661 000;180 358 000;181 104 000;181 826 000;180 407 000;80 868 000;0;0
216;АГРОИНКОМБАНК, ПАО;1946;ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО АГРОИНВЕСТИЦИОННЫЙ КОММЕРЧЕСКИЙ БАНК;414000, Астраханская обл., г. Астрахань, ул. Пл. Ленина/Ул. Бурова, д. 10/3 офис 73;Захваткин Михаил Евгеньевич;27.06.1994;24,5;;Ликвидируется;041203726;Астраханская область;Публичные акционерные общества;Частная собственность;451 700 000;;Находится в стадии ликвидации от 14.12.2016, Отозвана Лицензия на привлечение во вклады денежных средств физических лиц в рублях и иностранной валюте от 02.11.2015;798 370 000;811 482 000;873 945 000;884 027 000;919 572 000;1 003 687 000;957 233 000;1 152 458 000;1 170 650 000;1 161 833 000;1 272 390 000;1 182 892 000;58 876 000;44 065 000;119 994 000;122 078 000;87 855 000;188 046 000;114 984 000;224 047 000;255 712 000;90 141 000;263 198 000;70 258 000;3 375 000;2 864 000;1 928 000;1 926 000;3 531 000;6 113 000;7 491 000;7 791 000;14 666 000;13 131 000;10 542 000;2 406 000;580 765 000;526 720 000;542 419 000;535 516 000;601 016 000;660 500 000;693 062 000;746 838 000;711 922 000;815 432 000;744 607 000;773 907 000;142 587 000;190 969 000;189 669 000;188 522 000;165 308 000;111 532 000;111 063 000;154 326 000;151 203 000;189 341 000;187 841 000;255 729 000;77 677 000;75 886 000;74 592 000;74 535 000;48 420 000;43 649 000;42 790 000;35 045 000;30 833 000;32 936 000;30 667 000;30 583 000;15 343 000;15 120 000;15 597 000;14 877 000;17 745 000;17 975 000;18 417 000;18 437 000;18 385 000;18 640 000;19 236 000;17 230 000;0;0;0;0;0;0;0;0;0;0;0;0;3 488 000;3 503 000;3 595 000;3 791 000;3 819 000;4 134 000;4 299 000;4 387 000;4 401 000;4 391 000;4 397 000;4 483 000;47 742 000;45 926 000;48 844 000;0;0;0;0;0;0;0;0;0
217;ИНТЕРКАПИТАЛ-БАНК, ООО КБ;2706;"КОММЕРЧЕСКИЙ БАНК ""ИНТЕРКАПИТАЛ-БАНК"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";430005, Мордовия респ, г. Саранск, ул. Ботевградская, д. 18 корп. 1;Махов Денис Владимирович;21.02.1994;25,0;;Ликвидируется;048952630;Мордовия (Республика);Общества с ограниченной ответственностью;Частная собственность;480 000 000;;Находится в стадии ликвидации от 19.05.2015, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 20.01.2015, Решение о признании должника банкротом и открытии конкурсного производства от 06.05.2015;2 464 026 000;2 508 752 000;2 623 550 000;2 725 963 000;2 717 193 000;2 102 919 000;1 702 694 000;1 723 607 000;1 758 631 000;1 835 714 000;1 985 340 000;2 037 169 000;133 116 000;118 137 000;112 646 000;131 852 000;133 249 000;141 452 000;107 144 000;132 586 000;66 950 000;81 104 000;128 700 000;172 312 000;125 047 000;78 525 000;121 645 000;99 032 000;30 611 000;55 371 000;58 747 000;40 384 000;42 137 000;52 428 000;134 385 000;73 457 000;571 960 000;571 023 000;379 227 000;520 986 000;533 764 000;319 946 000;174 227 000;199 008 000;258 482 000;159 202 000;128 941 000;198 854 000;1 332 026 000;1 472 151 000;1 773 480 000;1 776 552 000;1 759 610 000;1 364 459 000;1 162 007 000;1 138 090 000;1 169 168 000;1 315 108 000;1 361 552 000;1 309 001 000;1 202 347 000;1 199 161 000;1 264 231 000;1 393 966 000;1 435 994 000;1 159 769 000;950 498 000;970 310 000;1 017 259 000;1 063 583 000;1 084 243 000;990 950 000;129 679 000;122 990 000;174 249 000;177 586 000;128 616 000;154 690 000;101 509 000;102 630 000;117 241 000;147 077 000;153 081 000;164 043 000;0;150 000 000;335 000 000;205 000 000;195 000 000;50 000 000;110 000 000;60 000 000;30 000 000;100 000 000;120 000 000;150 000 000;22 353 000;20 629 000;19 700 000;20 364 000;19 162 000;19 093 000;17 931 000;17 022 000;16 647 000;18 269 000;17 576 000;17 053 000;467 009 000;477 270 000;280 774 000;427 360 000;447 064 000;310 572 000;174 227 000;199 008 000;258 482 000;159 202 000;128 941 000;198 854 000
