index;year;month;Наименование;Регистрационный номер;Наименование полное;Адрес (место нахождения);Руководитель ФИО;Дата регистрации;Возраст банка;Дата ликвидации;Статус;Банковский идентификационный номер;Регион регистрации;Организационно-правовая форма;Форма собственности;Уставный капитал, RUB;Важная информация;Чистые активы, RUB;Счета в Банке России, RUB;Коррсчета (НОСТРО), RUB;Ценные бумаги, RUB;Кредиты, RUB;Кредиты организациям, RUB;Кредиты физическим лицам, RUB;Кредиты другим банкам (МБК), RUB;Основные средства, RUB;Учтённые векселя, RUB;Прибыль (убыток) до налогообложения, RUB;Коррсчета (ЛОРО), RUB;Кредиты других банков (МБК), RUB;Средства клиентов, RUB;Средства организаций на расчетных счетах, RUB;Депозиты юридических лиц, RUB;Вклады физических лиц, RUB;Облигации, RUB;Векселя, RUB;Резервы на возможные потери, RUB;Капитал, RUB;Коэффициент покрытия Кредитного портфеля, %;Коэффициент обеспечения Кредитного портфеля, %;Коэффициент просроченной задолженности в Кредитном портфеле, %;Рентабельность активов-нетто (ROA), %;Рентабельность собственного капитала (ROE), %
13;2015;7;УРАЛТРАНСБАНК, ПАО;812;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""УРАЛЬСКИЙ ТРАНСПОРТНЫЙ БАНК""";620027, Свердловская обл., г. Екатеринбург, ул. Мельковская, д. 2 корп. Б;Сергеев Андрей Николаевич;15.11.1990;28,0;;В состоянии банкротства;46577406;Свердловская область;Публичные акционерные общества;Частная собственность;249 866 349;Отозвана Генеральная лицензия на осуществление банковских операций от 25.10.2018;16 190 628 000;3 527 264 000;168 464 000;374 442 000;7 475 787 000;4 069 217 000;3 286 084 000;119 704 000;1 316 923 000;14 200 000;-79 999 000;5 722 000;0;11 962 327 000;1 572 625 000;297 217 000;9 977 610 000;0;930 000;2 499 290 000;1 464 277 000;16,77%;96,97%;12,80%;;
13;2015;8;УРАЛТРАНСБАНК, ПАО;812;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""УРАЛЬСКИЙ ТРАНСПОРТНЫЙ БАНК""";620027, Свердловская обл., г. Екатеринбург, ул. Мельковская, д. 2 корп. Б;Сергеев Андрей Николаевич;15.11.1990;28,0;;В состоянии банкротства;46577406;Свердловская область;Публичные акционерные общества;Частная собственность;249 866 349;Отозвана Генеральная лицензия на осуществление банковских операций от 25.10.2018;16 428 903 000;3 922 187 000;216 873 000;377 236 000;7 305 759 000;3 919 901 000;3 250 161 000;134 920 000;1 318 261 000;14 200 000;-109 266 000;0;0;12 204 819 000;1 668 197 000;321 102 000;10 034 497 000;0;930 000;2 541 754 000;1 443 109 000;17,45%;98,93%;13,41%;;
13;2015;9;УРАЛТРАНСБАНК, ПАО;812;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""УРАЛЬСКИЙ ТРАНСПОРТНЫЙ БАНК""";620027, Свердловская обл., г. Екатеринбург, ул. Мельковская, д. 2 корп. Б;Сергеев Андрей Николаевич;15.11.1990;28,0;;В состоянии банкротства;46577406;Свердловская область;Публичные акционерные общества;Частная собственность;249 866 349;Отозвана Генеральная лицензия на осуществление банковских операций от 25.10.2018;16 453 877 000;4 110 156 000;160 206 000;372 112 000;7 247 509 000;3 945 927 000;3 166 382 000;134 428 000;1 318 008 000;14 200 000;-125 463 000;0;0;12 235 719 000;1 668 017 000;305 946 000;10 217 397 000;0;930 000;2 545 823 000;1 427 884 000;17,50%;99,97%;12,95%;;
13;2015;10;УРАЛТРАНСБАНК, ПАО;812;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""УРАЛЬСКИЙ ТРАНСПОРТНЫЙ БАНК""";620027, Свердловская обл., г. Екатеринбург, ул. Мельковская, д. 2 корп. Б;Сергеев Андрей Николаевич;15.11.1990;28,0;;В состоянии банкротства;46577406;Свердловская область;Публичные акционерные общества;Частная собственность;249 866 349;Отозвана Генеральная лицензия на осуществление банковских операций от 25.10.2018;16 573 434 000;4 064 832 000;153 082 000;372 616 000;7 104 393 000;3 908 815 000;3 064 602 000;130 210 000;1 265 070 000;14 200 000;-179 174 000;0;0;12 351 830 000;1 696 539 000;308 273 000;10 323 020 000;0;930 000;2 605 613 000;1 387 896 000;17,87%;101,20%;13,40%;;
13;2015;11;УРАЛТРАНСБАНК, ПАО;812;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""УРАЛЬСКИЙ ТРАНСПОРТНЫЙ БАНК""";620027, Свердловская обл., г. Екатеринбург, ул. Мельковская, д. 2 корп. Б;Сергеев Андрей Николаевич;15.11.1990;28,0;;В состоянии банкротства;46577406;Свердловская область;Публичные акционерные общества;Частная собственность;249 866 349;Отозвана Генеральная лицензия на осуществление банковских операций от 25.10.2018;16 853 295 000;4 727 183 000;204 027 000;374 516 000;6 921 894 000;3 824 125 000;2 962 618 000;134 391 000;1 261 458 000;14 200 000;-179 093 000;0;0;12 673 366 000;1 781 731 000;317 892 000;10 543 489 000;0;930 000;2 617 503 000;1 395 120 000;18,30%;105,43%;13,90%;;
13;2015;12;УРАЛТРАНСБАНК, ПАО;812;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""УРАЛЬСКИЙ ТРАНСПОРТНЫЙ БАНК""";620027, Свердловская обл., г. Екатеринбург, ул. Мельковская, д. 2 корп. Б;Сергеев Андрей Николаевич;15.11.1990;28,0;;В состоянии банкротства;46577406;Свердловская область;Публичные акционерные общества;Частная собственность;249 866 349;Отозвана Генеральная лицензия на осуществление банковских операций от 25.10.2018;17 329 661 000;5 139 096 000;149 570 000;372 776 000;6 483 094 000;3 501 089 000;2 833 358 000;147 892 000;1 271 311 000;14 200 000;-158 011 000;0;0;13 073 409 000;1 750 167 000;359 896 000;10 950 841 000;0;1 956 000;2 671 270 000;1 424 865 000;17,94%;110,07%;12,10%;;
13;2016;1;УРАЛТРАНСБАНК, ПАО;812;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""УРАЛЬСКИЙ ТРАНСПОРТНЫЙ БАНК""";620027, Свердловская обл., г. Екатеринбург, ул. Мельковская, д. 2 корп. Б;Сергеев Андрей Николаевич;15.11.1990;28,0;;В состоянии банкротства;46577406;Свердловская область;Публичные акционерные общества;Частная собственность;249 866 349;Отозвана Генеральная лицензия на осуществление банковских операций от 25.10.2018;16 443 427 000;6 059 528 000;188 436 000;299 612 000;5 607 488 000;3 711 470 000;1 895 336 000;0;1 122 930 000;142 000;-242 693 000;0;0;12 592 998 000;1 710 323 000;358 988 000;10 511 254 000;0;37 000;2 384 027 000;1 263 643 000;20,63%;107,70%;15,96%;-0,96%;-12,86%
13;2016;2;УРАЛТРАНСБАНК, ПАО;812;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""УРАЛЬСКИЙ ТРАНСПОРТНЫЙ БАНК""";620027, Свердловская обл., г. Екатеринбург, ул. Мельковская, д. 2 корп. Б;Сергеев Андрей Николаевич;15.11.1990;28,0;;В состоянии банкротства;46577406;Свердловская область;Публичные акционерные общества;Частная собственность;249 866 349;Отозвана Генеральная лицензия на осуществление банковских операций от 25.10.2018;16 443 427 000;6 059 528 000;188 436 000;299 612 000;5 607 488 000;3 711 470 000;1 895 336 000;0;1 122 930 000;142 000;-242 693 000;0;0;12 592 998 000;1 710 323 000;358 988 000;10 511 254 000;0;37 000;2 384 027 000;1 263 643 000;20,63%;107,70%;15,96%;-0,96%;-12,86%
13;2016;3;УРАЛТРАНСБАНК, ПАО;812;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""УРАЛЬСКИЙ ТРАНСПОРТНЫЙ БАНК""";620027, Свердловская обл., г. Екатеринбург, ул. Мельковская, д. 2 корп. Б;Сергеев Андрей Николаевич;15.11.1990;28,0;;В состоянии банкротства;46577406;Свердловская область;Публичные акционерные общества;Частная собственность;249 866 349;Отозвана Генеральная лицензия на осуществление банковских операций от 25.10.2018;17 810 422 000;5 827 860 000;183 272 000;299 613 000;6 481 994 000;3 796 244 000;2 547 798 000;137 215 000;1 112 828 000;142 000;-105 083 000;0;0;13 443 136 000;1 793 867 000;332 878 000;11 285 565 000;0;731 000;2 775 008 000;1 323 266 000;18,18%;110,40%;13,07%;;
13;2016;4;УРАЛТРАНСБАНК, ПАО;812;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""УРАЛЬСКИЙ ТРАНСПОРТНЫЙ БАНК""";620027, Свердловская обл., г. Екатеринбург, ул. Мельковская, д. 2 корп. Б;Сергеев Андрей Николаевич;15.11.1990;28,0;;В состоянии банкротства;46577406;Свердловская область;Публичные акционерные общества;Частная собственность;249 866 349;Отозвана Генеральная лицензия на осуществление банковских операций от 25.10.2018;17 668 780 000;5 694 970 000;152 628 000;299 613 000;6 441 606 000;3 838 685 000;2 470 791 000;131 399 000;1 108 169 000;142 000;-114 643 000;0;0;13 277 692 000;1 706 135 000;347 789 000;11 177 639 000;0;731 000;2 787 711 000;1 367 459 000;18,38%;110,17%;13,27%;;
13;2016;5;УРАЛТРАНСБАНК, ПАО;812;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""УРАЛЬСКИЙ ТРАНСПОРТНЫЙ БАНК""";620027, Свердловская обл., г. Екатеринбург, ул. Мельковская, д. 2 корп. Б;Сергеев Андрей Николаевич;15.11.1990;28,0;;В состоянии банкротства;46577406;Свердловская область;Публичные акционерные общества;Частная собственность;249 866 349;Отозвана Генеральная лицензия на осуществление банковских операций от 25.10.2018;17 791 217 000;6 002 115 000;104 704 000;299 613 000;6 401 505 000;3 869 146 000;2 398 279 000;133 354 000;1 105 328 000;142 000;-189 752 000;0;0;13 435 758 000;1 994 185 000;351 248 000;11 035 418 000;0;732 000;2 853 600 000;1 298 398 000;19,37%;110,60%;13,70%;;
13;2016;6;УРАЛТРАНСБАНК, ПАО;812;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""УРАЛЬСКИЙ ТРАНСПОРТНЫЙ БАНК""";620027, Свердловская обл., г. Екатеринбург, ул. Мельковская, д. 2 корп. Б;Сергеев Андрей Николаевич;15.11.1990;28,0;;В состоянии банкротства;46577406;Свердловская область;Публичные акционерные общества;Частная собственность;249 866 349;Отозвана Генеральная лицензия на осуществление банковских операций от 25.10.2018;16 443 427 000;6 059 528 000;188 436 000;299 612 000;5 607 488 000;3 711 470 000;1 895 336 000;0;1 122 930 000;142 000;-242 693 000;0;0;12 592 998 000;1 710 323 000;358 988 000;10 511 254 000;0;37 000;2 384 027 000;1 263 643 000;20,63%;107,70%;15,96%;-0,96%;-12,86%
13;2016;7;УРАЛТРАНСБАНК, ПАО;812;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""УРАЛЬСКИЙ ТРАНСПОРТНЫЙ БАНК""";620027, Свердловская обл., г. Екатеринбург, ул. Мельковская, д. 2 корп. Б;Сергеев Андрей Николаевич;15.11.1990;28,0;;В состоянии банкротства;46577406;Свердловская область;Публичные акционерные общества;Частная собственность;249 866 349;Отозвана Генеральная лицензия на осуществление банковских операций от 25.10.2018;17 421 772 000;6 274 080 000;117 559 000;299 613 000;5 988 194 000;3 551 752 000;2 302 314 000;133 415 000;1 094 315 000;142 000;-202 716 000;0;0;13 142 255 000;1 792 852 000;359 174 000;10 960 116 000;0;732 000;2 775 893 000;1 285 576 000;21,00%;113,67%;15,27%;-0,71%;-8,83%
13;2016;8;УРАЛТРАНСБАНК, ПАО;812;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""УРАЛЬСКИЙ ТРАНСПОРТНЫЙ БАНК""";620027, Свердловская обл., г. Екатеринбург, ул. Мельковская, д. 2 корп. Б;Сергеев Андрей Николаевич;15.11.1990;28,0;;В состоянии банкротства;46577406;Свердловская область;Публичные акционерные общества;Частная собственность;249 866 349;Отозвана Генеральная лицензия на осуществление банковских операций от 25.10.2018;17 230 530 000;6 166 613 000;152 654 000;299 612 000;5 993 828 000;3 610 543 000;2 251 595 000;130 983 000;1 107 054 000;142 000;-231 433 000;0;0;13 062 404 000;2 013 729 000;367 473 000;10 643 506 000;0;732 000;2 724 522 000;1 250 851 000;21,60%;112,81%;15,54%;-0,76%;-9,52%
13;2016;9;УРАЛТРАНСБАНК, ПАО;812;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""УРАЛЬСКИЙ ТРАНСПОРТНЫЙ БАНК""";620027, Свердловская обл., г. Екатеринбург, ул. Мельковская, д. 2 корп. Б;Сергеев Андрей Николаевич;15.11.1990;28,0;;В состоянии банкротства;46577406;Свердловская область;Публичные акционерные общества;Частная собственность;249 866 349;Отозвана Генеральная лицензия на осуществление банковских операций от 25.10.2018;16 866 019 000;5 991 964 000;113 402 000;366 324 000;5 945 411 000;3 751 367 000;2 193 343 000;0;1 115 958 000;142 000;-265 987 000;0;0;12 753 626 000;1 799 869 000;374 356 000;10 554 567 000;0;732 000;2 723 380 000;1 219 175 000;21,53%;111,69%;15,89%;-0,80%;-10,29%
13;2016;10;УРАЛТРАНСБАНК, ПАО;812;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""УРАЛЬСКИЙ ТРАНСПОРТНЫЙ БАНК""";620027, Свердловская обл., г. Екатеринбург, ул. Мельковская, д. 2 корп. Б;Сергеев Андрей Николаевич;15.11.1990;28,0;;В состоянии банкротства;46577406;Свердловская область;Публичные акционерные общества;Частная собственность;249 866 349;Отозвана Генеральная лицензия на осуществление банковских операций от 25.10.2018;16 879 185 000;5 890 129 000;148 607 000;367 631 000;5 997 193 000;3 849 191 000;2 147 307 000;0;1 115 544 000;142 000;-282 057 000;0;0;12 723 584 000;1 906 627 000;368 070 000;10 421 522 000;0;732 000;2 760 576 000;1 206 090 000;21,56%;112,40%;16,10%;-0,85%;-11,07%
13;2016;11;УРАЛТРАНСБАНК, ПАО;812;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""УРАЛЬСКИЙ ТРАНСПОРТНЫЙ БАНК""";620027, Свердловская обл., г. Екатеринбург, ул. Мельковская, д. 2 корп. Б;Сергеев Андрей Николаевич;15.11.1990;28,0;;В состоянии банкротства;46577406;Свердловская область;Публичные акционерные общества;Частная собственность;249 866 349;Отозвана Генеральная лицензия на осуществление банковских операций от 25.10.2018;16 811 521 000;5 974 481 000;145 949 000;299 612 000;5 900 878 000;3 810 180 000;2 088 618 000;0;1 128 292 000;142 000;-296 278 000;0;0;12 606 793 000;1 822 812 000;362 548 000;10 389 595 000;0;732 000;2 789 431 000;1 203 645 000;22,29%;110,75%;16,84%;-0,90%;-11,85%
13;2016;12;УРАЛТРАНСБАНК, ПАО;812;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""УРАЛЬСКИЙ ТРАНСПОРТНЫЙ БАНК""";620027, Свердловская обл., г. Екатеринбург, ул. Мельковская, д. 2 корп. Б;Сергеев Андрей Николаевич;15.11.1990;28,0;;В состоянии банкротства;46577406;Свердловская область;Публичные акционерные общества;Частная собственность;249 866 349;Отозвана Генеральная лицензия на осуществление банковских операций от 25.10.2018;16 443 427 000;6 059 528 000;188 436 000;299 612 000;5 607 488 000;3 711 470 000;1 895 336 000;0;1 122 930 000;142 000;-242 693 000;0;0;12 592 998 000;1 710 323 000;358 988 000;10 511 254 000;0;37 000;2 384 027 000;1 263 643 000;20,63%;107,70%;15,96%;-0,96%;-12,86%
13;2017;1;УРАЛТРАНСБАНК, ПАО;812;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""УРАЛЬСКИЙ ТРАНСПОРТНЫЙ БАНК""";620027, Свердловская обл., г. Екатеринбург, ул. Мельковская, д. 2 корп. Б;Сергеев Андрей Николаевич;15.11.1990;28,0;;В состоянии банкротства;46577406;Свердловская область;Публичные акционерные общества;Частная собственность;249 866 349;Отозвана Генеральная лицензия на осуществление банковских операций от 25.10.2018;14 294 526 000;763 695 000;132 834 000;2 314 621 000;6 984 075 000;3 369 374 000;1 431 667 000;2 182 434 000;780 234 000;142 000;-331 399 000;0;0;10 497 144 000;1 194 136 000;380 406 000;8 908 402 000;0;37 000;2 669 126 000;890 243 000;23,87%;158,80%;18,55%;-1,55%;-23,91%
13;2017;2;УРАЛТРАНСБАНК, ПАО;812;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""УРАЛЬСКИЙ ТРАНСПОРТНЫЙ БАНК""";620027, Свердловская обл., г. Екатеринбург, ул. Мельковская, д. 2 корп. Б;Сергеев Андрей Николаевич;15.11.1990;28,0;;В состоянии банкротства;46577406;Свердловская область;Публичные акционерные общества;Частная собственность;249 866 349;Отозвана Генеральная лицензия на осуществление банковских операций от 25.10.2018;14 294 526 000;763 695 000;132 834 000;2 314 621 000;6 984 075 000;3 369 374 000;1 431 667 000;2 182 434 000;780 234 000;142 000;-331 399 000;0;0;10 497 144 000;1 194 136 000;380 406 000;8 908 402 000;0;37 000;2 669 126 000;890 243 000;23,87%;158,80%;18,55%;-1,55%;-23,91%
13;2017;3;УРАЛТРАНСБАНК, ПАО;812;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""УРАЛЬСКИЙ ТРАНСПОРТНЫЙ БАНК""";620027, Свердловская обл., г. Екатеринбург, ул. Мельковская, д. 2 корп. Б;Сергеев Андрей Николаевич;15.11.1990;28,0;;В состоянии банкротства;46577406;Свердловская область;Публичные акционерные общества;Частная собственность;249 866 349;Отозвана Генеральная лицензия на осуществление банковских операций от 25.10.2018;15 671 661 000;5 558 950 000;112 667 000;365 019 000;5 601 119 000;3 856 465 000;1 743 992 000;0;1 119 197 000;142 000;-141 393 000;0;0;11 625 104 000;1 525 838 000;377 624 000;9 709 901 000;0;37 000;2 743 931 000;1 108 612 000;22,65%;110,22%;15,52%;-1,15%;-15,54%
13;2017;4;УРАЛТРАНСБАНК, ПАО;812;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""УРАЛЬСКИЙ ТРАНСПОРТНЫЙ БАНК""";620027, Свердловская обл., г. Екатеринбург, ул. Мельковская, д. 2 корп. Б;Сергеев Андрей Николаевич;15.11.1990;28,0;;В состоянии банкротства;46577406;Свердловская область;Публичные акционерные общества;Частная собственность;249 866 349;Отозвана Генеральная лицензия на осуществление банковских операций от 25.10.2018;15 768 515 000;5 674 758 000;160 360 000;369 043 000;5 554 234 000;3 852 439 000;1 701 139 000;0;1 118 081 000;142 000;-213 335 000;0;0;11 695 074 000;1 623 051 000;375 792 000;9 677 967 000;0;37 000;2 823 859 000;1 001 447 000;22,90%;109,57%;15,96%;-1,15%;-15,61%
13;2017;5;УРАЛТРАНСБАНК, ПАО;812;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""УРАЛЬСКИЙ ТРАНСПОРТНЫЙ БАНК""";620027, Свердловская обл., г. Екатеринбург, ул. Мельковская, д. 2 корп. Б;Сергеев Андрей Николаевич;15.11.1990;28,0;;В состоянии банкротства;46577406;Свердловская область;Публичные акционерные общества;Частная собственность;249 866 349;Отозвана Генеральная лицензия на осуществление банковских операций от 25.10.2018;15 689 877 000;5 230 588 000;690 909 000;323 576 000;5 494 685 000;3 821 555 000;1 672 481 000;0;1 113 370 000;142 000;-284 286 000;0;0;11 660 511 000;1 712 809 000;399 153 000;9 534 701 000;0;37 000;2 835 650 000;871 178 000;23,34%;109,25%;16,34%;-1,18%;-16,12%
13;2017;6;УРАЛТРАНСБАНК, ПАО;812;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""УРАЛЬСКИЙ ТРАНСПОРТНЫЙ БАНК""";620027, Свердловская обл., г. Екатеринбург, ул. Мельковская, д. 2 корп. Б;Сергеев Андрей Николаевич;15.11.1990;28,0;;В состоянии банкротства;46577406;Свердловская область;Публичные акционерные общества;Частная собственность;249 866 349;Отозвана Генеральная лицензия на осуществление банковских операций от 25.10.2018;15 006 996 000;4 694 856 000;480 542 000;323 031 000;5 511 614 000;3 874 927 000;1 636 045 000;0;876 365 000;142 000;-301 973 000;0;0;11 007 734 000;1 358 231 000;408 176 000;9 225 379 000;0;37 000;2 851 491 000;857 535 000;23,47%;108,10%;16,70%;-1,23%;-17,12%
13;2017;7;УРАЛТРАНСБАНК, ПАО;812;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""УРАЛЬСКИЙ ТРАНСПОРТНЫЙ БАНК""";620027, Свердловская обл., г. Екатеринбург, ул. Мельковская, д. 2 корп. Б;Сергеев Андрей Николаевич;15.11.1990;28,0;;В состоянии банкротства;46577406;Свердловская область;Публичные акционерные общества;Частная собственность;249 866 349;Отозвана Генеральная лицензия на осуществление банковских операций от 25.10.2018;14 294 526 000;763 695 000;132 834 000;2 314 621 000;6 984 075 000;3 369 374 000;1 431 667 000;2 182 434 000;780 234 000;142 000;-331 399 000;0;0;10 497 144 000;1 194 136 000;380 406 000;8 908 402 000;0;37 000;2 669 126 000;890 243 000;23,87%;158,80%;18,55%;-1,55%;-23,91%
13;2017;8;УРАЛТРАНСБАНК, ПАО;812;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""УРАЛЬСКИЙ ТРАНСПОРТНЫЙ БАНК""";620027, Свердловская обл., г. Екатеринбург, ул. Мельковская, д. 2 корп. Б;Сергеев Андрей Николаевич;15.11.1990;28,0;;В состоянии банкротства;46577406;Свердловская область;Публичные акционерные общества;Частная собственность;249 866 349;Отозвана Генеральная лицензия на осуществление банковских операций от 25.10.2018;14 455 126 000;2 727 009 000;100 814 000;2 302 782 000;5 430 751 000;3 844 701 000;1 585 421 000;0;796 917 000;142 000;-338 719 000;0;0;10 472 274 000;1 243 213 000;382 650 000;8 833 301 000;0;37 000;2 835 815 000;858 523 000;23,68%;106,14%;16,96%;-1,37%;-19,94%
13;2017;9;УРАЛТРАНСБАНК, ПАО;812;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""УРАЛЬСКИЙ ТРАНСПОРТНЫЙ БАНК""";620027, Свердловская обл., г. Екатеринбург, ул. Мельковская, д. 2 корп. Б;Сергеев Андрей Николаевич;15.11.1990;28,0;;В состоянии банкротства;46577406;Свердловская область;Публичные акционерные общества;Частная собственность;249 866 349;Отозвана Генеральная лицензия на осуществление банковских операций от 25.10.2018;14 386 439 000;2 643 425 000;120 123 000;2 319 095 000;5 361 702 000;3 811 592 000;1 549 488 000;0;790 994 000;142 000;-302 503 000;0;0;10 418 049 000;1 273 089 000;374 404 000;8 748 253 000;0;37 000;2 799 574 000;932 933 000;23,37%;106,58%;17,26%;-1,43%;-21,25%
13;2017;10;УРАЛТРАНСБАНК, ПАО;812;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""УРАЛЬСКИЙ ТРАНСПОРТНЫЙ БАНК""";620027, Свердловская обл., г. Екатеринбург, ул. Мельковская, д. 2 корп. Б;Сергеев Андрей Николаевич;15.11.1990;28,0;;В состоянии банкротства;46577406;Свердловская область;Публичные акционерные общества;Частная собственность;249 866 349;Отозвана Генеральная лицензия на осуществление банковских операций от 25.10.2018;14 449 770 000;2 754 193 000;125 242 000;2 333 694 000;5 267 364 000;3 757 819 000;1 508 930 000;0;782 858 000;142 000;-293 179 000;0;0;10 462 641 000;1 355 307 000;361 611 000;8 721 949 000;0;37 000;2 790 322 000;962 089 000;23,68%;109,10%;18,39%;-1,48%;-22,24%
13;2017;11;УРАЛТРАНСБАНК, ПАО;812;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""УРАЛЬСКИЙ ТРАНСПОРТНЫЙ БАНК""";620027, Свердловская обл., г. Екатеринбург, ул. Мельковская, д. 2 корп. Б;Сергеев Андрей Николаевич;15.11.1990;28,0;;В состоянии банкротства;46577406;Свердловская область;Публичные акционерные общества;Частная собственность;249 866 349;Отозвана Генеральная лицензия на осуществление банковских операций от 25.10.2018;14 284 599 000;3 941 017 000;111 701 000;1 303 995 000;5 000 685 000;3 521 940 000;1 478 138 000;0;778 475 000;142 000;-337 403 000;0;0;10 358 918 000;1 272 685 000;353 275 000;8 712 895 000;0;37 000;2 771 263 000;874 937 000;24,53%;110,33%;19,72%;-1,51%;-22,83%
13;2017;12;УРАЛТРАНСБАНК, ПАО;812;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""УРАЛЬСКИЙ ТРАНСПОРТНЫЙ БАНК""";620027, Свердловская обл., г. Екатеринбург, ул. Мельковская, д. 2 корп. Б;Сергеев Андрей Николаевич;15.11.1990;28,0;;В состоянии банкротства;46577406;Свердловская область;Публичные акционерные общества;Частная собственность;249 866 349;Отозвана Генеральная лицензия на осуществление банковских операций от 25.10.2018;14 294 526 000;763 695 000;132 834 000;2 314 621 000;6 984 075 000;3 369 374 000;1 431 667 000;2 182 434 000;780 234 000;142 000;-331 399 000;0;0;10 497 144 000;1 194 136 000;380 406 000;8 908 402 000;0;37 000;2 669 126 000;890 243 000;23,87%;158,80%;18,55%;-1,55%;-23,91%
13;2018;1;УРАЛТРАНСБАНК, ПАО;812;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""УРАЛЬСКИЙ ТРАНСПОРТНЫЙ БАНК""";620027, Свердловская обл., г. Екатеринбург, ул. Мельковская, д. 2 корп. Б;Сергеев Андрей Николаевич;15.11.1990;28,0;;В состоянии банкротства;46577406;Свердловская область;Публичные акционерные общества;Частная собственность;249 866 349;Отозвана Генеральная лицензия на осуществление банковских операций от 25.10.2018;;;;;;;;;;;;;;;;;;;;;;;;;;
13;2018;2;УРАЛТРАНСБАНК, ПАО;812;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""УРАЛЬСКИЙ ТРАНСПОРТНЫЙ БАНК""";620027, Свердловская обл., г. Екатеринбург, ул. Мельковская, д. 2 корп. Б;Сергеев Андрей Николаевич;15.11.1990;28,0;;В состоянии банкротства;46577406;Свердловская область;Публичные акционерные общества;Частная собственность;249 866 349;Отозвана Генеральная лицензия на осуществление банковских операций от 25.10.2018;;;;;;;;;;;;;;;;;;;;;;;;;;
13;2018;3;УРАЛТРАНСБАНК, ПАО;812;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""УРАЛЬСКИЙ ТРАНСПОРТНЫЙ БАНК""";620027, Свердловская обл., г. Екатеринбург, ул. Мельковская, д. 2 корп. Б;Сергеев Андрей Николаевич;15.11.1990;28,0;;В состоянии банкротства;46577406;Свердловская область;Публичные акционерные общества;Частная собственность;249 866 349;Отозвана Генеральная лицензия на осуществление банковских операций от 25.10.2018;14 073 936 000;682 240 000;104 467 000;3 802 046 000;5 564 111 000;3 249 267 000;1 314 266 000;1 000 000 000;767 038 000;142 000;-191 496 000;0;0;10 360 736 000;1 103 603 000;314 140 000;8 925 361 000;0.0;37 000;2 809 301 000;416 445 000;28,03%;133,92%;20,23%;-1,86%;-32,26%
