Выборка банков;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
№;Наименование;Регистрационный номер;Наименование полное;Адрес (место нахождения);Руководитель ФИО;Дата регистрации;Возраст банка;Дата ликвидации;Статус;Банковский идентификационный номер;Регион регистрации;Организационно-правовая форма;Форма собственности;Уставный капитал, RUB;Важная информация;2017 - 2мес., Чистые активы, RUB;2017 - 3мес., Чистые активы, RUB;2017 - 4мес., Чистые активы, RUB;2017 - 5мес., Чистые активы, RUB;2017 - 6мес., Чистые активы, RUB;2017 - 7мес., Чистые активы, RUB;2017 - 8мес., Чистые активы, RUB;2017 - 9мес., Чистые активы, RUB;2017 - 10мес., Чистые активы, RUB;2017 - 11мес., Чистые активы, RUB;2017 - 12мес., Чистые активы, RUB;2018 - 1мес., Чистые активы, RUB;2017 - 2мес., Счета в Банке России, RUB;2017 - 3мес., Счета в Банке России, RUB;2017 - 4мес., Счета в Банке России, RUB;2017 - 5мес., Счета в Банке России, RUB;2017 - 6мес., Счета в Банке России, RUB;2017 - 7мес., Счета в Банке России, RUB;2017 - 8мес., Счета в Банке России, RUB;2017 - 9мес., Счета в Банке России, RUB;2017 - 10мес., Счета в Банке России, RUB;2017 - 11мес., Счета в Банке России, RUB;2017 - 12мес., Счета в Банке России, RUB;2018 - 1мес., Счета в Банке России, RUB;2017 - 2мес., Коррсчета (НОСТРО), RUB;2017 - 3мес., Коррсчета (НОСТРО), RUB;2017 - 4мес., Коррсчета (НОСТРО), RUB;2017 - 5мес., Коррсчета (НОСТРО), RUB;2017 - 6мес., Коррсчета (НОСТРО), RUB;2017 - 7мес., Коррсчета (НОСТРО), RUB;2017 - 8мес., Коррсчета (НОСТРО), RUB;2017 - 9мес., Коррсчета (НОСТРО), RUB;2017 - 10мес., Коррсчета (НОСТРО), RUB;2017 - 11мес., Коррсчета (НОСТРО), RUB;2017 - 12мес., Коррсчета (НОСТРО), RUB;2018 - 1мес., Коррсчета (НОСТРО), RUB;2017 - 2мес., Ценные бумаги, RUB;2017 - 3мес., Ценные бумаги, RUB;2017 - 4мес., Ценные бумаги, RUB;2017 - 5мес., Ценные бумаги, RUB;2017 - 6мес., Ценные бумаги, RUB;2017 - 7мес., Ценные бумаги, RUB;2017 - 8мес., Ценные бумаги, RUB;2017 - 9мес., Ценные бумаги, RUB;2017 - 10мес., Ценные бумаги, RUB;2017 - 11мес., Ценные бумаги, RUB;2017 - 12мес., Ценные бумаги, RUB;2018 - 1мес., Ценные бумаги, RUB;2017 - 2мес., Кредиты, RUB;2017 - 3мес., Кредиты, RUB;2017 - 4мес., Кредиты, RUB;2017 - 5мес., Кредиты, RUB;2017 - 6мес., Кредиты, RUB;2017 - 7мес., Кредиты, RUB;2017 - 8мес., Кредиты, RUB;2017 - 9мес., Кредиты, RUB;2017 - 10мес., Кредиты, RUB;2017 - 11мес., Кредиты, RUB;2017 - 12мес., Кредиты, RUB;2018 - 1мес., Кредиты, RUB;2017 - 2мес., Кредиты организациям, RUB;2017 - 3мес., Кредиты организациям, RUB;2017 - 4мес., Кредиты организациям, RUB;2017 - 5мес., Кредиты организациям, RUB;2017 - 6мес., Кредиты организациям, RUB;2017 - 7мес., Кредиты организациям, RUB;2017 - 8мес., Кредиты организациям, RUB;2017 - 9мес., Кредиты организациям, RUB;2017 - 10мес., Кредиты организациям, RUB;2017 - 11мес., Кредиты организациям, RUB;2017 - 12мес., Кредиты организациям, RUB;2018 - 1мес., Кредиты организациям, RUB;2017 - 2мес., Кредиты физическим лицам, RUB;2017 - 3мес., Кредиты физическим лицам, RUB;2017 - 4мес., Кредиты физическим лицам, RUB;2017 - 5мес., Кредиты физическим лицам, RUB;2017 - 6мес., Кредиты физическим лицам, RUB;2017 - 7мес., Кредиты физическим лицам, RUB;2017 - 8мес., Кредиты физическим лицам, RUB;2017 - 9мес., Кредиты физическим лицам, RUB;2017 - 10мес., Кредиты физическим лицам, RUB;2017 - 11мес., Кредиты физическим лицам, RUB;2017 - 12мес., Кредиты физическим лицам, RUB;2018 - 1мес., Кредиты физическим лицам, RUB;2017 - 2мес., Кредиты другим банкам (МБК), RUB;2017 - 3мес., Кредиты другим банкам (МБК), RUB;2017 - 4мес., Кредиты другим банкам (МБК), RUB;2017 - 5мес., Кредиты другим банкам (МБК), RUB;2017 - 6мес., Кредиты другим банкам (МБК), RUB;2017 - 7мес., Кредиты другим банкам (МБК), RUB;2017 - 8мес., Кредиты другим банкам (МБК), RUB;2017 - 9мес., Кредиты другим банкам (МБК), RUB;2017 - 10мес., Кредиты другим банкам (МБК), RUB;2017 - 11мес., Кредиты другим банкам (МБК), RUB;2017 - 12мес., Кредиты другим банкам (МБК), RUB;2018 - 1мес., Кредиты другим банкам (МБК), RUB;2017 - 2мес., Основные средства, RUB;2017 - 3мес., Основные средства, RUB;2017 - 4мес., Основные средства, RUB;2017 - 5мес., Основные средства, RUB;2017 - 6мес., Основные средства, RUB;2017 - 7мес., Основные средства, RUB;2017 - 8мес., Основные средства, RUB;2017 - 9мес., Основные средства, RUB;2017 - 10мес., Основные средства, RUB;2017 - 11мес., Основные средства, RUB;2017 - 12мес., Основные средства, RUB;2018 - 1мес., Основные средства, RUB;2017 - 2мес., Учтённые векселя, RUB;2017 - 3мес., Учтённые векселя, RUB;2017 - 4мес., Учтённые векселя, RUB;2017 - 5мес., Учтённые векселя, RUB;2017 - 6мес., Учтённые векселя, RUB;2017 - 7мес., Учтённые векселя, RUB;2017 - 8мес., Учтённые векселя, RUB;2017 - 9мес., Учтённые векселя, RUB;2017 - 10мес., Учтённые векселя, RUB;2017 - 11мес., Учтённые векселя, RUB;2017 - 12мес., Учтённые векселя, RUB;2018 - 1мес., Учтённые векселя, RUB
105;ИПФ БАНК, ООО;899;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИПФ БАНК""";125009, г. Москва, пер. Газетный, д. 17 корп. 2;Морозов Сергей Александрович;02.04.1999;20,0;07.02.2014;Недействующая;;Москва;Общества с ограниченной ответственностью;Собственность иностранных юридических лиц;17 407 182;Ликвидировано от 07.02.2014, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 24.06.2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
106;КИП-БАНК (ООО), КБ;2843;"КОММЕРЧЕСКИЙ БАНК ""КОНВЕРСИИ, ИНВЕСТИЦИЙ И ПРИВАТИЗАЦИИ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";109263, г. Москва, ул. Чистова, д. 24А;Укладникова Ольга Николаевна;16.05.1994;24,5;18.02.2016;Недействующая;044552964;Москва;Общества с ограниченной ответственностью;Частная собственность;47 600 000;Ликвидировано по решению суда от 18.02.2016, Отозвана Генеральная лицензия на осуществление банковских операций от 08.08.2014, Решение о признании банка банкротом (о принудительной ликвидации) от 02.10.2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
107;ДАГЕСТАН ООО, КБСР;543;"КОММЕРЧЕСКИЙ БАНК СОЦИАЛЬНОГО РАЗВИТИЯ ""ДАГЕСТАН"" ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ";367000, Дагестан респ, г. Махачкала, ул. Даниялова А.Д, д. 12;Хираманов Абакар Гарунович;15.06.1993;25,5;20.10.2015;Недействующая;048209769;Дагестан (Республика);Общества с ограниченной ответственностью;Смешанная российская собственность с долей собственности субъектов Российской Федерации;5 858 000;Ликвидировано по решению суда от 20.10.2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
108;МОЙ БАНК (ООО);2939;"""МОЙ БАНК"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";105064, г. Москва, ул. Садовая-Черногрязская, д. 13/3 корп. 1;Корженкова Наталья Игоревна;29.06.1994;24,5;10.03.2016;Недействующая;044525088;Москва;Общества с ограниченной ответственностью;Совместная частная и иностранная собственность;550 681 000;Ликвидировано вследствие банкротства от 10.03.2016, Решение о признании должника банкротом и открытии конкурсного производства от 28.03.2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
109;АГРОХИМБАНК, ОАО;119;БАНК РАЗВИТИЯ АГРАРНОЙ И ХИМИЧЕСКОЙ ПРОМЫШЛЕННОСТИ (ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО);119992, г. Москва, пер. Знаменский Б, д. 2 корп. 3;Михеев Илья Владимирович;23.06.1989;29,5;13.01.2016;Недействующая;;Москва;Публичные акционерные общества;Частная собственность;500 000 000;Ликвидировано вследствие банкротства от 13.01.2016, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 29.12.2008, Решение о признании должника банкротом и открытии конкурсного производства от 19.02.2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
110;СОВИНКОМ ООО, КБ;2302;"КОММЕРЧЕСКИЙ БАНК ""СОВИНКОМ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";107076, г. Москва, ул. Атарбекова, д. 4Б;Корженкова Наталья Игоревна;20.04.1993;25,5;09.11.2016;Недействующая;044585288;Москва;Общества с ограниченной ответственностью;Совместная частная и иностранная собственность;285 000 000;Ликвидировано по решению суда от 09.11.2016, Решение о признании должника банкротом и открытии конкурсного производства от 27.05.2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
111;ДЕЛНА БАНК, ООО;971;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КОММЕРЧЕСКИЙ БАНК ""ДЕЛОВОЙ НАКОПИТЕЛЬНЫЙ БАНК""";129085, г. Москва, проспект Мира, д. 95 корп. 2;Баушева Надежда Сергеевна;27.11.1990;28,0;18.12.2017;Недействующая;;Москва;Общества с ограниченной ответственностью;Частная собственность;166 800 000;Ликвидировано вследствие банкротства от 18.12.2017, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 26.02.2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
112;РУСЮГБАНК, ПАО КБ;2093;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО КОММЕРЧЕСКИЙ БАНК ""РУССКИЙ ЮЖНЫЙ БАНК""";400066, Волгоградская обл., г. Волгоград, ул. Им Гагарина, д. 7;Ерофеев Игорь Васильевич;09.09.1992;26,5;10.06.2018;Недействующая;041806791;Волгоградская область;Публичные акционерные общества;Частная собственность;250 320 000;Прекратило деятельность при присоединении от 10.06.2018;8 947 532 000;9 006 975 000;9 088 021 000;9 233 726 000;9 184 768 000;9 347 839 000;9 604 278 000;9 598 728 000;9 822 920 000;10 199 597 000;9 630 447 000;9 392 617 000;668 458 000;642 937 000;407 054 000;778 955 000;580 986 000;961 172 000;410 906 000;373 672 000;693 214 000;900 148 000;1 143 987 000;441 837 000;405 555 000;495 958 000;429 463 000;108 726 000;107 970 000;250 992 000;232 397 000;217 415 000;869 780 000;989 484 000;299 154 000;798 622 000;781 424 000;786 457 000;791 940 000;787 842 000;799 931 000;335 645 000;322 261 000;327 144 000;430 075 000;727 944 000;662 935 000;655 744 000;6 045 205 000;6 027 967 000;6 313 459 000;5 858 811 000;6 481 717 000;6 772 955 000;7 015 375 000;6 886 097 000;6 888 827 000;6 666 840 000;6 583 940 000;6 551 748 000;5 669 368 000;5 659 897 000;5 497 573 000;5 343 262 000;5 587 416 000;5 744 644 000;5 990 663 000;6 115 739 000;6 124 341 000;5 904 679 000;6 375 402 000;6 347 835 000;132 490 000;128 255 000;123 274 000;124 106 000;131 788 000;132 042 000;131 585 000;148 972 000;144 324 000;140 105 000;136 819 000;131 553 000;236 471 000;232 955 000;685 752 000;384 615 000;756 025 000;889 789 000;886 654 000;620 613 000;619 405 000;621 391 000;71 054 000;71 711 000;351 301 000;351 724 000;350 621 000;351 342 000;351 588 000;350 005 000;349 506 000;348 223 000;347 832 000;349 729 000;352 287 000;351 774 000;0;0;0;0;0;0;0;0;0;0;0;0
113;ВББ, ООО КБ;1342;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КОММЕРЧЕСКИЙ БАНК ""ВОСТОКБИЗНЕСБАНК""";690088, Приморский кр, г. Владивосток, ул. Военное Шоссе, д. 20 корп. А;Пастушенко Дмитрий Сергеевич;15.01.1991;28,0;16.04.2018;Недействующая;040507711;Приморский край;Общества с ограниченной ответственностью;Частная собственность;28 118 000;Ликвидировано вследствие банкротства от 16.04.2018, Отозвана Генеральная лицензия на осуществление банковских операций от 14.04.2011, Решение о признании банка банкротом (о принудительной ликвидации) от 25.05.2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
114;БАНК НА ГОНЧАРНОЙ (АО);2555;"""БАНК НА ГОНЧАРНОЙ"" (АКЦИОНЕРНОЕ ОБЩЕСТВО)";115172, г. Москва, набережная Гончарная, д. 1 корп. 2;Кандаурова Виктория Владимировна;01.11.1993;25,0;26.03.2018;Недействующая;044525448;Москва;Непубличные акционерные общества;Собственность иностранных юридических лиц;478 272 000;Прекратило деятельность при присоединении от 26.03.2018;8 460 913 000;7 647 450 000;7 504 594 000;8 207 639 000;8 369 173 000;8 926 696 000;8 327 425 000;7 468 076 000;8 371 969 000;7 726 330 000;6 635 417 000;7 378 281 000;1 612 537 000;1 354 583 000;1 526 603 000;1 227 722 000;1 082 665 000;1 405 163 000;1 230 235 000;835 626 000;2 644 221 000;1 917 255 000;380 978 000;107 546 000;237 173 000;460 155 000;104 072 000;277 437 000;240 264 000;128 040 000;250 810 000;225 198 000;101 494 000;82 715 000;27 665 000;157 855 000;373 504 000;375 271 000;372 550 000;375 474 000;376 489 000;379 356 000;370 133 000;372 916 000;210 008 000;210 652 000;0;0;5 582 807 000;4 920 652 000;5 014 366 000;5 828 465 000;6 180 151 000;6 479 053 000;5 910 872 000;5 503 443 000;4 916 612 000;5 011 156 000;5 794 199 000;6 632 479 000;4 611 092 000;4 640 461 000;4 828 826 000;5 254 545 000;5 414 269 000;5 438 795 000;5 081 611 000;4 900 841 000;4 594 581 000;4 944 978 000;4 877 368 000;4 476 297 000;23 270 000;21 769 000;22 395 000;22 544 000;22 883 000;22 377 000;22 123 000;22 892 000;21 552 000;19 630 000;16 831 000;16 182 000;948 445 000;258 422 000;163 145 000;551 376 000;742 999 000;1 017 881 000;807 138 000;579 710 000;300 479 000;46 548 000;900 000 000;2 140 000 000;198 613 000;197 933 000;198 285 000;198 058 000;199 296 000;198 295 000;197 297 000;196 402 000;201 045 000;200 002 000;198 876 000;256 334 000;0;0;0;0;0;0;0;0;0;0;0;0
115;КОНГРЕСС-БАНК ОАО;2330;"""КОНГРЕСС-БАНК"" (ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";115093, г. Москва, ул. Щипок, д. 18(Бизнес-центр «Щипок 18»);Мащев Александр Борисович;18.05.1993;25,5;09.04.2018;Недействующая;044599988;Москва;Публичные акционерные общества;Смешанная российская собственность с долей федеральной собственности;165 000 000;Ликвидировано по решению суда от 09.04.2018, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 24.03.2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
116;КАУРИ, ОАО КБ;776;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО КОММЕРЧЕСКИЙ БАНК ""КАУРИ""";614039, Пермская обл, г. Пермь, ул. Белинского, д. 47 корп. А;Управляющая компания АГЕНТСТВО ПО СТРАХОВАНИЮ ВКЛАДОВ, ГОСУДАРСТВЕННАЯ КОРПОРАЦИЯ;14.11.1990;28,0;13.08.2015;Недействующая;;Пермский край;Публичные акционерные общества;Частная собственность;12 272 950;Ликвидировано вследствие банкротства от 13.08.2015, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 09.02.2009, Решение о признании должника банкротом и открытии конкурсного производства от 02.04.2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
117;УРАЙКОМБАНК, ООО;667;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ УРАЙСКИЙ КОММЕРЧЕСКИЙ БАНК;628285, Ханты-Мансийский - Югра окр., г. Урай, микрорайон 2-Й, д. 62-А;Красников Владимир Михайлович;31.10.1990;28,0;16.07.2014;Недействующая;;Тюменская область;Общества с ограниченной ответственностью;Иная смешанная российская собственность;60 720 000;Ликвидировано по решению суда от 16.07.2014, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 09.02.2009, Решение о признании должника банкротом и открытии конкурсного производства от 31.03.2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
118;МИБ, ЗАО АКБ;2788;"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО АКЦИОНЕРНЫЙ КОММЕРЧЕСКИЙ БАНК ""МЕЖРЕГИОНАЛЬНЫЙ ИНВЕСТИЦИОННЫЙ БАНК""";103074, г. Москва, пл. Славянская, д. 4 корп. 2;Бельков Андрей Олегович;13.04.1994;25,0;18.01.2016;Недействующая;044585721;Москва;Непубличные акционерные общества;Смешанная российская собственность с долей федеральной собственности;1 000 000 000;Ликвидировано вследствие банкротства от 18.01.2016, Отозвана Генеральная лицензия на осуществление банковских операций от 19.11.2009, Решение о признании должника банкротом и открытии конкурсного производства от 26.01.2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
119;ПРИРОДА ООО, КБ;3399;"КОММЕРЧЕСКИЙ БАНК ""ПРИРОДА"" ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ";125009, г. Москва, ул. Дмитровка Б, д. 23 стр. 1;Приступа Владимир Иванович;18.03.2002;17,0;28.09.2015;Недействующая;044585455;Москва;Общества с ограниченной ответственностью;Частная собственность;160 500 000;Ликвидировано по решению суда от 28.09.2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
120;ОКЕАН БАНК (АО);1697;ОКЕАН БАНК (АКЦИОНЕРНОЕ ОБЩЕСТВО);119334, г. Москва, проезд Канатчиковский, д. 1 корп. 1;Хамчич Максим Александрович;21.05.2002;16,5;24.10.2017;Недействующая;044525334;Москва;Непубличные акционерные общества;Частная собственность;408 000 000;Ликвидировано по решению суда от 24.10.2017, Отозвана Генеральная лицензия на осуществление банковских операций от 13.04.2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
121;КРАСБАНК, ООО КБ;1569;"КОММЕРЧЕСКИЙ БАНК ""КРАСБАНК"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";127051, г. Москва, ул. Трубная, д. 35;Корженкова Наталья Игоревна;13.09.1991;27,5;05.06.2014;Недействующая;;Москва;Общества с ограниченной ответственностью;Совместная частная и иностранная собственность;1 000 000 000;Ликвидировано вследствие банкротства от 05.06.2014, Отозвана Генеральная лицензия на осуществление банковских операций от 21.05.2008, Решение о признании должника банкротом и открытии конкурсного производства от 08.11.2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
122;ЕВРОПЕЙСКИЙ, ЗАО ИКБ;1616;"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ИНВЕСТИЦИОННО-КОММЕРЧЕСКИЙ БАНК ""ЕВРОПЕЙСКИЙ""";236010, Калининградская обл, г. Калининград, ул. Кутузова, д. 39;Данилов Дмитрий Сергеевич;07.02.1996;23,0;31.12.2014;Недействующая;042748705;Калининградская область;Непубличные акционерные общества;Частная собственность;155 600 000;Прекратило деятельность при присоединении от 31.12.2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
123;СТАРЫЙ КРЕМЛЬ (ООО), КБ;2657;"КОММЕРЧЕСКИЙ БАНК ""СТАРЫЙ КРЕМЛЬ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";117393, г. Москва, ул. Профсоюзная, д. 56(Торгово-офисный центр «Черемушки (Cherry Tower)»);Валлен Олег Эрлинович;21.01.1994;25,0;23.08.2016;Недействующая;044552704;Москва;Общества с ограниченной ответственностью;Частная собственность;126 249 533;Ликвидировано по решению суда от 23.08.2016, Отозвана Генеральная лицензия на осуществление банковских операций от 03.07.2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
124;НКО МРЦ, ЗАО;3325;"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО НЕБАНКОВСКАЯ КРЕДИТНАЯ ОРГАНИЗАЦИЯ ""МЕЖБАНКОВСКИЙ РАСЧЕТНЫЙ ЦЕНТР""";690091, Приморский кр, г. Владивосток, ул. Пограничная, д. 15 корп. В;Пастушенко Дмитрий Сергеевич;18.08.1993;25,5;03.10.2017;Недействующая;040507301;Приморский край;Непубличные акционерные общества;Частная собственность;890 000;Ликвидировано вследствие банкротства от 03.10.2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
125;КБИ БАНК ООО;3156;"КОММЕРЧЕСКИЙ БАНК ""ИНДУСТРИАЛЬНЫЙ"" ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ";127083, г. Москва, ул. Мишина, д. 22-24 корп. 1;Баклицкий Денис Николаевич;14.11.1994;24,0;19.01.2016;Недействующая;;Москва;Общества с ограниченной ответственностью;Частная собственность;1 776 600 000;Ликвидировано вследствие банкротства от 19.01.2016, Отозвана Генеральная лицензия на осуществление банковских операций от 25.06.2009, Решение о признании должника банкротом и открытии конкурсного производства от 24.09.2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
126;АТЛАС БАНК, ООО;3477;"""АТЛАС БАНК"" ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ";119049, г. Москва, ул. Мытная, д. 1 стр. 1;Кнутова Марина Викторовна;17.10.2007;11,0;16.07.2015;Недействующая;044525263;Москва;Общества с ограниченной ответственностью;Собственность иностранных юридических лиц;206 400 000;Ликвидировано по решению суда от 16.07.2015, Решение о признании банка банкротом (о принудительной ликвидации) от 01.07.2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
127;ГРИС-БАНК, ООО КБ;1928;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КОММЕРЧЕСКИЙ БАНК ""ГРИС-БАНК""";357500, Ставропольский кр., г. Пятигорск, проспект Калинина, д. 5-В;Чотчаев Рустам Махтиевич;23.06.1992;26,5;22.01.2019;Недействующая;040708775;Ставропольский край;Общества с ограниченной ответственностью;Частная собственность;230 693 000;Ликвидировано от 22.01.2019, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 18.08.2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
