Выборка банков;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
№;Наименование;Регистрационный номер;Наименование полное;Адрес (место нахождения);Руководитель ФИО;Дата регистрации;Возраст банка;Дата ликвидации;Статус;Банковский идентификационный номер;Регион регистрации;Организационно-правовая форма;Форма собственности;Уставный капитал, RUB;Важная информация;2016 - 2мес., Чистые активы, RUB;2016 - 3мес., Чистые активы, RUB;2016 - 4мес., Чистые активы, RUB;2016 - 5мес., Чистые активы, RUB;2016 - 6мес., Чистые активы, RUB;2016 - 7мес., Чистые активы, RUB;2016 - 8мес., Чистые активы, RUB;2016 - 9мес., Чистые активы, RUB;2016 - 10мес., Чистые активы, RUB;2016 - 11мес., Чистые активы, RUB;2016 - 12мес., Чистые активы, RUB;2017 - 1мес., Чистые активы, RUB;2016 - 2мес., Счета в Банке России, RUB;2016 - 3мес., Счета в Банке России, RUB;2016 - 4мес., Счета в Банке России, RUB;2016 - 5мес., Счета в Банке России, RUB;2016 - 6мес., Счета в Банке России, RUB;2016 - 7мес., Счета в Банке России, RUB;2016 - 8мес., Счета в Банке России, RUB;2016 - 9мес., Счета в Банке России, RUB;2016 - 10мес., Счета в Банке России, RUB;2016 - 11мес., Счета в Банке России, RUB;2016 - 12мес., Счета в Банке России, RUB;2017 - 1мес., Счета в Банке России, RUB;2016 - 2мес., Коррсчета (НОСТРО), RUB;2016 - 3мес., Коррсчета (НОСТРО), RUB;2016 - 4мес., Коррсчета (НОСТРО), RUB;2016 - 5мес., Коррсчета (НОСТРО), RUB;2016 - 6мес., Коррсчета (НОСТРО), RUB;2016 - 7мес., Коррсчета (НОСТРО), RUB;2016 - 8мес., Коррсчета (НОСТРО), RUB;2016 - 9мес., Коррсчета (НОСТРО), RUB;2016 - 10мес., Коррсчета (НОСТРО), RUB;2016 - 11мес., Коррсчета (НОСТРО), RUB;2016 - 12мес., Коррсчета (НОСТРО), RUB;2017 - 1мес., Коррсчета (НОСТРО), RUB;2016 - 2мес., Ценные бумаги, RUB;2016 - 3мес., Ценные бумаги, RUB;2016 - 4мес., Ценные бумаги, RUB;2016 - 5мес., Ценные бумаги, RUB;2016 - 6мес., Ценные бумаги, RUB;2016 - 7мес., Ценные бумаги, RUB;2016 - 8мес., Ценные бумаги, RUB;2016 - 9мес., Ценные бумаги, RUB;2016 - 10мес., Ценные бумаги, RUB;2016 - 11мес., Ценные бумаги, RUB;2016 - 12мес., Ценные бумаги, RUB;2017 - 1мес., Ценные бумаги, RUB;2016 - 2мес., Кредиты, RUB;2016 - 3мес., Кредиты, RUB;2016 - 4мес., Кредиты, RUB;2016 - 5мес., Кредиты, RUB;2016 - 6мес., Кредиты, RUB;2016 - 7мес., Кредиты, RUB;2016 - 8мес., Кредиты, RUB;2016 - 9мес., Кредиты, RUB;2016 - 10мес., Кредиты, RUB;2016 - 11мес., Кредиты, RUB;2016 - 12мес., Кредиты, RUB;2017 - 1мес., Кредиты, RUB;2016 - 2мес., Кредиты организациям, RUB;2016 - 3мес., Кредиты организациям, RUB;2016 - 4мес., Кредиты организациям, RUB;2016 - 5мес., Кредиты организациям, RUB;2016 - 6мес., Кредиты организациям, RUB;2016 - 7мес., Кредиты организациям, RUB;2016 - 8мес., Кредиты организациям, RUB;2016 - 9мес., Кредиты организациям, RUB;2016 - 10мес., Кредиты организациям, RUB;2016 - 11мес., Кредиты организациям, RUB;2016 - 12мес., Кредиты организациям, RUB;2017 - 1мес., Кредиты организациям, RUB;2016 - 2мес., Кредиты физическим лицам, RUB;2016 - 3мес., Кредиты физическим лицам, RUB;2016 - 4мес., Кредиты физическим лицам, RUB;2016 - 5мес., Кредиты физическим лицам, RUB;2016 - 6мес., Кредиты физическим лицам, RUB;2016 - 7мес., Кредиты физическим лицам, RUB;2016 - 8мес., Кредиты физическим лицам, RUB;2016 - 9мес., Кредиты физическим лицам, RUB;2016 - 10мес., Кредиты физическим лицам, RUB;2016 - 11мес., Кредиты физическим лицам, RUB;2016 - 12мес., Кредиты физическим лицам, RUB;2017 - 1мес., Кредиты физическим лицам, RUB;2016 - 2мес., Кредиты другим банкам (МБК), RUB;2016 - 3мес., Кредиты другим банкам (МБК), RUB;2016 - 4мес., Кредиты другим банкам (МБК), RUB;2016 - 5мес., Кредиты другим банкам (МБК), RUB;2016 - 6мес., Кредиты другим банкам (МБК), RUB;2016 - 7мес., Кредиты другим банкам (МБК), RUB;2016 - 8мес., Кредиты другим банкам (МБК), RUB;2016 - 9мес., Кредиты другим банкам (МБК), RUB;2016 - 10мес., Кредиты другим банкам (МБК), RUB;2016 - 11мес., Кредиты другим банкам (МБК), RUB;2016 - 12мес., Кредиты другим банкам (МБК), RUB;2017 - 1мес., Кредиты другим банкам (МБК), RUB;2016 - 2мес., Основные средства, RUB;2016 - 3мес., Основные средства, RUB;2016 - 4мес., Основные средства, RUB;2016 - 5мес., Основные средства, RUB;2016 - 6мес., Основные средства, RUB;2016 - 7мес., Основные средства, RUB;2016 - 8мес., Основные средства, RUB;2016 - 9мес., Основные средства, RUB;2016 - 10мес., Основные средства, RUB;2016 - 11мес., Основные средства, RUB;2016 - 12мес., Основные средства, RUB;2017 - 1мес., Основные средства, RUB;2016 - 2мес., Учтённые векселя, RUB;2016 - 3мес., Учтённые векселя, RUB;2016 - 4мес., Учтённые векселя, RUB;2016 - 5мес., Учтённые векселя, RUB;2016 - 6мес., Учтённые векселя, RUB;2016 - 7мес., Учтённые векселя, RUB;2016 - 8мес., Учтённые векселя, RUB;2016 - 9мес., Учтённые векселя, RUB;2016 - 10мес., Учтённые векселя, RUB;2016 - 11мес., Учтённые векселя, RUB;2016 - 12мес., Учтённые векселя, RUB;2017 - 1мес., Учтённые векселя, RUB
112;РУСЮГБАНК, ПАО КБ;2093;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО КОММЕРЧЕСКИЙ БАНК ""РУССКИЙ ЮЖНЫЙ БАНК""";400066, Волгоградская обл., г. Волгоград, ул. Им Гагарина, д. 7;Ерофеев Игорь Васильевич;09.09.1992;26,5;10.06.2018;Недействующая;041806791;Волгоградская область;Публичные акционерные общества;Частная собственность;250 320 000;Прекратило деятельность при присоединении от 10.06.2018;9 093 623 000;8 926 956 000;8 741 423 000;8 962 138 000;8 855 894 000;8 669 893 000;8 966 803 000;8 774 348 000;9 201 295 000;9 045 277 000;8 746 005 000;8 923 424 000;245 651 000;233 684 000;251 330 000;256 264 000;501 837 000;482 136 000;416 273 000;345 183 000;517 320 000;457 824 000;216 561 000;604 725 000;620 310 000;260 267 000;201 474 000;350 957 000;89 999 000;50 794 000;334 591 000;161 913 000;358 357 000;186 830 000;171 062 000;613 422 000;843 440 000;1 258 927 000;1 278 397 000;1 287 385 000;1 287 450 000;1 192 378 000;1 195 806 000;1 209 268 000;1 221 709 000;1 229 091 000;1 027 050 000;786 713 000;5 463 362 000;5 599 293 000;5 611 445 000;5 473 549 000;5 634 522 000;5 522 380 000;5 638 220 000;5 594 456 000;5 689 963 000;5 954 596 000;6 083 757 000;5 836 764 000;5 130 618 000;5 281 999 000;5 146 719 000;5 011 468 000;5 184 683 000;5 063 841 000;5 194 158 000;5 164 915 000;5 239 034 000;5 491 685 000;5 753 608 000;5 453 726 000;197 161 000;191 701 000;183 317 000;176 026 000;171 905 000;168 708 000;162 532 000;154 908 000;151 800 000;141 220 000;136 572 000;130 141 000;128 611 000;118 635 000;274 451 000;279 126 000;271 020 000;282 917 000;274 645 000;267 763 000;292 275 000;314 852 000;186 738 000;246 005 000;350 340 000;349 401 000;349 177 000;358 658 000;359 642 000;358 407 000;357 179 000;356 583 000;355 777 000;356 172 000;356 174 000;353 780 000;0;0;0;0;0;0;0;0;0;0;0;0
113;ВББ, ООО КБ;1342;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КОММЕРЧЕСКИЙ БАНК ""ВОСТОКБИЗНЕСБАНК""";690088, Приморский кр, г. Владивосток, ул. Военное Шоссе, д. 20 корп. А;Пастушенко Дмитрий Сергеевич;15.01.1991;28,0;16.04.2018;Недействующая;040507711;Приморский край;Общества с ограниченной ответственностью;Частная собственность;28 118 000;Ликвидировано вследствие банкротства от 16.04.2018, Отозвана Генеральная лицензия на осуществление банковских операций от 14.04.2011, Решение о признании банка банкротом (о принудительной ликвидации) от 25.05.2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
114;БАНК НА ГОНЧАРНОЙ (АО);2555;"""БАНК НА ГОНЧАРНОЙ"" (АКЦИОНЕРНОЕ ОБЩЕСТВО)";115172, г. Москва, набережная Гончарная, д. 1 корп. 2;Кандаурова Виктория Владимировна;01.11.1993;25,0;26.03.2018;Недействующая;044525448;Москва;Непубличные акционерные общества;Собственность иностранных юридических лиц;478 272 000;Прекратило деятельность при присоединении от 26.03.2018;10 210 299 000;10 480 239 000;9 367 264 000;10 816 586 000;12 800 234 000;8 357 498 000;8 448 741 000;8 055 483 000;8 425 225 000;9 263 548 000;7 664 852 000;7 988 576 000;982 027 000;1 334 321 000;143 072 000;1 933 101 000;429 697 000;1 290 840 000;1 294 040 000;952 336 000;168 440 000;1 552 377 000;845 265 000;1 588 767 000;1 220 983 000;588 335 000;845 744 000;744 702 000;611 161 000;182 060 000;271 303 000;370 991 000;147 265 000;1 053 072 000;755 311 000;600 309 000;512 947 000;485 129 000;452 241 000;453 982 000;453 981 000;459 351 000;429 896 000;433 722 000;429 545 000;364 855 000;367 123 000;369 681 000;6 872 092 000;7 523 813 000;7 216 894 000;7 064 158 000;10 867 971 000;5 913 333 000;5 930 329 000;5 783 572 000;7 193 158 000;5 774 958 000;5 273 821 000;4 978 903 000;6 827 518 000;6 445 674 000;5 984 044 000;5 995 106 000;5 615 499 000;5 885 335 000;5 603 828 000;5 282 194 000;5 674 503 000;5 431 466 000;4 683 698 000;4 661 222 000;44 574 000;40 101 000;39 850 000;39 052 000;27 219 000;27 998 000;26 501 000;26 378 000;26 371 000;25 522 000;24 133 000;24 452 000;0;1 038 038 000;1 193 000 000;1 030 000 000;5 225 253 000;0;300 000 000;475 000 000;1 492 284 000;317 970 000;565 990 000;293 229 000;26 011 000;26 767 000;27 155 000;26 263 000;23 901 000;23 433 000;22 581 000;22 168 000;21 554 000;20 790 000;21 514 000;20 937 000;0;0;0;0;0;0;0;0;0;0;0;0
115;КОНГРЕСС-БАНК ОАО;2330;"""КОНГРЕСС-БАНК"" (ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";115093, г. Москва, ул. Щипок, д. 18(Бизнес-центр «Щипок 18»);Мащев Александр Борисович;18.05.1993;25,5;09.04.2018;Недействующая;044599988;Москва;Публичные акционерные общества;Смешанная российская собственность с долей федеральной собственности;165 000 000;Ликвидировано по решению суда от 09.04.2018, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 24.03.2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
116;КАУРИ, ОАО КБ;776;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО КОММЕРЧЕСКИЙ БАНК ""КАУРИ""";614039, Пермская обл, г. Пермь, ул. Белинского, д. 47 корп. А;Управляющая компания АГЕНТСТВО ПО СТРАХОВАНИЮ ВКЛАДОВ, ГОСУДАРСТВЕННАЯ КОРПОРАЦИЯ;14.11.1990;28,0;13.08.2015;Недействующая;;Пермский край;Публичные акционерные общества;Частная собственность;12 272 950;Ликвидировано вследствие банкротства от 13.08.2015, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 09.02.2009, Решение о признании должника банкротом и открытии конкурсного производства от 02.04.2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
117;УРАЙКОМБАНК, ООО;667;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ УРАЙСКИЙ КОММЕРЧЕСКИЙ БАНК;628285, Ханты-Мансийский - Югра окр., г. Урай, микрорайон 2-Й, д. 62-А;Красников Владимир Михайлович;31.10.1990;28,0;16.07.2014;Недействующая;;Тюменская область;Общества с ограниченной ответственностью;Иная смешанная российская собственность;60 720 000;Ликвидировано по решению суда от 16.07.2014, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 09.02.2009, Решение о признании должника банкротом и открытии конкурсного производства от 31.03.2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
118;МИБ, ЗАО АКБ;2788;"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО АКЦИОНЕРНЫЙ КОММЕРЧЕСКИЙ БАНК ""МЕЖРЕГИОНАЛЬНЫЙ ИНВЕСТИЦИОННЫЙ БАНК""";103074, г. Москва, пл. Славянская, д. 4 корп. 2;Бельков Андрей Олегович;13.04.1994;25,0;18.01.2016;Недействующая;044585721;Москва;Непубличные акционерные общества;Смешанная российская собственность с долей федеральной собственности;1 000 000 000;Ликвидировано вследствие банкротства от 18.01.2016, Отозвана Генеральная лицензия на осуществление банковских операций от 19.11.2009, Решение о признании должника банкротом и открытии конкурсного производства от 26.01.2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
119;ПРИРОДА ООО, КБ;3399;"КОММЕРЧЕСКИЙ БАНК ""ПРИРОДА"" ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ";125009, г. Москва, ул. Дмитровка Б, д. 23 стр. 1;Приступа Владимир Иванович;18.03.2002;17,0;28.09.2015;Недействующая;044585455;Москва;Общества с ограниченной ответственностью;Частная собственность;160 500 000;Ликвидировано по решению суда от 28.09.2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
120;ОКЕАН БАНК (АО);1697;ОКЕАН БАНК (АКЦИОНЕРНОЕ ОБЩЕСТВО);119334, г. Москва, проезд Канатчиковский, д. 1 корп. 1;Хамчич Максим Александрович;21.05.2002;16,5;24.10.2017;Недействующая;044525334;Москва;Непубличные акционерные общества;Частная собственность;408 000 000;Ликвидировано по решению суда от 24.10.2017, Отозвана Генеральная лицензия на осуществление банковских операций от 13.04.2016;2 851 642 000;2 734 770 000;;;;;;;;;;;20 514 000;16 595 000;;;;;;;;;;;116 621 000;123 540 000;;;;;;;;;;;1 565 427 000;1 484 647 000;;;;;;;;;;;835 416 000;832 803 000;;;;;;;;;;;779 766 000;792 266 000;;;;;;;;;;;11 304 000;11 587 000;;;;;;;;;;;44 112 000;28 716 000;;;;;;;;;;;100 233 000;59 401 000;;;;;;;;;;;0;0;;;;;;;;;;
121;КРАСБАНК, ООО КБ;1569;"КОММЕРЧЕСКИЙ БАНК ""КРАСБАНК"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";127051, г. Москва, ул. Трубная, д. 35;Корженкова Наталья Игоревна;13.09.1991;27,5;05.06.2014;Недействующая;;Москва;Общества с ограниченной ответственностью;Совместная частная и иностранная собственность;1 000 000 000;Ликвидировано вследствие банкротства от 05.06.2014, Отозвана Генеральная лицензия на осуществление банковских операций от 21.05.2008, Решение о признании должника банкротом и открытии конкурсного производства от 08.11.2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
122;ЕВРОПЕЙСКИЙ, ЗАО ИКБ;1616;"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ИНВЕСТИЦИОННО-КОММЕРЧЕСКИЙ БАНК ""ЕВРОПЕЙСКИЙ""";236010, Калининградская обл, г. Калининград, ул. Кутузова, д. 39;Данилов Дмитрий Сергеевич;07.02.1996;23,0;31.12.2014;Недействующая;042748705;Калининградская область;Непубличные акционерные общества;Частная собственность;155 600 000;Прекратило деятельность при присоединении от 31.12.2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
123;СТАРЫЙ КРЕМЛЬ (ООО), КБ;2657;"КОММЕРЧЕСКИЙ БАНК ""СТАРЫЙ КРЕМЛЬ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";117393, г. Москва, ул. Профсоюзная, д. 56(Торгово-офисный центр «Черемушки (Cherry Tower)»);Валлен Олег Эрлинович;21.01.1994;25,0;23.08.2016;Недействующая;044552704;Москва;Общества с ограниченной ответственностью;Частная собственность;126 249 533;Ликвидировано по решению суда от 23.08.2016, Отозвана Генеральная лицензия на осуществление банковских операций от 03.07.2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
124;НКО МРЦ, ЗАО;3325;"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО НЕБАНКОВСКАЯ КРЕДИТНАЯ ОРГАНИЗАЦИЯ ""МЕЖБАНКОВСКИЙ РАСЧЕТНЫЙ ЦЕНТР""";690091, Приморский кр, г. Владивосток, ул. Пограничная, д. 15 корп. В;Пастушенко Дмитрий Сергеевич;18.08.1993;25,5;03.10.2017;Недействующая;040507301;Приморский край;Непубличные акционерные общества;Частная собственность;890 000;Ликвидировано вследствие банкротства от 03.10.2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
125;КБИ БАНК ООО;3156;"КОММЕРЧЕСКИЙ БАНК ""ИНДУСТРИАЛЬНЫЙ"" ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ";127083, г. Москва, ул. Мишина, д. 22-24 корп. 1;Баклицкий Денис Николаевич;14.11.1994;24,0;19.01.2016;Недействующая;;Москва;Общества с ограниченной ответственностью;Частная собственность;1 776 600 000;Ликвидировано вследствие банкротства от 19.01.2016, Отозвана Генеральная лицензия на осуществление банковских операций от 25.06.2009, Решение о признании должника банкротом и открытии конкурсного производства от 24.09.2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
126;АТЛАС БАНК, ООО;3477;"""АТЛАС БАНК"" ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ";119049, г. Москва, ул. Мытная, д. 1 стр. 1;Кнутова Марина Викторовна;17.10.2007;11,0;16.07.2015;Недействующая;044525263;Москва;Общества с ограниченной ответственностью;Собственность иностранных юридических лиц;206 400 000;Ликвидировано по решению суда от 16.07.2015, Решение о признании банка банкротом (о принудительной ликвидации) от 01.07.2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
127;ГРИС-БАНК, ООО КБ;1928;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КОММЕРЧЕСКИЙ БАНК ""ГРИС-БАНК""";357500, Ставропольский кр., г. Пятигорск, проспект Калинина, д. 5-В;Чотчаев Рустам Махтиевич;23.06.1992;26,5;22.01.2019;Недействующая;040708775;Ставропольский край;Общества с ограниченной ответственностью;Частная собственность;230 693 000;Ликвидировано от 22.01.2019, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 18.08.2016;457 282 000;455 154 000;444 661 000;444 829 000;448 289 000;444 277 000;;;;;;;90 557 000;93 484 000;73 780 000;55 682 000;57 083 000;69 184 000;;;;;;;2 907 000;1 733 000;6 638 000;1 271 000;2 980 000;8 611 000;;;;;;;0;0;0;0;0;0;;;;;;;179 974 000;184 862 000;188 879 000;202 945 000;202 631 000;193 265 000;;;;;;;137 300 000;142 968 000;148 379 000;155 633 000;157 170 000;148 847 000;;;;;;;42 674 000;41 894 000;40 500 000;47 312 000;45 461 000;44 418 000;;;;;;;0;0;0;0;0;0;;;;;;;127 154 000;126 887 000;126 619 000;126 334 000;126 074 000;125 794 000;;;;;;;0;0;0;0;0;0;;;;;;
128;ВЕРХНЕВОЛЖСКИЙ, ПАО КБ;1084;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО КОММЕРЧЕСКИЙ БАНК ""ВЕРХНЕВОЛЖСКИЙ""";152903, Ярославская обл, Рыбинский район, г. Рыбинск, ул. Братьев Орловых, д. 1А;Тимофеева Надежда Викторовна;21.12.1992;26,0;17.05.2016;Недействующая;047885715;Ярославская область;Публичные акционерные общества;Иная смешанная российская собственность;345 140 040;Прекратило деятельность при присоединении от 17.05.2016;9 271 386 000;9 300 664 000;9 294 347 000;;;;;;;;;;392 278 000;234 946 000;268 452 000;;;;;;;;;;121 307 000;157 486 000;213 232 000;;;;;;;;;;356 854 000;72 262 000;201 224 000;;;;;;;;;;6 130 322 000;6 955 220 000;6 622 747 000;;;;;;;;;;2 711 247 000;2 706 837 000;2 755 586 000;;;;;;;;;;2 534 554 000;3 119 390 000;3 097 086 000;;;;;;;;;;405 000 000;645 000 000;325 000 000;;;;;;;;;;521 196 000;522 536 000;522 612 000;;;;;;;;;;304 138 000;0;0;;;;;;;;;
129;ПРИНТБАНК, ОАО;546;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПРИНТБАНК""";"127474, г. Москва, шоссе Дмитровское, д. 60(Бизнес-центр ""Лихоборский"")";Беднин Василий Феликсович;22.10.1990;28,0;29.11.2016;Недействующая;044552734;Москва;Публичные акционерные общества;Смешанная российская собственность с долями федеральной собственности и собственности субъектов Российской Федерации;190 394 325;Ликвидировано по решению суда от 29.11.2016, Решение о признании должника банкротом и открытии конкурсного производства от 13.12.2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
130;КОДЕКС (ОАО), АКБ;2746;"АКЦИОНЕРНЫЙ КОММЕРЧЕСКИЙ БАНК ""КОДЕКС"" (ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";129223, г. Москва, проспект Мира, д. 119 корп. 553;Бельков Андрей Олегович;15.03.1994;25,0;13.04.2017;Недействующая;044585171;Москва;Публичные акционерные общества;Частная собственность;80 000 000;Ликвидировано вследствие банкротства от 13.04.2017, Решение о признании должника банкротом и открытии конкурсного производства от 09.12.2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
131;СТАЛЬ БАНК (ООО);2248;СТАЛЬ БАНК (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ);129090, г. Москва, пер. Грохольский, д. 30 корп. 1;Воробьёв Сергей Иванович;26.01.1993;26,0;20.03.2019;Недействующая;044525164;Москва;Общества с ограниченной ответственностью;Частная собственность;200 000 000;Ликвидировано от 20.03.2019, Отозвана Лицензия на привлечение во вклады денежных средств физических лиц в рублях и иностранной валюте от 10.07.2017, Решение о признании должника банкротом и открытии конкурсного производства от 16.09.2017;1 280 255 000;1 272 081 000;1 259 077 000;1 520 902 000;1 235 900 000;1 191 120 000;1 245 701 000;1 162 461 000;1 177 235 000;1 218 392 000;1 375 159 000;1 289 512 000;71 655 000;139 908 000;15 476 000;131 570 000;31 092 000;13 907 000;39 707 000;14 850 000;15 928 000;71 295 000;243 584 000;21 768 000;113 000 000;30 606 000;93 516 000;219 698 000;71 349 000;59 140 000;94 519 000;24 843 000;30 470 000;94 660 000;48 632 000;66 114 000;373 259 000;279 698 000;243 075 000;241 539 000;203 312 000;205 586 000;208 270 000;208 651 000;200 321 000;180 460 000;171 548 000;172 910 000;556 037 000;549 081 000;550 478 000;560 333 000;633 339 000;662 978 000;659 026 000;665 272 000;662 565 000;668 656 000;634 903 000;586 490 000;516 140 000;511 137 000;508 784 000;517 902 000;594 075 000;626 583 000;622 415 000;626 884 000;629 674 000;632 762 000;597 285 000;549 815 000;37 448 000;35 607 000;39 588 000;40 398 000;37 347 000;34 553 000;35 288 000;37 065 000;31 568 000;34 571 000;36 295 000;35 352 000;1 126 000;1 014 000;783 000;710 000;594 000;519 000;0;0;0;0;0;0;26 507 000;28 043 000;30 632 000;31 906 000;31 585 000;34 419 000;33 958 000;33 615 000;35 239 000;34 629 000;34 263 000;33 681 000;0;0;0;0;0;0;0;0;0;0;0;0
132;ГАНЗАКОМБАНК, ОАО;1734;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГАНЗАКОМБАНК""";191123, г. Санкт-Петербург, пер. Манежный, д. 14 корп. А;Шубин Герман Александрович;22.10.2002;16,0;26.10.2018;Недействующая;044030816;Санкт-Петербург;Публичные акционерные общества;Частная собственность;171 623 600;Ликвидировано по решению суда от 26.10.2018, Отозвана Лицензия на привлечение во вклады и размещение драгоценных металлов от 17.04.2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
